Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,WM,NULL,41618,13028
101,101,WM,NULL,245,90
102,102,WM,NULL,192,68
103,103,WM,NULL,260,99
104,104,WM,NULL,173,54
105,105,WM,NULL,133,58
106    ,106,WM,NULL,235,81
107,107,WM,NULL,327,116
108,108,WM,NULL,315,140
110,110,WM,NULL,227,106
111    ,111,WM,NULL,246,101
112,112,WM,NULL,126,47
113,113,WM,NULL,235,90
114,114,WM,NULL,146,67
115,115,WM,NULL,265,99
116,116,WM,NULL,147,78
117,117,WM,NULL,188,83
118,118,WM,NULL,278,110
119    ,119,WM,NULL,143,53
120,120,WM,NULL,244,80
121,121,WM,NULL,168,68
122,122,WM,NULL,185,57
123,123,WM,NULL,167,63
124    ,124,WM,NULL,152,54
125,125,WM,NULL,214,96
126    ,126,WM,NULL,337,125
127,127,WM,NULL,349,130
129,129,WM,NULL,262,74
130,130,WM,NULL,162,54
131,131,WM,NULL,319,113
132,132,WM,NULL,216,68
133,133,WM,NULL,169,63
134    ,134,WM,NULL,355,114
135,135,WM,NULL,252,77
136    ,136,WM,NULL,233,112
137,137,WM,NULL,158,62
138,138,WM,NULL,272,94
139,139,WM,NULL,128,45
140    ,140,WM,NULL,350,149
141    ,141,WM,NULL,286,128
142,142,WM,NULL,212,93
143    ,143,WM,NULL,176,74
144    ,144,WM,NULL,257,129
145    ,145,WM,NULL,342,104
146    ,146,WM,NULL,312,119
147,147,WM,NULL,269,95
148,148,WM,NULL,249,121
149,149,WM,NULL,220,64
150,150,WM,NULL,283,106
151,151,WM,NULL,320,111
152,152,WM,NULL,252,88
153,153,WM,NULL,220,87
154    ,154,WM,NULL,181,76
155,155,WM,NULL,186,57
156    ,156,WM,NULL,107,50
157,157,WM,NULL,117,53
158    ,158,WM,NULL,133,41
159    ,159,WM,NULL,81,17
160    ,160,WM,NULL,289,73
161    ,161,WM,NULL,181,41
162    ,162,WM,NULL,234,48
163    ,163,WM,NULL,239,77
164    ,164,WM,NULL,87,42
165    ,165,WM,NULL,133,50
166    ,166,WM,NULL,320,93
167    ,167,WM,NULL,34,25
168    ,168,WM,NULL,370,76
169    ,169,WM,NULL,431,89
170    ,170,WM,NULL,226,41
171    ,171,WM,NULL,310,65
172    ,172,WM,NULL,200,47
173    ,173,WM,NULL,259,58
174    ,174,WM,NULL,215,73
175    ,175,WM,NULL,256,86
176    ,176,WM,NULL,207,63
177    ,177,WM,NULL,196,49
178    ,178,WM,NULL,289,102
179    ,179,WM,NULL,81,26
180    ,180,WM,NULL,276,57
181    ,181,WM,NULL,345,97
182    ,182,WM,NULL,336,126
183    ,183,WM,NULL,11,5
201    ,201,WM,NULL,428,129
202,202,WM,NULL,228,39
203,203,WM,NULL,308,84
204,204,WM,NULL,132,40
205,205,WM,NULL,187,55
206,206,WM,NULL,282,91
207,207,WM,NULL,183,66
208,208,WM,NULL,394,142
209,209,WM,NULL,304,80
210,210,WM,NULL,341,72
211,211,WM,NULL,287,72
212,212,WM,NULL,139,39
213,213,WM,NULL,363,86
214,214,WM,NULL,232,80
215,215,WM,NULL,300,70
216,216,WM,NULL,298,75
217,217,WM,NULL,211,67
218,218,WM,NULL,222,45
219,219,WM,NULL,246,76
220,220,WM,NULL,218,66
221,221,WM,NULL,304,55
222,222,WM,NULL,429,90
223,223,WM,NULL,194,47
224,224,WM,NULL,101,35
225,225,WM,NULL,268,90
226,226,WM,NULL,148,35
227,227,WM,NULL,290,89
228,228,WM,NULL,229,68
229,229,WM,NULL,266,78
230,230,WM,NULL,169,52
231,231,WM,NULL,246,80
232,232,WM,NULL,294,67
233,233,WM,NULL,236,88
234,234,WM,NULL,308,99
235,235,WM,NULL,184,43
236,236,WM,NULL,127,26
237,237,WM,NULL,166,33
238,238,WM,NULL,190,61
239,239,WM,NULL,317,89
240,240,WM,NULL,300,92
241,241,WM,NULL,217,54
242,242,WM,NULL,183,59
243,243,WM,NULL,276,80
244,244,WM,NULL,283,74
245,245,WM,NULL,130,38
246,246,WM,NULL,189,53
247,247,WM,NULL,167,62
248    ,248,WM,NULL,179,55
249    ,249,WM,NULL,303,74
250    ,250,WM,NULL,432,74
251    ,251,WM,NULL,288,51
252    ,252,WM,NULL,38,18
253    ,253,WM,NULL,196,61
254    ,254,WM,NULL,234,58
255    ,255,WM,NULL,179,36
256    ,256,WM,NULL,302,69
257    ,257,WM,NULL,156,31
258    ,258,WM,NULL,286,56
259    ,259,WM,NULL,187,29
260    ,260,WM,NULL,242,44
261    ,261,WM,NULL,260,52
262    ,262,WM,NULL,231,62
263    ,263,WM,NULL,246,70
264    ,264,WM,NULL,336,47
265    ,265,WM,NULL,231,56
266    ,266,WM,NULL,349,55
267    ,267,WM,NULL,32,7
268,268,WM,NULL,8,7
301,301,WM,NULL,304,148
302,302,WM,NULL,339,123
303,303,WM,NULL,345,77
304    ,304,WM,NULL,104,53
401,401,WM,NULL,160,57
402    ,402,WM,NULL,207,80
501,501,WM,NULL,273,60
502,502,WM,NULL,234,67
503,503,WM,NULL,306,83
504,504,WM,NULL,152,43
505,505,WM,NULL,311,106
506    ,506,WM,NULL,264,87
507    ,507,WM,NULL,233,86
508    ,508,WM,NULL,291,103
509    ,509,WM,NULL,204,61
601,601,WM,NULL,365,133
602,602,WM,NULL,302,109
603,603,WM,NULL,261,65
604    ,604,WM,NULL,229,95
605,605,WM,NULL,166,57
606    ,606,WM,NULL,267,90
607    ,607,WM,NULL,260,92
608    ,608,WM,NULL,258,81
609    ,609,WM,NULL,325,129
610    ,610,WM,NULL,334,116
611    ,611,WM,NULL,184,80
701,701,WM,NULL,230,94
801,801,WM,NULL,180,70
