Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CM,NULL,14858,13517
PORT ANGELES 101,101,CM,NULL,178,194
PORT ANGELES 102,102,CM,NULL,278,324
PORT ANGELES 103,103,CM,NULL,301,349
PORT ANGELES 104,104,CM,NULL,209,221
PORT ANGELES 105,105,CM,NULL,258,312
PORT ANGELES 106,106,CM,NULL,244,240
PORT ANGELES 107,107,CM,NULL,313,327
PORT ANGELES 108,108,CM,NULL,154,155
PORT ANGELES 109,109,CM,NULL,367,377
PORT ANGELES 110,110,CM,NULL,99,44
PORT ANGELES 111,111,CM,NULL,316,345
PORT ANGELES 112,112,CM,NULL,193,175
PORT ANGELES 113,113,CM,NULL,202,186
AGNEW 201,201,CM,NULL,244,189
BEAVER 204,204,CM,NULL,264,107
BELLEVIEW 205,205,CM,NULL,319,211
BELL HILL 207,207,CM,NULL,249,297
BLACK DIAMOND 208,208,CM,NULL,186,149
BLUE MOUNTAIN 209,209,CM,NULL,310,247
BLUFFS 210,210,CM,NULL,173,131
BLYN 211,211,CM,NULL,256,206
BOGACHIEL 212,212,CM,NULL,136,44
CARLSBORG 214,214,CM,NULL,226,168
CLALLAM BAY 215,215,CM,NULL,175,90
CLARK 216,216,CM,NULL,114,81
CLINE 217,217,CM,NULL,225,312
COYOTE 218,218,CM,NULL,285,299
DEER PARK 220,220,CM,NULL,338,232
DIAMOND POINT 221,221,CM,NULL,260,269
DUNGENESS EAST 222,222,CM,NULL,300,353
DUNGENESS WEST 223,223,CM,NULL,128,162
DRY CREEK 224,224,CM,NULL,260,186
EAGLE 226,226,CM,NULL,222,191
ELK 229,229,CM,NULL,77,55
ELWHA 230,230,CM,NULL,89,78
FAIRVIEW 232,232,CM,NULL,308,262
FRESHWATER BAY 233,233,CM,NULL,429,269
HAPPY VALLEY 237,237,CM,NULL,178,116
JAMESTOWN 240,240,CM,NULL,158,200
JOYCE 241,241,CM,NULL,394,233
LOST MOUNTAIN 245,245,CM,NULL,204,142
MILLER PENINSULA 246,246,CM,NULL,125,175
MACLEAY 247,247,CM,NULL,271,249
MADISON CREEK 248,248,CM,NULL,100,95
MONTERRA 249,249,CM,NULL,273,249
MOUNT ANGELES 250,250,CM,NULL,153,185
MOUNT PLEASANT 251,251,CM,NULL,262,213
NEAH BAY 252,252,CM,NULL,101,108
OBRIEN 253,253,CM,NULL,270,174
OLYMPIC 254,254,CM,NULL,216,175
PORT WILLIAMS 258,258,CM,NULL,171,142
PRAIRIE NORTH 259,259,CM,NULL,268,221
PRAIRIE SOUTH 260,260,CM,NULL,288,226
QUILEUTE 262,262,CM,NULL,92,83
RIVERSIDE 265,265,CM,NULL,233,271
ROBIN HILL 266,266,CM,NULL,223,193
SUN 269,269,CM,NULL,121,42
SUNLAND NORTH 270,270,CM,NULL,204,360
SUNLAND SOUTH 271,271,CM,NULL,178,174
FORKS 301,301,CM,NULL,181,90
FORKS 302,302,CM,NULL,276,130
SEQUIM 401,401,CM,NULL,139,143
SEQUIM 402,402,CM,NULL,144,134
SEQUIM 403,403,CM,NULL,238,282
SEQUIM 404,404,CM,NULL,342,367
SEQUIM 405,405,CM,NULL,189,249
SEQUIM 406,406,CM,NULL,181,259
