Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,CH,NULL,13408
100,100,CH,NULL,6
110,110,CH,NULL,165
111,111,CH,NULL,51
112,112,CH,NULL,17
113,113,CH,NULL,37
114,114,CH,NULL,215
115,115,CH,NULL,16
116,116,CH,NULL,78
120,120,CH,NULL,149
121,121,CH,NULL,148
122,122,CH,NULL,80
123,123,CH,NULL,22
124,124,CH,NULL,32
125,125,CH,NULL,323
126,126,CH,NULL,44
127,127,CH,NULL,66
128,128,CH,NULL,33
129,129,CH,NULL,125
131,131,CH,NULL,30
132,132,CH,NULL,22
133,133,CH,NULL,197
134,134,CH,NULL,294
135,135,CH,NULL,309
136,136,CH,NULL,4
140,140,CH,NULL,96
141,141,CH,NULL,7
142,142,CH,NULL,29
143,143,CH,NULL,3
144,144,CH,NULL,15
145,145,CH,NULL,18
146,146,CH,NULL,57
147,147,CH,NULL,291
148,148,CH,NULL,139
149,149,CH,NULL,146
150,150,CH,NULL,26
151,151,CH,NULL,2
152,152,CH,NULL,3
153,153,CH,NULL,441
154,154,CH,NULL,366
155,155,CH,NULL,129
156,156,CH,NULL,34
157,157,CH,NULL,292
158,158,CH,NULL,147
159,159,CH,NULL,6
161,161,CH,NULL,21
162,162,CH,NULL,24
163,163,CH,NULL,16
164,164,CH,NULL,103
165,165,CH,NULL,71
171,171,CH,NULL,7
172,172,CH,NULL,10
173,173,CH,NULL,14
174,174,CH,NULL,214
175,175,CH,NULL,370
181,181,CH,NULL,269
182,182,CH,NULL,239
183,183,CH,NULL,126
190,190,CH,NULL,23
210,210,CH,NULL,210
220,220,CH,NULL,239
310,310,CH,NULL,125
320,320,CH,NULL,182
330,330,CH,NULL,214
410,410,CH,NULL,252
420,420,CH,NULL,286
430,430,CH,NULL,356
440,440,CH,NULL,414
450,450,CH,NULL,351
460,460,CH,NULL,338
480,480,CH,NULL,356
490,490,CH,NULL,513
510,510,CH,NULL,188
520,520,CH,NULL,473
530,530,CH,NULL,385
540,540,CH,NULL,292
560,560,CH,NULL,350
580,580,CH,NULL,223
590,590,CH,NULL,307
610,610,CH,NULL,219
710,710,CH,NULL,228
720,720,CH,NULL,300
730,730,CH,NULL,353
1149,1149,CH,NULL,29
1150,1150,CH,NULL,6
1151,1151,CH,NULL,2
