Row Label,PrecinctCode,County,Registered Voters,Dave Aldrich,Bruce King
Total,-1,IS,NULL,2799,2267
CAMANO 01,301,IS,NULL,225,154
CAMANO 02,302,IS,NULL,254,237
CAMANO 03,303,IS,NULL,292,213
CAMANO 04,304,IS,NULL,310,287
CAMANO 05,305,IS,NULL,286,228
CAMANO 06,306,IS,NULL,274,242
CAMANO 07,307,IS,NULL,223,204
CAMANO 08,308,IS,NULL,194,139
CAMANO 09,309,IS,NULL,267,203
CAMANO 10,310,IS,NULL,221,144
CAMANO 11,311,IS,NULL,253,216
