Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
MANZANITA 336,100336,KP,NULL,63,224
PORT MADISON 340,100340,KP,NULL,68,241
TORVANGER 345,100345,KP,NULL,122,365
POULSBO 401,100401,KP,NULL,179,355
POULSBO 403,100403,KP,NULL,94,261
POULSBO 404,100404,KP,NULL,113,339
POULSBO 405,100405,KP,NULL,111,308
POULSBO 406,100406,KP,NULL,158,325
POULSBO 407,100407,KP,NULL,92,240
BREIDABLIK 410,100410,KP,NULL,99,303
VINLAND 412,100412,KP,NULL,117,347
BELLA VISTA 413,100413,KP,NULL,97,225
HANSVILLE 415,100415,KP,NULL,92,175
POINT NO POINT 416,100416,KP,NULL,208,390
TWIN SPITS 417,100417,KP,NULL,112,349
S&#39;KLALLAM 418,100418,KP,NULL,11,26
POINT JEFFERSON 419,100419,KP,NULL,100,219
INDIANOLA 420,100420,KP,NULL,165,371
ORCA 421,100421,KP,NULL,78,207
APPLE TREE 422,100422,KP,NULL,133,319
HIGHLAND 423,100423,KP,NULL,71,170
KEYPORT 425,100425,KP,NULL,117,347
EVERGREEN RIDGE 426,100426,KP,NULL,48,104
ISLAND LAKE 427,100427,KP,NULL,107,272
KINGSTON 430,100430,KP,NULL,189,412
LEMOLO 435,100435,KP,NULL,85,256
LINCOLN 440,100440,KP,NULL,100,256
BIG VALLEY 441,100441,KP,NULL,82,229
LOFALL 442,100442,KP,NULL,146,409
PEARSON 445,100445,KP,NULL,137,391
PORT GAMBLE 450,100450,KP,NULL,100,306
STRIEBEL 453,100453,KP,NULL,114,285
GAMBLEWOOD 454,100454,KP,NULL,84,199
SCANDIA 455,100455,KP,NULL,99,293
MILLER BAY 458,100458,KP,NULL,129,358
SUQUAMISH 460,100460,KP,NULL,102,210
AUGUSTA 461,100461,KP,NULL,65,176
TOTTEN 463,100463,KP,NULL,103,229
SANDY HOOK 464,100464,KP,NULL,78,218
