Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,KI,NULL,18514,47852
Total,-1,KI,NULL,18514,47852
BREMERTON 001,100001,KP,NULL,71,129
BREMERTON 002,100002,KP,NULL,57,102
BREMERTON 003,100003,KP,NULL,121,220
BREMERTON 005,100005,KP,NULL,81,156
BREMERTON 006,100006,KP,NULL,77,139
BREMERTON 007,100007,KP,NULL,2,6
BREMERTON 012,100012,KP,NULL,30,52
BREMERTON 013,100013,KP,NULL,96,228
BREMERTON 015,100015,KP,NULL,132,245
BREMERTON 016,100016,KP,NULL,25,59
BREMERTON 022,100022,KP,NULL,76,182
BREMERTON 029,100029,KP,NULL,83,227
BREMERTON 030,100030,KP,NULL,78,242
BREMERTON 031,100031,KP,NULL,52,121
BREMERTON 032,100032,KP,NULL,16,40
BREMERTON 037,100037,KP,NULL,111,380
BREMERTON 040,100040,KP,NULL,90,245
BREMERTON 041,100041,KP,NULL,82,221
BREMERTON 046,100046,KP,NULL,108,232
BREMERTON 051,100051,KP,NULL,11,27
BREMERTON 052,100052,KP,NULL,68,178
BREMERTON 053,100053,KP,NULL,142,332
BREMERTON 054,100054,KP,NULL,79,149
BREMERTON 056,100056,KP,NULL,99,229
BREMERTON 058,100058,KP,NULL,103,247
ILLAHEE 065,100065,KP,NULL,131,328
SYLVAN 066,100066,KP,NULL,136,258
RAINIER 067,100067,KP,NULL,112,320
PERRY 073,100073,KP,NULL,63,168
UELAND 082,100082,KP,NULL,0,0
ROCKY POINT 083,100083,KP,NULL,156,345
RIDGEWAY 084,100084,KP,NULL,19,90
KITSAP LAKE 085(*),100085,KP,NULL,0,0
POWERLINE 086(*),100086,KP,NULL,0,0
BAYVIEW 087,100087,KP,NULL,27,87
BREMERTON 088,100088,KP,NULL,25,38
MARION 090,100090,KP,NULL,27,47
NAVY YARD CITY 095,100095,KP,NULL,126,242
OLYMPIC 099,100099,KP,NULL,14,32
TRIDENT 101,100101,KP,NULL,29,57
FRONTIER 102,100102,KP,NULL,146,310
OLYMPIC VIEW 103,100103,KP,NULL,83,245
BROWNSVILLE 105,100105,KP,NULL,125,413
OLD FRONTIER 106,100106,KP,NULL,159,319
BREMERTON 107,100107,KP,NULL,0,0
BREMERTON 109,100109,KP,NULL,7,25
CHARLAND 110,100110,KP,NULL,77,223
ALPINE 111,100111,KP,NULL,82,246
HERITAGE PARK 112,100112,KP,NULL,84,208
COUNTRY CLUB 113,100113,KP,NULL,66,161
BREMERTON 114,100114,KP,NULL,0,0
CLEAR CREEK 120,100120,KP,NULL,107,257
BUCKLIN 121,100121,KP,NULL,109,313
LUOTO 122,100122,KP,NULL,63,164
COTTONWOOD 125,100125,KP,NULL,107,244
FOREST RIDGE 126,100126,KP,NULL,61,177
WOODMERE 127,100127,KP,NULL,146,319
CENTRAL VALLEY 128,100128,KP,NULL,139,322
WINSTON 129,100129,KP,NULL,58,111
ERLANDS POINT 130,100130,KP,NULL,60,218
REGAL 131,100131,KP,NULL,35,81
FAIRVIEW 135,100135,KP,NULL,58,190
FIRGLADE 137,100137,KP,NULL,88,177
TIBARDIS 139,100139,KP,NULL,35,152
GILBERTON 140,100140,KP,NULL,91,235
RIDGEPOINT 141,100141,KP,NULL,93,209
UNIVERSITY POINT 142,100142,KP,NULL,84,205
KARIOTIS 143,100143,KP,NULL,126,286
CAMBRIDGE 144,100144,KP,NULL,91,171
SPINNAKER 146,100146,KP,NULL,80,197
BARKER CREEK 147,100147,KP,NULL,127,347
SANTA FE 148,100148,KP,NULL,109,230
RIDGETOP 149,100149,KP,NULL,79,228
MEADOWDALE 150,100150,KP,NULL,89,219
SYMINGTON 151,100151,KP,NULL,60,152
PIONEER 152,100152,KP,NULL,130,376
LARSON 153,100153,KP,NULL,113,376
SEABECK 155,100155,KP,NULL,146,408
LOST HIGHWAY 157,100157,KP,NULL,128,300
HOLLY 158,100158,KP,NULL,33,81
BREMERTON 159,100159,KP,NULL,68,154
SILVERDALE 160,100160,KP,NULL,142,265
MORKEN 161,100161,KP,NULL,158,364
APEX 162,100162,KP,NULL,129,330
ANDERSON CREEK 163,100163,KP,NULL,85,243
EAGLE CREST 164,100164,KP,NULL,136,330
SUTTON 165,100165,KP,NULL,54,208
TRACYTON 170,100170,KP,NULL,81,212
VENA 173,100173,KP,NULL,110,247
FUSON 175,100175,KP,NULL,114,251
PORT ORCHARD 200,100200,KP,NULL,73,131
PORT ORCHARD 201,100201,KP,NULL,105,226
PORT ORCHARD 202,100202,KP,NULL,130,301
PORT ORCHARD 203,100203,KP,NULL,77,123
PORT ORCHARD 204,100204,KP,NULL,104,221
PORT ORCHARD 205,100205,KP,NULL,198,597
PORT ORCHARD 206,100206,KP,NULL,0,0
PORT ORCHARD 207,100207,KP,NULL,121,241
PORT ORCHARD 208,100208,KP,NULL,0,0
PORT ORCHARD 209,100209,KP,NULL,0,0
PORT ORCHARD 210,100210,KP,NULL,67,192
CEDAR 211,100211,KP,NULL,97,264
ANNAPOLIS 212,100212,KP,NULL,133,395
BRASCH 213,100213,KP,NULL,128,304
LAKE HELENA 214,100214,KP,NULL,88,263
PORT ORCHARD 215,100215,KP,NULL,0,0
MINTERBROOK 216,100216,KP,NULL,56,153
SPRING CREEK 217,100217,KP,NULL,72,212
BURLEY 218,100218,KP,NULL,116,308
HUNTER 219,100219,KP,NULL,97,233
ALASKA 221,100221,KP,NULL,159,320
WOODRIDGE 222,100222,KP,NULL,69,163
NEBRASKA 223,100223,KP,NULL,113,270
WHISPERING PINES 227,100227,KP,NULL,121,315
FERNWOOD 230,100230,KP,NULL,117,363
GLENWOOD 232,100232,KP,NULL,126,386
HARPER 240,100240,KP,NULL,90,277
YUKON 241,100241,KP,NULL,75,230
WILSON CREEK 242,100242,KP,NULL,90,268
LONG LAKE 245,100245,KP,NULL,59,219
LOCKER 246,100246,KP,NULL,142,369
EBBERT 247,100247,KP,NULL,112,343
LUNDBERG 250,100250,KP,NULL,128,279
CONVERSE 252,100252,KP,NULL,89,271
MANCHESTER 255,100255,KP,NULL,94,235
EVERGREEN 257,100257,KP,NULL,152,397
WILLOCK 258,100258,KP,NULL,101,248
FRAGARIA 259,100259,KP,NULL,109,251
MULLENIX 260,100260,KP,NULL,132,340
BANDIX 263,100263,KP,NULL,103,346
OLALLA 265,100265,KP,NULL,96,206
CRESCENT VALLEY 266,100266,KP,NULL,109,299
OVERLOOK 267,100267,KP,NULL,84,236
MADRONA 269,100269,KP,NULL,75,226
PARKWOOD 270,100270,KP,NULL,148,304
CONIFER 271,100271,KP,NULL,71,157
SEDGWICK 272,100272,KP,NULL,112,331
SINCLAIR 275,100275,KP,NULL,56,161
SHERMAN HEIGHTS 278,100278,KP,NULL,5,6
BERRY LAKE 279,100279,KP,NULL,91,170
BELFAIR VALLEY 280,100280,KP,NULL,36,106
SUNNYSLOPE 281,100281,KP,NULL,114,227
DICKENSON 282,100282,KP,NULL,91,297
DRIVE-IN 283,100283,KP,NULL,2,9
TWIN LAKES 285,100285,KP,NULL,28,75
LIGHTHOUSE POINT 292,100292,KP,NULL,101,333
BREMERTON 293(*),100293,KP,NULL,0,0
BREMERTON 294,100294,KP,NULL,0,0
WATERMAN 295,100295,KP,NULL,75,197
BREMERTON 296,100296,KP,NULL,0,0
HEINS CREEK 297,100297,KP,NULL,0,0
BLUE HERON 301,100301,KP,NULL,159,425
AZALEA 302,100302,KP,NULL,117,363
WINSLOW 304,100304,KP,NULL,157,508
WING POINT 305,100305,KP,NULL,77,265
BLAKELY 310,100310,KP,NULL,90,272
CRYSTAL SPRINGS 312,100312,KP,NULL,132,438
FINCH 314,100314,KP,NULL,78,226
FERNCLIFF 315,100315,KP,NULL,148,437
EAGLE HARBOR 317,100317,KP,NULL,79,229
FORT WARD 318,100318,KP,NULL,106,334
ISLAND CENTER 320,100320,KP,NULL,94,307
MEADOWMEER 321,100321,KP,NULL,38,134
NEW BROOKLYN 322,100322,KP,NULL,77,198
LIBERTY 325,100325,KP,NULL,93,269
SKIFF POINT 328,100328,KP,NULL,86,271
ROLLING BAY 330,100330,KP,NULL,104,313
LOVGREN 332,100332,KP,NULL,41,201
TOLO 333,100333,KP,NULL,92,280
SEABOLD 335,100335,KP,NULL,121,360
