Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,IS,NULL,19160
C WHIDBEY 01,150,IS,NULL,280
C WHIDBEY 02,151,IS,NULL,547
C WHIDBEY 03,152,IS,NULL,495
COUPEVILLE,153,IS,NULL,502
C WHIDBEY 04,154,IS,NULL,509
C WHIDBEY 05,155,IS,NULL,463
S WHIDBEY 01,160,IS,NULL,551
S WHIDBEY 02,161,IS,NULL,512
S WHIDBEY 03,162,IS,NULL,550
S WHIDBEY 04,163,IS,NULL,458
S WHIDBEY 05,164,IS,NULL,510
S WHIDBEY 06,165,IS,NULL,437
LANGLEY,166,IS,NULL,334
S WHIDBEY 07,167,IS,NULL,460
S WHIDBEY 08,168,IS,NULL,365
S WHIDBEY 09,169,IS,NULL,472
S WHIDBEY 10,170,IS,NULL,459
OAK HARBOR 01,201,IS,NULL,419
OAK HARBOR 02,202,IS,NULL,328
OAK HARBOR 03,203,IS,NULL,415
OAK HARBOR 04,204,IS,NULL,422
OAK HARBOR 05,205,IS,NULL,458
OAK HARBOR 06,206,IS,NULL,392
OAK HARBOR 07,207,IS,NULL,432
OAK HARBOR 08,208,IS,NULL,387
OAK HARBOR 09,209,IS,NULL,108
N WHIDBEY 06,251,IS,NULL,244
N WHIDBEY 07,252,IS,NULL,312
N WHIDBEY 08,253,IS,NULL,256
N WHIDBEY 09,254,IS,NULL,267
N WHIDBEY 10,255,IS,NULL,130
N WHIDBEY 11,256,IS,NULL,77
CAMANO 01,301,IS,NULL,333
CAMANO 02,302,IS,NULL,431
CAMANO 03,303,IS,NULL,423
CAMANO 04,304,IS,NULL,578
CAMANO 05,305,IS,NULL,470
CAMANO 06,306,IS,NULL,452
CAMANO 07,307,IS,NULL,403
CAMANO 08,308,IS,NULL,321
CAMANO 09,309,IS,NULL,434
CAMANO 10,310,IS,NULL,340
CAMANO 11,311,IS,NULL,439
N WHIDBEY 01,351,IS,NULL,443
N WHIDBEY 02,352,IS,NULL,435
N WHIDBEY 03,353,IS,NULL,352
N WHIDBEY 04,354,IS,NULL,507
N WHIDBEY 05,355,IS,NULL,248
