Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,PE,NULL,2786,1948
Camden,1,PE,NULL,135,45
Cusick,2,PE,NULL,70,60
Dalkena,3,PE,NULL,132,152
Diamond Lk East,4,PE,NULL,75,36
Fertile Valley North,5,PE,NULL,104,64
Furport,6,PE,NULL,134,99
Ione East,7,PE,NULL,103,56
Ione West,8,PE,NULL,122,75
Metaline,9,PE,NULL,56,34
Metaline Falls,10,PE,NULL,99,83
Tiger Dry Canyon,11,PE,NULL,176,122
Newport NE,12,PE,NULL,137,98
Newport SE,13,PE,NULL,62,42
Newport NW,14,PE,NULL,111,101
Newport SW,15,PE,NULL,106,62
Noble,16,PE,NULL,175,128
Ruby,17,PE,NULL,14,8
Sacheen,18,PE,NULL,126,123
Usk,19,PE,NULL,118,56
Diamond Lk West,20,PE,NULL,111,71
Deer Valley North,21,PE,NULL,118,99
Locke,22,PE,NULL,28,13
Kalispel Leclerc,23,PE,NULL,93,55
Skookum,24,PE,NULL,38,28
Deer Valley South,25,PE,NULL,43,22
Fertile Valley South,26,PE,NULL,87,76
Diamond Lk,27,PE,NULL,213,140
