Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,CR,NULL,73082,23133
100,100,CR,NULL,374,140
102,102,CR,NULL,291,73
104,104,CR,NULL,379,109
106,106,CR,NULL,308,111
108,108,CR,NULL,356,102
110,110,CR,NULL,380,138
112,112,CR,NULL,32,11
113,113,CR,NULL,180,74
120,120,CR,NULL,421,131
130,130,CR,NULL,377,136
147,147,CR,NULL,302,104
150,150,CR,NULL,200,97
153,153,CR,NULL,224,90
160,160,CR,NULL,250,116
170,170,CR,NULL,270,125
175,175,CR,NULL,249,88
180,180,CR,NULL,265,112
190,190,CR,NULL,388,112
200,200,CR,NULL,380,126
220,220,CR,NULL,269,93
225,225,CR,NULL,546,99
240,240,CR,NULL,483,109
245,245,CR,NULL,394,106
250,250,CR,NULL,407,143
255,255,CR,NULL,366,105
257,257,CR,NULL,376,110
290,290,CR,NULL,358,101
294,294,CR,NULL,257,61
296,296,CR,NULL,262,70
298,298,CR,NULL,240,56
325,325,CR,NULL,280,81
327,327,CR,NULL,405,96
330,330,CR,NULL,374,108
335,335,CR,NULL,302,82
337,337,CR,NULL,310,112
338,338,CR,NULL,342,104
340,340,CR,NULL,352,117
350,350,CR,NULL,292,115
360,360,CR,NULL,387,118
370,370,CR,NULL,262,87
390,390,CR,NULL,431,133
395,395,CR,NULL,105,37
400,400,CR,NULL,206,67
410,410,CR,NULL,422,141
415,415,CR,NULL,262,90
420,420,CR,NULL,371,103
423,423,CR,NULL,276,86
424,424,CR,NULL,411,119
425,425,CR,NULL,279,61
426,426,CR,NULL,498,134
430,430,CR,NULL,233,99
432,432,CR,NULL,258,85
434,434,CR,NULL,267,63
435,435,CR,NULL,288,53
436,436,CR,NULL,194,74
440,440,CR,NULL,369,110
441,441,CR,NULL,346,126
444,444,CR,NULL,466,144
445,445,CR,NULL,481,116
446,446,CR,NULL,336,93
447,447,CR,NULL,492,104
448,448,CR,NULL,468,105
449,449,CR,NULL,503,119
450,450,CR,NULL,454,114
451,451,CR,NULL,349,119
452,452,CR,NULL,353,76
453,453,CR,NULL,364,82
455,455,CR,NULL,265,84
456,456,CR,NULL,498,140
460,460,CR,NULL,523,145
470,470,CR,NULL,486,122
480,480,CR,NULL,483,162
483,483,CR,NULL,542,130
485,485,CR,NULL,256,90
487,487,CR,NULL,161,70
490,490,CR,NULL,253,99
491,491,CR,NULL,30,7
500,500,CR,NULL,375,134
502,502,CR,NULL,337,84
503,503,CR,NULL,267,86
505,505,CR,NULL,422,137
510,510,CR,NULL,244,91
511,511,CR,NULL,18,9
515,515,CR,NULL,434,115
520,520,CR,NULL,198,71
521,521,CR,NULL,8,3
522,522,CR,NULL,123,51
523,523,CR,NULL,6,5
524,524,CR,NULL,39,15
525,525,CR,NULL,229,91
527,527,CR,NULL,299,110
528,528,CR,NULL,341,121
530,530,CR,NULL,153,68
535,535,CR,NULL,435,171
536,536,CR,NULL,212,89
537,537,CR,NULL,128,64
538,538,CR,NULL,161,77
540,540,CR,NULL,373,143
543,543,CR,NULL,362,106
545,545,CR,NULL,248,84
550,550,CR,NULL,465,94
553,553,CR,NULL,367,64
555,555,CR,NULL,412,150
560,560,CR,NULL,362,98
563,563,CR,NULL,389,143
565,565,CR,NULL,304,80
566,566,CR,NULL,235,73
570,570,CR,NULL,342,127
571,571,CR,NULL,348,90
572,572,CR,NULL,451,145
573,573,CR,NULL,429,161
574,574,CR,NULL,19,6
575,575,CR,NULL,97,31
576,576,CR,NULL,2,3
