Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CR,NULL,63562,59862
100,100,CR,NULL,219,471
102,102,CR,NULL,205,275
104,104,CR,NULL,256,387
106,106,CR,NULL,202,345
108,108,CR,NULL,215,378
110,110,CR,NULL,260,431
112,112,CR,NULL,27,32
113,113,CR,NULL,164,150
120,120,CR,NULL,261,466
130,130,CR,NULL,224,428
147,147,CR,NULL,229,268
150,150,CR,NULL,177,194
153,153,CR,NULL,222,194
160,160,CR,NULL,241,214
170,170,CR,NULL,214,277
175,175,CR,NULL,201,213
180,180,CR,NULL,232,233
190,190,CR,NULL,284,387
200,200,CR,NULL,225,393
220,220,CR,NULL,232,203
225,225,CR,NULL,299,504
240,240,CR,NULL,298,439
245,245,CR,NULL,265,389
250,250,CR,NULL,309,383
255,255,CR,NULL,248,326
257,257,CR,NULL,272,326
290,290,CR,NULL,282,304
294,294,CR,NULL,195,184
296,296,CR,NULL,180,233
298,298,CR,NULL,158,203
325,325,CR,NULL,216,232
327,327,CR,NULL,328,311
330,330,CR,NULL,311,287
335,335,CR,NULL,250,216
337,337,CR,NULL,263,283
338,338,CR,NULL,297,278
340,340,CR,NULL,309,284
350,350,CR,NULL,261,234
360,360,CR,NULL,295,323
370,370,CR,NULL,224,211
390,390,CR,NULL,348,345
395,395,CR,NULL,75,122
400,400,CR,NULL,145,195
410,410,CR,NULL,363,354
415,415,CR,NULL,199,239
420,420,CR,NULL,292,292
423,423,CR,NULL,219,222
424,424,CR,NULL,306,359
425,425,CR,NULL,209,233
426,426,CR,NULL,367,405
430,430,CR,NULL,220,201
432,432,CR,NULL,215,244
434,434,CR,NULL,211,241
435,435,CR,NULL,224,209
436,436,CR,NULL,153,187
440,440,CR,NULL,305,317
441,441,CR,NULL,301,297
444,444,CR,NULL,351,422
445,445,CR,NULL,386,378
446,446,CR,NULL,284,305
447,447,CR,NULL,331,434
448,448,CR,NULL,322,434
449,449,CR,NULL,372,427
450,450,CR,NULL,311,432
451,451,CR,NULL,264,327
452,452,CR,NULL,250,311
453,453,CR,NULL,255,303
455,455,CR,NULL,235,210
456,456,CR,NULL,378,445
460,460,CR,NULL,366,454
470,470,CR,NULL,322,471
480,480,CR,NULL,466,369
483,483,CR,NULL,404,440
485,485,CR,NULL,299,166
487,487,CR,NULL,189,103
490,490,CR,NULL,268,227
491,491,CR,NULL,31,20
500,500,CR,NULL,369,318
502,502,CR,NULL,306,251
503,503,CR,NULL,250,215
505,505,CR,NULL,435,299
510,510,CR,NULL,301,147
511,511,CR,NULL,25,10
515,515,CR,NULL,372,344
520,520,CR,NULL,224,134
521,521,CR,NULL,11,3
522,522,CR,NULL,154,77
523,523,CR,NULL,18,3
524,524,CR,NULL,41,39
525,525,CR,NULL,277,148
527,527,CR,NULL,370,172
528,528,CR,NULL,437,184
530,530,CR,NULL,197,92
535,535,CR,NULL,578,239
536,536,CR,NULL,251,128
537,537,CR,NULL,177,73
538,538,CR,NULL,229,92
540,540,CR,NULL,485,231
543,543,CR,NULL,398,234
545,545,CR,NULL,297,143
550,550,CR,NULL,412,347
553,553,CR,NULL,252,317
555,555,CR,NULL,424,295
560,560,CR,NULL,311,309
563,563,CR,NULL,352,297
565,565,CR,NULL,250,256
566,566,CR,NULL,246,155
570,570,CR,NULL,349,255
571,571,CR,NULL,307,263
572,572,CR,NULL,394,355
573,573,CR,NULL,409,337
574,574,CR,NULL,11,18
575,575,CR,NULL,122,62
576,576,CR,NULL,4,4
577,577,CR,NULL,493,313
578,578,CR,NULL,30,31
579,579,CR,NULL,15,9
580,580,CR,NULL,251,167
581,581,CR,NULL,190,106
582,582,CR,NULL,310,164
583,583,CR,NULL,319,175
584,584,CR,NULL,339,190
585,585,CR,NULL,440,277
586,586,CR,NULL,300,200
587,587,CR,NULL,312,187
588,588,CR,NULL,210,142
590,590,CR,NULL,513,302
591,591,CR,NULL,508,336
592,592,CR,NULL,469,316
593,593,CR,NULL,445,235
594,594,CR,NULL,15,7
595(*),595,CR,NULL,0,0
596(*),596,CR,NULL,0,0
597,597,CR,NULL,48,26
598,598,CR,NULL,11,8
600,600,CR,NULL,244,81
603,603,CR,NULL,324,85
605,605,CR,NULL,447,155
606,606,CR,NULL,92,29
610,610,CR,NULL,502,339
613,613,CR,NULL,199,102
615,615,CR,NULL,169,123
617,617,CR,NULL,372,233
618,618,CR,NULL,367,331
620,620,CR,NULL,431,271
624,624,CR,NULL,85,51
625,625,CR,NULL,408,233
626,626,CR,NULL,316,227
627,627,CR,NULL,313,255
628,628,CR,NULL,360,238
629,629,CR,NULL,296,234
630,630,CR,NULL,277,192
631,631,CR,NULL,268,398
632,632,CR,NULL,188,126
633,633,CR,NULL,311,203
634,634,CR,NULL,278,240
635,635,CR,NULL,258,182
636,636,CR,NULL,285,212
638,638,CR,NULL,256,250
639,639,CR,NULL,238,273
640,640,CR,NULL,345,217
641,641,CR,NULL,100,144
642,642,CR,NULL,150,118
643,643,CR,NULL,326,195
644,644,CR,NULL,236,416
645,645,CR,NULL,320,411
646,646,CR,NULL,131,152
647,647,CR,NULL,163,272
648,648,CR,NULL,202,292
649,649,CR,NULL,310,189
650,650,CR,NULL,255,306
651,651,CR,NULL,216,198
652,652,CR,NULL,288,240
653,653,CR,NULL,244,232
654,654,CR,NULL,224,183
655,655,CR,NULL,260,254
656,656,CR,NULL,170,143
658,658,CR,NULL,262,273
659,659,CR,NULL,318,273
660,660,CR,NULL,286,312
662,662,CR,NULL,305,312
663,663,CR,NULL,199,209
664,664,CR,NULL,318,284
667,667,CR,NULL,159,294
668,668,CR,NULL,238,404
669,669,CR,NULL,267,313
670,670,CR,NULL,298,340
672,672,CR,NULL,251,239
673,673,CR,NULL,284,380
674,674,CR,NULL,220,303
675,675,CR,NULL,180,242
677,677,CR,NULL,295,331
678,678,CR,NULL,204,254
679,679,CR,NULL,183,209
680,680,CR,NULL,192,311
681,681,CR,NULL,238,232
682,682,CR,NULL,265,247
683,683,CR,NULL,287,257
685,685,CR,NULL,86,76
686,686,CR,NULL,237,210
687,687,CR,NULL,292,232
688,688,CR,NULL,279,231
689,689,CR,NULL,332,272
690,690,CR,NULL,225,440
691,691,CR,NULL,333,229
692,692,CR,NULL,342,271
693,693,CR,NULL,175,162
694,694,CR,NULL,104,110
695,695,CR,NULL,274,361
696,696,CR,NULL,309,400
697,697,CR,NULL,360,381
698,698,CR,NULL,283,297
699,699,CR,NULL,253,292
700,700,CR,NULL,61,44
710,710,CR,NULL,117,142
720,720,CR,NULL,226,238
900,900,CR,NULL,352,223
903,903,CR,NULL,324,261
905,905,CR,NULL,302,333
910,910,CR,NULL,340,201
912,912,CR,NULL,248,249
913,913,CR,NULL,366,348
914,914,CR,NULL,321,276
917,917,CR,NULL,232,177
920,920,CR,NULL,283,237
925,925,CR,NULL,317,214
930,930,CR,NULL,364,275
935,935,CR,NULL,378,253
940,940,CR,NULL,334,239
947,947,CR,NULL,274,232
950,950,CR,NULL,254,290
951,951,CR,NULL,232,305
953,953,CR,NULL,99,160
957,957,CR,NULL,67,71
958,958,CR,NULL,46,54
959,959,CR,NULL,17,18
960,960,CR,NULL,323,404
961,961,CR,NULL,53,59
962,962,CR,NULL,232,246
963,963,CR,NULL,196,273
964,964,CR,NULL,269,370
965,965,CR,NULL,267,343
966,966,CR,NULL,194,214
967,967,CR,NULL,156,224
968,968,CR,NULL,191,319
969,969,CR,NULL,167,195
985,985,CR,NULL,274,213
