Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,GY,NULL,10315,8643
Taholah 002,2,GY,NULL,84,87
Quinault 004,4,GY,NULL,82,71
Neilton 006,6,GY,NULL,46,29
Pacific Beach 008,8,GY,NULL,92,112
Moclips 010,10,GY,NULL,12,8
Ocean City 012,12,GY,NULL,138,122
Burrows 014,14,GY,NULL,16,17
Wilderness 016,16,GY,NULL,56,49
Humptulips 018,18,GY,NULL,31,21
Axford 020,20,GY,NULL,78,39
Dekay 022,22,GY,NULL,39,37
Hoquiam Rural 024,24,GY,NULL,159,138
Stover 026(*),26,GY,NULL,0,0
North Wishkah 028(*),28,GY,NULL,0,0
Wishkah 030,30,GY,NULL,140,116
Cutoff032,32,GY,NULL,56,40
Coats Landing 034,34,GY,NULL,136,116
Geissler 036,36,GY,NULL,17,28
Aberdeen Lake 038(*),38,GY,NULL,0,0
Reynvaan 040,40,GY,NULL,56,64
Wynoochee 042,42,GY,NULL,3,3
Boundary 044,44,GY,NULL,31,21
Black Creek 046,46,GY,NULL,268,194
Brady 048,48,GY,NULL,228,199
Riviera 050,50,GY,NULL,28,13
Satsop 052,52,GY,NULL,105,62
Calder 056,56,GY,NULL,138,111
Bush 058,58,GY,NULL,288,242
McCleary Rural 060,60,GY,NULL,213,184
Porter 062,62,GY,NULL,108,98
Cedar Creek 064,64,GY,NULL,70,43
Chehalis 066,66,GY,NULL,4,3
Blockhouse 068,68,GY,NULL,147,137
Delezenne 070,70,GY,NULL,182,150
Melbourne 072,72,GY,NULL,153,146
Devonshire 074,74,GY,NULL,136,110
Vesta 076,76,GY,NULL,37,29
Artic 078,78,GY,NULL,35,26
Central Park 080,80,GY,NULL,291,272
Lois Lane 082,82,GY,NULL,66,43
Blue Slough 084,84,GY,NULL,91,99
Sierra 086(*),86,GY,NULL,0,0
Lund 088,88,GY,NULL,44,30
Newskah 090,90,GY,NULL,9,8
Ocosta 092,92,GY,NULL,0,0
Johns River 094,94,GY,NULL,134,130
Grayland 096,96,GY,NULL,183,115
Cohasset 098,98,GY,NULL,104,81
Aberdeen 111,111,GY,NULL,296,236
Aberdeen 121,121,GY,NULL,266,215
Aberdeen 131,131,GY,NULL,351,276
Aberdeen 132,132,GY,NULL,0,0
Aberdeen 141,141,GY,NULL,224,268
Aberdeen 142,142,GY,NULL,226,188
Aberdeen 151,151,GY,NULL,193,123
Aberdeen 161,161,GY,NULL,285,199
Cosmopolis 201,201,GY,NULL,283,224
Elma 301,301,GY,NULL,106,107
Elma 302,302,GY,NULL,271,180
Hoquiam 411,411,GY,NULL,190,144
Hoquiam 421,421,GY,NULL,175,95
Hoquiam 431,431,GY,NULL,180,158
Hoquiam 441,441,GY,NULL,191,164
Hoquiam 451,451,GY,NULL,166,132
Hoquiam 461,461,GY,NULL,150,128
McCleary 501,501,GY,NULL,223,167
Montesano 601,601,GY,NULL,319,341
Montesano 602,602,GY,NULL,304,319
Montesano 603,603,GY,NULL,0,0
Oakville 701,701,GY,NULL,90,72
Ocean Shores 801,801,GY,NULL,302,279
Ocean Shores 802,802,GY,NULL,444,392
Ocean Shores 803,803,GY,NULL,397,336
Westport 901,901,GY,NULL,305,231
