Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,CH,NULL,4406,12900
100,100,CH,NULL,3,3
110,110,CH,NULL,64,171
111,111,CH,NULL,16,53
112,112,CH,NULL,3,14
113,113,CH,NULL,17,32
114,114,CH,NULL,64,213
115,115,CH,NULL,5,23
116,116,CH,NULL,22,97
120,120,CH,NULL,46,150
121,121,CH,NULL,56,138
122,122,CH,NULL,32,77
123,123,CH,NULL,5,18
124,124,CH,NULL,7,37
125,125,CH,NULL,115,307
126,126,CH,NULL,17,41
127,127,CH,NULL,32,61
128,128,CH,NULL,14,29
129,129,CH,NULL,39,129
131,131,CH,NULL,13,32
132,132,CH,NULL,13,13
133,133,CH,NULL,56,199
134,134,CH,NULL,81,317
135,135,CH,NULL,114,276
136(*),136,CH,NULL,0,0
140,140,CH,NULL,39,81
141,141,CH,NULL,2,8
142,142,CH,NULL,11,21
143,143,CH,NULL,5,5
144,144,CH,NULL,5,15
145,145,CH,NULL,7,12
146,146,CH,NULL,15,61
147,147,CH,NULL,80,294
148,148,CH,NULL,49,126
149,149,CH,NULL,45,151
150,150,CH,NULL,15,26
151(*),151,CH,NULL,0,0
152,152,CH,NULL,2,3
153,153,CH,NULL,124,431
154,154,CH,NULL,116,346
155,155,CH,NULL,45,128
156,156,CH,NULL,8,38
157,157,CH,NULL,94,294
158,158,CH,NULL,41,157
159(*),159,CH,NULL,0,0
161,161,CH,NULL,6,18
162,162,CH,NULL,6,21
163,163,CH,NULL,6,16
164,164,CH,NULL,38,119
165,165,CH,NULL,27,72
171,171,CH,NULL,4,6
172(*),172,CH,NULL,0,0
173,173,CH,NULL,4,16
174,174,CH,NULL,72,191
175,175,CH,NULL,134,368
181,181,CH,NULL,92,239
182,182,CH,NULL,95,215
183,183,CH,NULL,38,134
190,190,CH,NULL,13,24
210,210,CH,NULL,75,190
220,220,CH,NULL,94,230
310,310,CH,NULL,59,120
320,320,CH,NULL,53,183
330,330,CH,NULL,60,196
410,410,CH,NULL,68,262
420,420,CH,NULL,90,286
430,430,CH,NULL,111,342
440,440,CH,NULL,119,387
450,450,CH,NULL,115,343
460,460,CH,NULL,123,299
480,480,CH,NULL,126,345
490,490,CH,NULL,168,479
510,510,CH,NULL,77,164
520,520,CH,NULL,131,479
530,530,CH,NULL,111,355
540,540,CH,NULL,81,287
560,560,CH,NULL,114,304
580,580,CH,NULL,75,207
590,590,CH,NULL,92,316
610,610,CH,NULL,71,197
710,710,CH,NULL,67,206
720,720,CH,NULL,92,309
730,730,CH,NULL,150,291
1149,1149,CH,NULL,7,25
1150,1150,CH,NULL,2,4
1151(*),1151,CH,NULL,0,0
