Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,SK,NULL,16251,18363
ALDER,101,SK,NULL,128,91
ALGER,102,SK,NULL,119,144
ALLEN,103,SK,NULL,93,86
DUNBAR,104,SK,NULL,46,36
AVON,105,SK,NULL,165,164
SAUK,107,SK,NULL,193,188
BAY VIEW,108,SK,NULL,124,212
BELFAST,109,SK,NULL,120,92
BIG LAKE,110,SK,NULL,233,280
BIRDSVIEW,111,SK,NULL,213,190
BOW,113,SK,NULL,200,302
CASCADE,114,SK,NULL,42,35
CEDARDALE,115,SK,NULL,58,74
CLEAR LAKE,116,SK,NULL,197,177
COUNTRY CLUB,117,SK,NULL,82,77
CONWAY,118,SK,NULL,72,96
DEWEY,119,SK,NULL,303,364
DIGBY,120,SK,NULL,25,12
DODGE VALLEY,121,SK,NULL,63,99
EDISON,122,SK,NULL,113,132
FIR,124,SK,NULL,65,96
FRUITDALE,125,SK,NULL,105,74
GEAR,126,SK,NULL,224,192
GUEMES,127,SK,NULL,125,192
HAMBURG,128,SK,NULL,60,104
HARMONY,129,SK,NULL,95,132
LAKE SIXTEEN,130,SK,NULL,86,102
LOOKOUT,132,SK,NULL,222,233
MANSFORD,133,SK,NULL,40,27
MAPES,134,SK,NULL,66,65
MARCH POINT,135,SK,NULL,22,6
MCMURRAY WEST,136,SK,NULL,87,96
MCRAE,137,SK,NULL,276,298
MCMURRAY EAST,138,SK,NULL,39,50
MINKLER,139,SK,NULL,147,126
MONTBORNE,140,SK,NULL,214,285
NOOKACHAMPS,141,SK,NULL,91,123
SKYRIDGE,144,SK,NULL,165,189
PRAIRIE,145,SK,NULL,207,191
POINT WILLIAMS,146,SK,NULL,120,179
RIDGEWAY,147,SK,NULL,118,140
ROCKPORT,148,SK,NULL,166,158
SHELTER BAY,149,SK,NULL,281,170
SNEE OOSH,150,SK,NULL,129,193
STERLING,151,SK,NULL,63,53
SWINOMISH,153,SK,NULL,235,172
TINGLEY,154,SK,NULL,123,96
VAN FLEET,155,SK,NULL,175,153
VEDERE,156,SK,NULL,104,153
WHITNEY,157,SK,NULL,54,91
ROSARIO,158,SK,NULL,220,348
TERRACE,159,SK,NULL,258,336
STARBIRD,160,SK,NULL,172,173
FIDALGO,164,SK,NULL,225,269
GAGES,165,SK,NULL,47,46
SAMISH,166,SK,NULL,131,143
COLLINS,167,SK,NULL,125,103
BLANCHARD,168,SK,NULL,165,255
VIEW TERRACE(*),170,SK,NULL,0,0
LAKE CAVANAUGH,171,SK,NULL,66,59
LITTLE MOUNTAIN,172,SK,NULL,84,110
RIVERBEND,173,SK,NULL,12,6
PADILLA,174,SK,NULL,36,61
FREDONIA,176,SK,NULL,34,38
ANACORTES  1,201,SK,NULL,136,191
ANACORTES  4,204,SK,NULL,125,134
ANACORTES 5,205,SK,NULL,5,6
ANACORTES  6,206,SK,NULL,138,223
ANACORTES  7,207,SK,NULL,285,445
ANACORTES  9,209,SK,NULL,172,245
ANACORTES 11,211,SK,NULL,233,279
ANACORTES 17,217,SK,NULL,263,410
ANACORTES 20,220,SK,NULL,264,373
ANACORTES 21,221,SK,NULL,325,483
ANACORTES 22,222,SK,NULL,244,307
ANACORTES 24,224,SK,NULL,366,528
MOUNT VERNON  1,301,SK,NULL,80,67
MOUNT VERNON  2,302,SK,NULL,84,84
MOUNT VERNON  3,303,SK,NULL,158,173
MOUNT VERNON  4,304,SK,NULL,260,250
MOUNT VERNON  5,305,SK,NULL,56,47
MOUNT VERNON  6,306,SK,NULL,118,165
MOUNT VERNON  7,307,SK,NULL,143,240
MOUNT VERNON  8,308,SK,NULL,311,316
MOUNT VERNON  9,309,SK,NULL,84,103
MOUNT VERNON 10,310,SK,NULL,111,85
MOUNT VERNON 11,311,SK,NULL,156,200
MOUNT VERNON 12,312,SK,NULL,88,76
MOUNT VERNON 14,314,SK,NULL,229,235
MOUNT VERNON 15,315,SK,NULL,128,109
MOUNT VERNON 16,316,SK,NULL,212,307
MOUNT VERNON 19,319,SK,NULL,187,238
MOUNT VERNON 21,321,SK,NULL,323,285
MOUNT VERNON 22,322,SK,NULL,280,400
MOUNT VERNON 27,327,SK,NULL,61,55
MOUNT VERNON 30,330,SK,NULL,198,232
SEDRO WOOLLEY  1,401,SK,NULL,205,163
SEDRO WOOLLEY  2,402,SK,NULL,217,192
SEDRO WOOLLEY  3,403,SK,NULL,137,141
SEDRO WOOLLEY  4,404,SK,NULL,216,166
SEDRO WOOLLEY  5,405,SK,NULL,271,240
SEDRO WOOLLEY  6,406,SK,NULL,195,161
SEDRO WOOLLEY  7(*),407,SK,NULL,0,0
BURLINGTON 1,501,SK,NULL,87,95
BURLINGTON 2,502,SK,NULL,106,99
BURLINGTON 3,503,SK,NULL,41,42
BURLINGTON 4,504,SK,NULL,145,142
BURLINGTON 5,505,SK,NULL,174,191
BURLINGTON 6,506,SK,NULL,104,84
BURLINGTON 7,507,SK,NULL,116,103
CONCRETE,601,SK,NULL,92,56
HAMILTON,701,SK,NULL,29,26
LA CONNER,801,SK,NULL,166,190
LYMAN,855,SK,NULL,55,40
