Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,OK,NULL,7171
ALMA,1,OK,NULL,26
ANGLIN,2,OK,NULL,49
BEEMAN,3,OK,NULL,45
BODIE,4,OK,NULL,11
BONAPARTE,5,OK,NULL,18
BOSTON,6,OK,NULL,55
BREWSTER RURAL,7,OK,NULL,39
CARLTON,8,OK,NULL,27
CHESAW,9,OK,NULL,24
CONCONULLY RURAL,10,OK,NULL,27
DUCK LAKE,11,OK,NULL,18
DULEY LAKE,12,OK,NULL,23
EASTLAKE,13,OK,NULL,22
EASTSIDE,14,OK,NULL,50
ELLISFORDE,15,OK,NULL,41
ELMERTON,16,OK,NULL,65
ELMWAY,17,OK,NULL,23
HAVILLAH,18,OK,NULL,43
LOOMIS,19,OK,NULL,28
MALOTT,20,OK,NULL,56
MAZAMA,21,OK,NULL,64
METHOW,22,OK,NULL,46
MISSION,23,OK,NULL,23
MOLSON,24,OK,NULL,46
MONSE #1,25,OK,NULL,43
NESPELEM RURAL,27,OK,NULL,22
NIGHTHAWK,28,OK,NULL,15
NORTH OMAK,29,OK,NULL,18
PATEROS RURAL,30,OK,NULL,31
PINE CREEK,31,OK,NULL,23
POGUE,32,OK,NULL,47
RIVERSIDE RURAL,33,OK,NULL,58
SAN POIL,34,OK,NULL,54
SOUTH OROVILLE,35,OK,NULL,44
SPRING COULEE,36,OK,NULL,38
TONASKET RURAL,37,OK,NULL,24
TUNK CREEK,38,OK,NULL,52
TWISP RURAL,39,OK,NULL,43
WOLF CREEK,40,OK,NULL,46
WAUCONDA,41,OK,NULL,35
WESTLAKE,42,OK,NULL,20
WHITESTONE,43,OK,NULL,15
WINTHROP RURAL,44,OK,NULL,64
CHILIWIST,45,OK,NULL,29
MONSE #3,46,OK,NULL,24
OKANOGAN RURAL,47,OK,NULL,21
AENEAS,48,OK,NULL,31
COLUMBIA,49,OK,NULL,20
CRUMBACHER,50,OK,NULL,41
DISAUTEL,51,OK,NULL,18
HUDSON,52,OK,NULL,17
KIPLING,53,OK,NULL,17
ORCHARD,54,OK,NULL,23
TORODA,55,OK,NULL,45
BEAVER CREEK,56,OK,NULL,27
BLACK CANYON,57,OK,NULL,27
BUFFALO LAKE,58,OK,NULL,20
COPPLE,59,OK,NULL,29
EDELWEISS,60,OK,NULL,56
ENGH,61,OK,NULL,47
FINLEY CANYON,62,OK,NULL,46
JANIS,63,OK,NULL,24
LEESE,64,OK,NULL,14
LIBBY CREEK,65,OK,NULL,48
MCGINNIS LAKE,66,OK,NULL,10
NORTH STAR,67,OK,NULL,11
OWHI,68,OK,NULL,24
PALMER LAKE,69,OK,NULL,35
PINE CONE,70,OK,NULL,21
POORMAN CREEK,71,OK,NULL,62
SAND FLAT,72,OK,NULL,51
SOURDOUGH,74,OK,NULL,45
TWIN LAKES,75,OK,NULL,60
VALLEY,76,OK,NULL,32
WANNACUT,77,OK,NULL,51
WEST CHEWUCH,78,OK,NULL,47
CANAL,79,OK,NULL,30
AIRPORT,81,OK,NULL,46
BALKY HILL,82,OK,NULL,38
BRIDGE CREEK,83,OK,NULL,32
CROSSROADS,84,OK,NULL,28
DAVIS LAKE,85,OK,NULL,48
GREENACRES,86,OK,NULL,19
JOHNSON CREEK,87,OK,NULL,39
LEWIS BUTTE,88,OK,NULL,60
LIME BELT,89,OK,NULL,18
MCCLURE MTN,90,OK,NULL,51
MOCCASIN LAKE,91,OK,NULL,54
NORTH MALOTT,92,OK,NULL,42
PATTERSON LAKE,93,OK,NULL,64
PEARRYGIN LAKE,94,OK,NULL,37
BOUNDARY,95,OK,NULL,36
BUCKHORN MTN,96,OK,NULL,41
EDER,97,OK,NULL,30
HORSESHOE LAKE,98,OK,NULL,30
LAKE ANDREWS,99,OK,NULL,36
MYERS CREEK,100,OK,NULL,17
COULEE DAM #1,101,OK,NULL,58
COULEE DAM #2,102,OK,NULL,39
COULEE DAM #3,103,OK,NULL,29
NESPELEM CITY,104,OK,NULL,16
OKANOGAN #1,105,OK,NULL,22
OKANOGAN #2,106,OK,NULL,42
OKANOGAN #3,107,OK,NULL,16
OKANOGAN #4,108,OK,NULL,38
OMAK #1,109,OK,NULL,18
OMAK #2,110,OK,NULL,29
OMAK #3,111,OK,NULL,15
OMAK #4,112,OK,NULL,27
OMAK #5,113,OK,NULL,37
OMAK #6,114,OK,NULL,28
OMAK #7,115,OK,NULL,33
OMAK #8,116,OK,NULL,17
OMAK #9,117,OK,NULL,50
OROVILLE #1,118,OK,NULL,28
OROVILLE #2,119,OK,NULL,23
OROVILLE #3,120,OK,NULL,22
TONASKET #1,121,OK,NULL,25
TONASKET #2,122,OK,NULL,34
TONASKET #3,123,OK,NULL,15
BREWSTER #1,124,OK,NULL,18
BREWSTER #2,125,OK,NULL,42
PATEROS #1,126,OK,NULL,31
PATEROS #2,127,OK,NULL,28
TWISP #1,128,OK,NULL,67
TWISP #2,129,OK,NULL,40
WINTHROP #1,130,OK,NULL,67
CONCONULLY CITY,131,OK,NULL,60
COULEE DAM #4,132,OK,NULL,34
ELMER CITY,133,OK,NULL,66
RIVERSIDE CITY,134,OK,NULL,50
TWISP #3,135,OK,NULL,45
TWISP #4,136,OK,NULL,20
WINTHROP #2,137,OK,NULL,48
SHORELINE,138,OK,NULL,21
SIMILKAMEEN,139,OK,NULL,23
TEAL LAKE,140,OK,NULL,27
TONASKET CREEK,141,OK,NULL,17
OROVILLE #4,142,OK,NULL,33
OROVILLE #5,143,OK,NULL,37
OROVILLE #6,144,OK,NULL,20
OROVILLE #7,145,OK,NULL,26
OROVILLE #8,146,OK,NULL,21
OROVILLE #9,147,OK,NULL,23
OROVILLE #10,148,OK,NULL,35
JENNINGS LOOP,149,OK,NULL,19
BLUE LAKE,150,OK,NULL,42
AENEAS CREEK,151,OK,NULL,29
AENEAS LAKE,152,OK,NULL,31
ANTOINE CREEK,153,OK,NULL,18
ANTOINE PEAK,154,OK,NULL,16
CAPE LABELLE,155,OK,NULL,23
CAYUSE MTN,156,OK,NULL,16
CHEWILIKEN,157,OK,NULL,18
DUFFYS MTN,158,OK,NULL,20
FRONTAGE,159,OK,NULL,11
GUSTY RIDGE,160,OK,NULL,23
LONGANECKER,161,OK,NULL,24
NORTH TONASKET,162,OK,NULL,46
PICKENS MTN,163,OK,NULL,25
RANCHES,164,OK,NULL,16
SIWASH CREEK,165,OK,NULL,38
SPECTACLE LAKE,166,OK,NULL,30
HIGHWAY,167,OK,NULL,16
WHISKY MTN,168,OK,NULL,8
YARNELL,169,OK,NULL,25
TONASKET #4,170,OK,NULL,27
TONASKET #5,171,OK,NULL,26
TONASKET #6,172,OK,NULL,20
TONASKET #7,173,OK,NULL,33
LEECHER MTN,174,OK,NULL,48
ALTA LAKE,175,OK,NULL,29
STARR,176,OK,NULL,18
PATEROS #3,177,OK,NULL,13
RAT LAKE,178,OK,NULL,23
BREWSTER FLAT,179,OK,NULL,34
BREWSTER #3,180,OK,NULL,26
BREWSTER #4,181,OK,NULL,15
BREWSTER #5,182,OK,NULL,19
BREWSTER #6,183,OK,NULL,16
PIONEER,184,OK,NULL,30
COLEMAN BUTTE,185,OK,NULL,37
ASTON,186,OK,NULL,22
WEST RIVER,187,OK,NULL,17
OMAK RIVER,188,OK,NULL,32
CHEROKEE,189,OK,NULL,40
NICHOLS,190,OK,NULL,18
LONE PINE,191,OK,NULL,28
OMAK MTN,192,OK,NULL,17
OMAK LAKE,193,OK,NULL,24
FIKER,194,OK,NULL,28
ROSS CANYON,195,OK,NULL,35
HENDRICK,196,OK,NULL,50
DIXON,197,OK,NULL,35
KERMEL,198,OK,NULL,41
GLOVER,199,OK,NULL,40
FLETCHER,200,OK,NULL,32
MOCK,201,OK,NULL,34
OMAK #10,202,OK,NULL,29
OMAK #11,203,OK,NULL,40
OMAK #12,204,OK,NULL,38
OMAK #13,205,OK,NULL,30
OMAK #14,206,OK,NULL,29
OMAK #15,207,OK,NULL,34
OMAK #16,208,OK,NULL,25
OMAK #17,209,OK,NULL,49
OMAK #18,210,OK,NULL,29
OMAK #19,211,OK,NULL,24
OMAK #20,212,OK,NULL,37
OMAK #21,213,OK,NULL,23
OMAK #22,214,OK,NULL,38
OMAK #23,215,OK,NULL,20
OMAK #24,216,OK,NULL,33
OKANOGAN #5,217,OK,NULL,37
OKANOGAN #6,218,OK,NULL,31
OKANOGAN #7,219,OK,NULL,16
OKANOGAN #8,220,OK,NULL,32
OKANOGAN #9,221,OK,NULL,28
OKANOGAN #10,222,OK,NULL,33
OKANOGAN #11,223,OK,NULL,32
OKANOGAN #12,224,OK,NULL,19
OKANOGAN #13,225,OK,NULL,17
AVIATION,226,OK,NULL,18
SUNSET LAKES,236,OK,NULL,12
FLATS,237,OK,NULL,27
