Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
SEABECK 155,100155,KP,NULL,405,154
LOST HIGHWAY 157,100157,KP,NULL,275,148
HOLLY 158,100158,KP,NULL,74,40
BREMERTON 159,100159,KP,NULL,175,44
SILVERDALE 160,100160,KP,NULL,296,111
MORKEN 161,100161,KP,NULL,398,133
APEX 162,100162,KP,NULL,366,94
ANDERSON CREEK 163,100163,KP,NULL,254,80
EAGLE CREST 164,100164,KP,NULL,378,94
SUTTON 165,100165,KP,NULL,206,60
TRACYTON 170,100170,KP,NULL,206,83
VENA 173,100173,KP,NULL,271,91
FUSON 175,100175,KP,NULL,253,108
PORT ORCHARD 200,100200,KP,NULL,148,57
PORT ORCHARD 201,100201,KP,NULL,230,98
PORT ORCHARD 202,100202,KP,NULL,309,123
PORT ORCHARD 203,100203,KP,NULL,141,56
PORT ORCHARD 204,100204,KP,NULL,239,90
PORT ORCHARD 205,100205,KP,NULL,667,135
PORT ORCHARD 206,100206,KP,NULL,0,0
PORT ORCHARD 207,100207,KP,NULL,281,82
PORT ORCHARD 208,100208,KP,NULL,0,0
PORT ORCHARD 209,100209,KP,NULL,0,0
PORT ORCHARD 210,100210,KP,NULL,188,74
CEDAR 211,100211,KP,NULL,276,96
ANNAPOLIS 212,100212,KP,NULL,363,168
BRASCH 213,100213,KP,NULL,312,116
LAKE HELENA 214,100214,KP,NULL,232,118
PORT ORCHARD 215,100215,KP,NULL,0,0
MINTERBROOK 216,100216,KP,NULL,135,70
SPRING CREEK 217,100217,KP,NULL,216,61
BURLEY 218,100218,KP,NULL,306,118
HUNTER 219,100219,KP,NULL,217,115
ALASKA 221,100221,KP,NULL,366,118
WOODRIDGE 222,100222,KP,NULL,157,73
NEBRASKA 223,100223,KP,NULL,280,107
WHISPERING PINES 227,100227,KP,NULL,285,145
FERNWOOD 230,100230,KP,NULL,349,128
GLENWOOD 232,100232,KP,NULL,366,135
HARPER 240,100240,KP,NULL,272,92
YUKON 241,100241,KP,NULL,207,89
WILSON CREEK 242,100242,KP,NULL,272,80
LONG LAKE 245,100245,KP,NULL,223,59
LOCKER 246,100246,KP,NULL,345,160
EBBERT 247,100247,KP,NULL,312,147
LUNDBERG 250,100250,KP,NULL,292,120
CONVERSE 252,100252,KP,NULL,238,121
MANCHESTER 255,100255,KP,NULL,264,63
EVERGREEN 257,100257,KP,NULL,416,143
WILLOCK 258,100258,KP,NULL,251,108
FRAGARIA 259,100259,KP,NULL,272,96
MULLENIX 260,100260,KP,NULL,336,132
BANDIX 263,100263,KP,NULL,288,158
OLALLA 265,100265,KP,NULL,218,85
CRESCENT VALLEY 266,100266,KP,NULL,278,129
OVERLOOK 267,100267,KP,NULL,233,88
MADRONA 269,100269,KP,NULL,229,75
PARKWOOD 270,100270,KP,NULL,337,124
CONIFER 271,100271,KP,NULL,168,64
SEDGWICK 272,100272,KP,NULL,311,138
SINCLAIR 275,100275,KP,NULL,140,75
SHERMAN HEIGHTS 278,100278,KP,NULL,11,2
BERRY LAKE 279,100279,KP,NULL,183,75
BELFAIR VALLEY 280,100280,KP,NULL,100,46
SUNNYSLOPE 281,100281,KP,NULL,239,102
DICKENSON 282,100282,KP,NULL,298,102
DRIVE-IN 283,100283,KP,NULL,6,5
TWIN LAKES 285,100285,KP,NULL,78,27
LIGHTHOUSE POINT 292,100292,KP,NULL,344,93
BREMERTON 293(*),100293,KP,NULL,0,0
BREMERTON 294,100294,KP,NULL,0,0
WATERMAN 295,100295,KP,NULL,204,72
BREMERTON 296,100296,KP,NULL,0,0
HEINS CREEK 297,100297,KP,NULL,0,0
BLUE HERON 301,100301,KP,NULL,509,87
AZALEA 302,100302,KP,NULL,439,56
WINSLOW 304,100304,KP,NULL,569,108
WING POINT 305,100305,KP,NULL,303,45
BLAKELY 310,100310,KP,NULL,309,49
CRYSTAL SPRINGS 312,100312,KP,NULL,502,68
FINCH 314,100314,KP,NULL,265,42
FERNCLIFF 315,100315,KP,NULL,515,79
EAGLE HARBOR 317,100317,KP,NULL,263,41
FORT WARD 318,100318,KP,NULL,383,54
ISLAND CENTER 320,100320,KP,NULL,344,54
MEADOWMEER 321,100321,KP,NULL,157,20
NEW BROOKLYN 322,100322,KP,NULL,227,51
LIBERTY 325,100325,KP,NULL,313,51
SKIFF POINT 328,100328,KP,NULL,303,58
ROLLING BAY 330,100330,KP,NULL,348,59
LOVGREN 332,100332,KP,NULL,215,29
TOLO 333,100333,KP,NULL,326,54
SEABOLD 335,100335,KP,NULL,403,75
MANZANITA 336,100336,KP,NULL,239,51
PORT MADISON 340,100340,KP,NULL,259,48
TORVANGER 345,100345,KP,NULL,426,67
POULSBO 401,100401,KP,NULL,407,126
POULSBO 403,100403,KP,NULL,287,75
POULSBO 404,100404,KP,NULL,376,84
POULSBO 405,100405,KP,NULL,360,64
POULSBO 406,100406,KP,NULL,388,107
POULSBO 407,100407,KP,NULL,258,74
BREIDABLIK 410,100410,KP,NULL,327,89
VINLAND 412,100412,KP,NULL,378,100
BELLA VISTA 413,100413,KP,NULL,242,83
HANSVILLE 415,100415,KP,NULL,202,56
POINT NO POINT 416,100416,KP,NULL,472,130
TWIN SPITS 417,100417,KP,NULL,381,76
S&#39;KLALLAM 418,100418,KP,NULL,28,4
POINT JEFFERSON 419,100419,KP,NULL,239,89
INDIANOLA 420,100420,KP,NULL,430,110
ORCA 421,100421,KP,NULL,212,80
APPLE TREE 422,100422,KP,NULL,367,95
HIGHLAND 423,100423,KP,NULL,192,56
KEYPORT 425,100425,KP,NULL,341,131
EVERGREEN RIDGE 426,100426,KP,NULL,124,33
ISLAND LAKE 427,100427,KP,NULL,266,112
KINGSTON 430,100430,KP,NULL,457,149
LEMOLO 435,100435,KP,NULL,260,82
LINCOLN 440,100440,KP,NULL,275,88
BIG VALLEY 441,100441,KP,NULL,224,86
LOFALL 442,100442,KP,NULL,421,142
PEARSON 445,100445,KP,NULL,396,144
PORT GAMBLE 450,100450,KP,NULL,315,89
STRIEBEL 453,100453,KP,NULL,312,91
GAMBLEWOOD 454,100454,KP,NULL,194,83
SCANDIA 455,100455,KP,NULL,289,103
MILLER BAY 458,100458,KP,NULL,372,110
SUQUAMISH 460,100460,KP,NULL,240,79
AUGUSTA 461,100461,KP,NULL,186,56
TOTTEN 463,100463,KP,NULL,260,68
SANDY HOOK 464,100464,KP,NULL,219,74
