Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,KI,NULL,50620,16117
Total,-1,KI,NULL,50620,16117
BREMERTON 001,100001,KP,NULL,154,52
BREMERTON 002,100002,KP,NULL,109,52
BREMERTON 003,100003,KP,NULL,241,101
BREMERTON 005,100005,KP,NULL,177,59
BREMERTON 006,100006,KP,NULL,156,62
BREMERTON 007,100007,KP,NULL,6,2
BREMERTON 012,100012,KP,NULL,66,19
BREMERTON 013,100013,KP,NULL,223,108
BREMERTON 015,100015,KP,NULL,278,108
BREMERTON 016,100016,KP,NULL,67,17
BREMERTON 022,100022,KP,NULL,175,86
BREMERTON 029,100029,KP,NULL,235,81
BREMERTON 030,100030,KP,NULL,259,66
BREMERTON 031,100031,KP,NULL,132,45
BREMERTON 032,100032,KP,NULL,42,13
BREMERTON 037,100037,KP,NULL,372,115
BREMERTON 040,100040,KP,NULL,255,82
BREMERTON 041,100041,KP,NULL,221,82
BREMERTON 046,100046,KP,NULL,249,95
BREMERTON 051,100051,KP,NULL,16,24
BREMERTON 052,100052,KP,NULL,187,56
BREMERTON 053,100053,KP,NULL,358,124
BREMERTON 054,100054,KP,NULL,178,46
BREMERTON 056,100056,KP,NULL,236,87
BREMERTON 058,100058,KP,NULL,293,63
ILLAHEE 065,100065,KP,NULL,350,107
SYLVAN 066,100066,KP,NULL,285,105
RAINIER 067,100067,KP,NULL,323,109
PERRY 073,100073,KP,NULL,170,60
UELAND 082,100082,KP,NULL,0,0
ROCKY POINT 083,100083,KP,NULL,381,134
RIDGEWAY 084,100084,KP,NULL,78,29
KITSAP LAKE 085(*),100085,KP,NULL,0,0
POWERLINE 086(*),100086,KP,NULL,0,0
BAYVIEW 087,100087,KP,NULL,87,28
BREMERTON 088,100088,KP,NULL,44,20
MARION 090,100090,KP,NULL,53,21
NAVY YARD CITY 095,100095,KP,NULL,262,112
OLYMPIC 099,100099,KP,NULL,39,11
TRIDENT 101,100101,KP,NULL,59,29
FRONTIER 102,100102,KP,NULL,355,106
OLYMPIC VIEW 103,100103,KP,NULL,245,83
BROWNSVILLE 105,100105,KP,NULL,430,108
OLD FRONTIER 106,100106,KP,NULL,329,148
BREMERTON 107,100107,KP,NULL,0,0
BREMERTON 109,100109,KP,NULL,22,11
CHARLAND 110,100110,KP,NULL,214,89
ALPINE 111,100111,KP,NULL,249,79
HERITAGE PARK 112,100112,KP,NULL,220,77
COUNTRY CLUB 113,100113,KP,NULL,172,66
BREMERTON 114,100114,KP,NULL,0,0
CLEAR CREEK 120,100120,KP,NULL,282,86
BUCKLIN 121,100121,KP,NULL,341,88
LUOTO 122,100122,KP,NULL,173,51
COTTONWOOD 125,100125,KP,NULL,264,92
FOREST RIDGE 126,100126,KP,NULL,178,63
WOODMERE 127,100127,KP,NULL,340,128
CENTRAL VALLEY 128,100128,KP,NULL,357,103
WINSTON 129,100129,KP,NULL,124,40
ERLANDS POINT 130,100130,KP,NULL,185,91
REGAL 131,100131,KP,NULL,90,27
FAIRVIEW 135,100135,KP,NULL,187,62
FIRGLADE 137,100137,KP,NULL,200,67
TIBARDIS 139,100139,KP,NULL,141,49
GILBERTON 140,100140,KP,NULL,257,73
RIDGEPOINT 141,100141,KP,NULL,228,70
UNIVERSITY POINT 142,100142,KP,NULL,231,57
KARIOTIS 143,100143,KP,NULL,321,93
CAMBRIDGE 144,100144,KP,NULL,179,81
SPINNAKER 146,100146,KP,NULL,213,69
BARKER CREEK 147,100147,KP,NULL,357,114
SANTA FE 148,100148,KP,NULL,262,82
RIDGETOP 149,100149,KP,NULL,229,78
MEADOWDALE 150,100150,KP,NULL,224,83
SYMINGTON 151,100151,KP,NULL,150,71
PIONEER 152,100152,KP,NULL,368,135
LARSON 153,100153,KP,NULL,366,122
