Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,WT,NULL,4904,5634
TEKOA IN,31,WT,NULL,130,97
OAKESDALE IN,32,WT,NULL,104,78
FARMINGTON IN,33,WT,NULL,47,31
GARFIELD IN,34,WT,NULL,114,91
COLTON IN,35,WT,NULL,84,90
UNIONTOWN IN,36,WT,NULL,52,54
ALBION IN,37,WT,NULL,90,84
LACROSSE IN,42,WT,NULL,82,59
ENDICOTT IN,43,WT,NULL,80,41
LAMONT IN,44,WT,NULL,14,8
ST JOHN IN,45,WT,NULL,125,95
MALDEN IN,46,WT,NULL,41,16
ROSALIA IN,47,WT,NULL,116,101
TEKOA 101,101,WT,NULL,30,27
OAKESDALE 102,102,WT,NULL,56,44
FARMINGTON 103,103,WT,NULL,22,12
STEPTOE 104,104,WT,NULL,71,41
GARFIELD 105,105,WT,NULL,50,57
PALOUSE RURAL 106,106,WT,NULL,90,110
PALOUSE 107,107,WT,NULL,199,162
COLTON 108,108,WT,NULL,53,51
UNIONTOWN 109,109,WT,NULL,32,29
PULLMAN RURAL 110,110,WT,NULL,191,237
PULLMAN RURAL 111,111,WT,NULL,55,75
ALBION 112,112,WT,NULL,31,77
PULLMAN CITY 113,113,WT,NULL,61,122
PULLMAN CITY 114,114,WT,NULL,13,25
PULLMAN CITY 115(*),115,WT,NULL,0,0
PULLMAN CITY 116,116,WT,NULL,212,290
PULLMAN CITY 117,117,WT,NULL,56,112
PULLMAN CITY 118,118,WT,NULL,116,235
PULLMAN CITY 119,119,WT,NULL,106,189
PULLMAN CITY 120,120,WT,NULL,261,454
PULLMAN CITY 121,121,WT,NULL,85,110
PULLMAN CITY 122,122,WT,NULL,53,105
PULLMAN CITY 123,123,WT,NULL,110,185
PULLMAN CITY 124,124,WT,NULL,14,23
PULLMAN CITY 125,125,WT,NULL,15,10
PULLMAN CITY 126,126,WT,NULL,8,23
PULLMAN CITY 127,127,WT,NULL,21,25
PULLMAN CITY 128,128,WT,NULL,35,37
PULLMAN CITY 129,129,WT,NULL,34,61
PULLMAN CITY 130,130,WT,NULL,30,60
PULLMAN CITY 131(*),131,WT,NULL,0,0
PULLMAN CITY 132,132,WT,NULL,0,0
PULLMAN CITY 133(*),133,WT,NULL,0,0
PULLMAN CITY 134,134,WT,NULL,17,20
PULLMAN CITY 135,135,WT,NULL,101,187
COLFAX RURAL 136,136,WT,NULL,82,76
COLFAX RURAL 137,137,WT,NULL,129,130
WILCOX 138,138,WT,NULL,71,60
COLFAX CITY 139,139,WT,NULL,134,108
COLFAX CITY 140,140,WT,NULL,124,102
COLFAX CITY 141,141,WT,NULL,111,73
COLFAX CITY 142,142,WT,NULL,176,152
DUSTY 143,143,WT,NULL,30,21
HAY 144,144,WT,NULL,14,12
HOOPER 145,145,WT,NULL,13,2
LACROSSE 146,146,WT,NULL,46,33
ENDICOTT 147,147,WT,NULL,65,47
LAMONT 148,148,WT,NULL,24,22
ST JOHN 149,149,WT,NULL,136,85
MALDEN 150,150,WT,NULL,6,2
ROSALIA 151,151,WT,NULL,44,34
THORNTON 152,152,WT,NULL,34,24
PULLMAN 218,218,WT,NULL,145,255
PULLMAN 228,228,WT,NULL,14,19
PULLMAN 234,234,WT,NULL,31,50
PULLMAN 235,235,WT,NULL,165,273
