Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,AD,NULL,635,1991
Ritzville Ward #1,111,AD,NULL,18,65
Ritzville Ward #2,112,AD,NULL,20,54
Ritzville Ward #3,113,AD,NULL,32,88
Ritzville Ward #4,114,AD,NULL,22,78
Ritzville Ward #5,115,AD,NULL,25,70
Ritzville Rural NW,121,AD,NULL,14,87
Ritzville Rural SE,122,AD,NULL,22,74
Batum,123,AD,NULL,9,45
Benge,211,AD,NULL,4,9
Washtucna City #1,212,AD,NULL,24,59
Washtucna Rural,221,AD,NULL,6,34
Ralston,222,AD,NULL,6,22
Lind #1,311,AD,NULL,38,102
Hatton City(*),313,AD,NULL,0,0
Lind Rural,321,AD,NULL,15,36
Fairview,322,AD,NULL,3,21
Schrag,323,AD,NULL,7,22
Hatton Rural,324,AD,NULL,5,19
Cunningham(*),325,AD,NULL,0,0
Othello City #1,411,AD,NULL,6,13
Othello City #2,412,AD,NULL,38,131
Othello City #3,413,AD,NULL,47,108
Othello City #4,414,AD,NULL,43,124
Othello City #5,415,AD,NULL,36,116
Othello City #6,416,AD,NULL,17,73
Othello Rural #1,511,AD,NULL,19,52
Othello Rural #2,512,AD,NULL,15,74
Othello Rural #3,513,AD,NULL,37,140
Othello Rural #4,514,AD,NULL,36,90
Othello Rural #5,515,AD,NULL,30,57
Othello Rural #6,516,AD,NULL,39,108
