Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,TH,NULL,52512
Cougar Mountain,28,TH,NULL,52
Clear Lake,30,TH,NULL,344
Lackamas,31,TH,NULL,90
Morris,32,TH,NULL,233
Evergreen Ballroom,33,TH,NULL,284
Trails End,34,TH,NULL,400
Kaiser,35,TH,NULL,115
Rich,36,TH,NULL,162
Delta,38,TH,NULL,0
Jones Beach,39,TH,NULL,128
Simmons 9,42,TH,NULL,5
University North,43,TH,NULL,93
Steamboat Island,44,TH,NULL,193
Rocky Prairie,45,TH,NULL,142
Lawrence Lake,46,TH,NULL,266
Woodard Creek,47,TH,NULL,188
Michigan Hill,48,TH,NULL,102
Scott Lake South,49,TH,NULL,182
Salmon Creek,50,TH,NULL,136
Spurgeon Creek,51,TH,NULL,99
James,52,TH,NULL,181
Vail,53,TH,NULL,260
Rochester 5,54,TH,NULL,222
Rochester 4,55,TH,NULL,165
Medicine Creek,57,TH,NULL,110
Skokomish,58,TH,NULL,178
Pleasant Hill,59,TH,NULL,243
Smith Prairie,60,TH,NULL,260
Black River,62,TH,NULL,319
Ames,63,TH,NULL,190
Airport,64,TH,NULL,19
Luhr Beach,65,TH,NULL,247
Fish Trap,66,TH,NULL,173
Quince,67,TH,NULL,4
Simmons 2,68,TH,NULL,4
Simmons 3,69,TH,NULL,9
Simmons 4,70,TH,NULL,11
Pines,74,TH,NULL,176
Long Lake,75,TH,NULL,57
Hawk Acres,76,TH,NULL,136
Zenkner Valley,77,TH,NULL,55
Tri Lakes,78,TH,NULL,125
University South,79,TH,NULL,125
Tolmie,80,TH,NULL,88
Military,81,TH,NULL,85
Glen Terra,82,TH,NULL,74
Prine,83,TH,NULL,43
Glenwood,84,TH,NULL,81
Greenridge,86,TH,NULL,146
Woodland,88,TH,NULL,199
Tilley,89,TH,NULL,264
Sweet Briar,90,TH,NULL,307
Deerbrush,91,TH,NULL,257
Mushroom Corner,92,TH,NULL,229
Trailblazer,93,TH,NULL,87
Frye Cove,94,TH,NULL,242
Oyster Bay,95,TH,NULL,235
Summit Lake,96,TH,NULL,186
Delridge,97,TH,NULL,64
Marvin,98,TH,NULL,263
Alpine,99,TH,NULL,363
Hewitt Lake,100,TH,NULL,283
Zangle,101,TH,NULL,196
Boston Harbor,102,TH,NULL,280
Gull Harbor,103,TH,NULL,148
Friendly Grove,104,TH,NULL,122
South Bay,105,TH,NULL,265
Puget,106,TH,NULL,276
Bigelow,107,TH,NULL,201
Pleasant Glade,109,TH,NULL,140
Montgomery,110,TH,NULL,125
Nisqually,111,TH,NULL,185
Roosevelt,112,TH,NULL,254
Kinwood,113,TH,NULL,193
Mckinley,114,TH,NULL,76
Forest,115,TH,NULL,313
St Clair,116,TH,NULL,215
Hicks,117,TH,NULL,35
Fleetwood,118,TH,NULL,291
Lydia Hawk,119,TH,NULL,377
Hays,120,TH,NULL,166
Indian Summer,121,TH,NULL,258
Chambers,122,TH,NULL,361
Freedom,123,TH,NULL,287
Fristoe,124,TH,NULL,158
Deschutes,125,TH,NULL,232
Longmire,126,TH,NULL,154
Ruth Prairie,127,TH,NULL,105
Weir Prairie,128,TH,NULL,209
College,129,TH,NULL,38
Bald Hills,130,TH,NULL,61
Hunter Point,131,TH,NULL,139
Griffin,132,TH,NULL,197
Schneiders Prairie,133,TH,NULL,173
Cooper Point,134,TH,NULL,220
Butler Cove,135,TH,NULL,213
Broadway,136,TH,NULL,298
Plainview,139,TH,NULL,344
Mud Bay,140,TH,NULL,207
Mclane,141,TH,NULL,162
Bush Prairie,143,TH,NULL,53
Black Lake,144,TH,NULL,283
Delphi,145,TH,NULL,210
South Union,146,TH,NULL,280
Plumb,147,TH,NULL,243
Scatter Creek,148,TH,NULL,165
Mcintosh,149,TH,NULL,368
Violet Prairie,150,TH,NULL,245
Littlerock,151,TH,NULL,338
Rochester 1,153,TH,NULL,276
