Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Rochester 2,154,TH,NULL,201
Scott Lake North,155,TH,NULL,99
Grand Mound,156,TH,NULL,103
Gibson Valley,157,TH,NULL,26
Skookumchuck,158,TH,NULL,219
Johnson Point,160,TH,NULL,268
Wards,161,TH,NULL,102
Thompson,162,TH,NULL,150
Smith Lake,163,TH,NULL,221
Evergreen Shores,164,TH,NULL,184
Sunwood Lakes,165,TH,NULL,339
Eaton Creek,166,TH,NULL,137
Hawks Ridge,167,TH,NULL,104
Holmes,168,TH,NULL,198
Mcallister Creek,169,TH,NULL,193
Rochester 3,170,TH,NULL,217
Waddell Creek,171,TH,NULL,177
Tykle Cove,172,TH,NULL,218
Camelot,173,TH,NULL,149
French,174,TH,NULL,244
Sunset Beach,175,TH,NULL,274
Henderson,176,TH,NULL,300
Pattison,178,TH,NULL,225
Four Corners,179,TH,NULL,324
Stedman,180,TH,NULL,135
Munn Lake,182,TH,NULL,129
Beach Crest,183,TH,NULL,178
Scheller,184,TH,NULL,98
Fair Oaks,185,TH,NULL,153
Wilderness,186,TH,NULL,302
Mullen,187,TH,NULL,260
Sleater Kinney,189,TH,NULL,199
Lakeside,190,TH,NULL,123
Gallagher Cove,191,TH,NULL,337
East Olympia,192,TH,NULL,213
Berry Valley,193,TH,NULL,181
Hartwood,194,TH,NULL,376
Libby,195,TH,NULL,181
Meadows,196,TH,NULL,174
Summerset,197,TH,NULL,347
Henness,198,TH,NULL,321
Beaver Creek,199,TH,NULL,389
Olympia 01,201,TH,NULL,204
Olympia 02,202,TH,NULL,209
Olympia 03,203,TH,NULL,220
Olympia 04,204,TH,NULL,212
Olympia 05,205,TH,NULL,196
Olympia 06,206,TH,NULL,347
Olympia 07,207,TH,NULL,134
Olympia 08,208,TH,NULL,210
Olympia 09,209,TH,NULL,374
Olympia 10,210,TH,NULL,236
Olympia 11,211,TH,NULL,196
Olympia 12,212,TH,NULL,126
Olympia 13,213,TH,NULL,215
Olympia 14,214,TH,NULL,205
Olympia 15,215,TH,NULL,163
Olympia 16,216,TH,NULL,45
Olympia 17,217,TH,NULL,161
Olympia 18,218,TH,NULL,196
Olympia 19,219,TH,NULL,181
Olympia 20,220,TH,NULL,108
Olympia 21,221,TH,NULL,309
Olympia 23,223,TH,NULL,245
Olympia 24,224,TH,NULL,205
Olympia 25,225,TH,NULL,163
Olympia 26,226,TH,NULL,177
Olympia 27,227,TH,NULL,103
Olympia 28,228,TH,NULL,219
Olympia 29,229,TH,NULL,237
Olympia 30,230,TH,NULL,192
Olympia 31,231,TH,NULL,174
Olympia 32,232,TH,NULL,272
Olympia 35,235,TH,NULL,398
Olympia 36,236,TH,NULL,87
Olympia 37,237,TH,NULL,140
Olympia 38,238,TH,NULL,58
Olympia 39,239,TH,NULL,214
Olympia 40,240,TH,NULL,180
Olympia 41,241,TH,NULL,199
Olympia 42,242,TH,NULL,132
Olympia 43,243,TH,NULL,241
Olympia 44,244,TH,NULL,111
Olympia 45,245,TH,NULL,133
Olympia 46,246,TH,NULL,208
Olympia 47,247,TH,NULL,247
Olympia 48,248,TH,NULL,258
Olympia 49,249,TH,NULL,226
Olympia 50,250,TH,NULL,168
Olympia 51,251,TH,NULL,44
Olympia 52,252,TH,NULL,122
Olympia 53,253,TH,NULL,198
Olympia 54,254,TH,NULL,143
Olympia 55,255,TH,NULL,116
Olympia 56,256,TH,NULL,198
Olympia 57,257,TH,NULL,102
Olympia 58,258,TH,NULL,216
Olympia 59,259,TH,NULL,191
Olympia 60,260,TH,NULL,136
Lacey 01,301,TH,NULL,91
Lacey 02,302,TH,NULL,150
Lacey 03,303,TH,NULL,177
Lacey 04,304,TH,NULL,101
Lacey 05,305,TH,NULL,132
Lacey 06,306,TH,NULL,84
Lacey 07,307,TH,NULL,168
Lacey 08,308,TH,NULL,122
Lacey 09,309,TH,NULL,110
Lacey 10,310,TH,NULL,272
Lacey 11,311,TH,NULL,217
Lacey 13,313,TH,NULL,107
Lacey 14,314,TH,NULL,81
Lacey 15,315,TH,NULL,193
Lacey 16,316,TH,NULL,201
Lacey 17,317,TH,NULL,202
Lacey 18,318,TH,NULL,228
Lacey 19,319,TH,NULL,139
Lacey 20,320,TH,NULL,83
Lacey 21,321,TH,NULL,108
Lacey 22,322,TH,NULL,141
Lacey 23,323,TH,NULL,86
Lacey 24,324,TH,NULL,290
Lacey 27,327,TH,NULL,185
Lacey 28,328,TH,NULL,121
Lacey 29,329,TH,NULL,249
Lacey 30,330,TH,NULL,292
Lacey 31,331,TH,NULL,164
Lacey 32,332,TH,NULL,225
Lacey 33,333,TH,NULL,112
Lacey 34,334,TH,NULL,129
Lacey 35,335,TH,NULL,77
Lacey 36,336,TH,NULL,134
Lacey 37,337,TH,NULL,67
Lacey 39,339,TH,NULL,340
Lacey 40,340,TH,NULL,266
Lacey 41,341,TH,NULL,188
Lacey 42,342,TH,NULL,73
Lacey 43,343,TH,NULL,256
Lacey 44,344,TH,NULL,98
Lacey 45,345,TH,NULL,106
Lacey 46,346,TH,NULL,460
Lacey 47,347,TH,NULL,358
Lacey 48,348,TH,NULL,145
Lacey 49,349,TH,NULL,121
Tumwater 01,401,TH,NULL,160
Tumwater 02,402,TH,NULL,214
Tumwater 03,403,TH,NULL,247
Tumwater 04,404,TH,NULL,142
Tumwater 05,405,TH,NULL,149
Tumwater 06,406,TH,NULL,357
Tumwater 07,407,TH,NULL,174
Tumwater 08,408,TH,NULL,245
Tumwater 09,409,TH,NULL,147
Tumwater 10,410,TH,NULL,285
Tumwater 11,411,TH,NULL,295
Tumwater 12,412,TH,NULL,216
Tumwater 13,413,TH,NULL,88
Tumwater 14,414,TH,NULL,104
Tumwater 15,415,TH,NULL,247
Tumwater 24,424,TH,NULL,151
Tumwater 27,427,TH,NULL,222
Tumwater 28,428,TH,NULL,293
Tumwater 29,429,TH,NULL,0
Tenino 01,501,TH,NULL,134
Tenino 02,502,TH,NULL,138
Rainier 01,601,TH,NULL,154
Rainier 02,602,TH,NULL,123
Yelm 1,701,TH,NULL,195
Yelm 2,702,TH,NULL,217
Yelm 3,703,TH,NULL,251
Yelm 4,704,TH,NULL,235
Bucoda,801,TH,NULL,98
