Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,CR,NULL,28043,67125
100,100,CR,NULL,155,351
102,102,CR,NULL,100,266
104,104,CR,NULL,124,359
106,106,CR,NULL,133,278
108,108,CR,NULL,159,292
110,110,CR,NULL,172,333
112,112,CR,NULL,13,29
113,113,CR,NULL,69,188
120,120,CR,NULL,184,355
130,130,CR,NULL,167,334
147,147,CR,NULL,133,265
150,150,CR,NULL,96,193
153,153,CR,NULL,87,224
160,160,CR,NULL,110,262
170,170,CR,NULL,131,260
175,175,CR,NULL,130,212
180,180,CR,NULL,119,246
190,190,CR,NULL,182,316
200,200,CR,NULL,164,332
220,220,CR,NULL,116,242
225,225,CR,NULL,134,497
240,240,CR,NULL,144,436
245,245,CR,NULL,128,377
250,250,CR,NULL,152,389
255,255,CR,NULL,134,325
257,257,CR,NULL,151,331
290,290,CR,NULL,129,323
294,294,CR,NULL,101,212
296,296,CR,NULL,110,216
298,298,CR,NULL,84,212
325,325,CR,NULL,92,269
327,327,CR,NULL,145,351
330,330,CR,NULL,130,347
335,335,CR,NULL,130,238
337,337,CR,NULL,136,290
338,338,CR,NULL,140,301
340,340,CR,NULL,152,311
350,350,CR,NULL,127,276
360,360,CR,NULL,153,343
370,370,CR,NULL,94,253
390,390,CR,NULL,181,380
395,395,CR,NULL,57,85
400,400,CR,NULL,78,189
410,410,CR,NULL,174,375
415,415,CR,NULL,97,251
420,420,CR,NULL,122,340
423,423,CR,NULL,123,237
424,424,CR,NULL,131,391
425,425,CR,NULL,104,232
426,426,CR,NULL,198,426
430,430,CR,NULL,115,214
432,432,CR,NULL,86,245
434,434,CR,NULL,101,219
435,435,CR,NULL,100,244
436,436,CR,NULL,76,182
440,440,CR,NULL,95,371
441,441,CR,NULL,166,299
444,444,CR,NULL,160,444
445,445,CR,NULL,188,399
446,446,CR,NULL,122,299
447,447,CR,NULL,140,446
448,448,CR,NULL,156,414
449,449,CR,NULL,178,433
450,450,CR,NULL,163,395
451,451,CR,NULL,141,331
452,452,CR,NULL,107,317
453,453,CR,NULL,124,311
455,455,CR,NULL,102,252
456,456,CR,NULL,168,462
460,460,CR,NULL,193,473
470,470,CR,NULL,137,469
480,480,CR,NULL,187,443
483,483,CR,NULL,170,489
485,485,CR,NULL,93,253
487,487,CR,NULL,61,165
490,490,CR,NULL,110,234
491,491,CR,NULL,6,27
500,500,CR,NULL,141,369
502,502,CR,NULL,117,298
503,503,CR,NULL,103,254
505,505,CR,NULL,153,390
510,510,CR,NULL,91,243
511,511,CR,NULL,11,17
515,515,CR,NULL,164,380
520,520,CR,NULL,77,192
521,521,CR,NULL,5,5
522,522,CR,NULL,57,116
523,523,CR,NULL,4,7
524,524,CR,NULL,23,28
525,525,CR,NULL,97,223
527,527,CR,NULL,121,284
528,528,CR,NULL,146,313
530,530,CR,NULL,77,137
535,535,CR,NULL,156,433
536,536,CR,NULL,63,228
537,537,CR,NULL,68,120
538,538,CR,NULL,73,166
540,540,CR,NULL,148,357
543,543,CR,NULL,119,346
545,545,CR,NULL,89,250
550,550,CR,NULL,134,423
553,553,CR,NULL,116,311
555,555,CR,NULL,164,392
560,560,CR,NULL,116,341
563,563,CR,NULL,162,366
565,565,CR,NULL,116,262
566,566,CR,NULL,81,224
570,570,CR,NULL,132,330
571,571,CR,NULL,122,316
572,572,CR,NULL,175,417
573,573,CR,NULL,185,409
574,574,CR,NULL,8,13
575(*),575,CR,NULL,0,0
576(*),576,CR,NULL,0,0
577,577,CR,NULL,158,434
578,578,CR,NULL,18,26
579,579,CR,NULL,3,11
580,580,CR,NULL,79,229
581,581,CR,NULL,80,144
582,582,CR,NULL,128,238
583,583,CR,NULL,113,257
584,584,CR,NULL,102,302
585,585,CR,NULL,166,387
586,586,CR,NULL,120,276
587,587,CR,NULL,131,258
588,588,CR,NULL,81,188
590,590,CR,NULL,158,446
591,591,CR,NULL,194,453
592,592,CR,NULL,183,395
593,593,CR,NULL,131,355
594,594,CR,NULL,6,10
595,595,CR,NULL,79,190
596(*),596,CR,NULL,0,0
597,597,CR,NULL,21,33
598,598,CR,NULL,3,11
600,600,CR,NULL,62,190
603,603,CR,NULL,84,201
605,605,CR,NULL,143,296
606,606,CR,NULL,33,57
610,610,CR,NULL,196,441
613,613,CR,NULL,66,165
615,615,CR,NULL,64,154
617,617,CR,NULL,125,324
618,618,CR,NULL,144,358
620,620,CR,NULL,159,351
624,624,CR,NULL,37,71
625,625,CR,NULL,133,352
626,626,CR,NULL,140,310
627,627,CR,NULL,130,332
628,628,CR,NULL,147,355
629,629,CR,NULL,119,300
630,630,CR,NULL,106,281
631,631,CR,NULL,152,384
632,632,CR,NULL,77,170
633,633,CR,NULL,129,294
634,634,CR,NULL,125,267
635,635,CR,NULL,115,245
636,636,CR,NULL,120,273
638,638,CR,NULL,128,294
639,639,CR,NULL,130,282
640,640,CR,NULL,131,325
641,641,CR,NULL,54,135
642,642,CR,NULL,48,161
643,643,CR,NULL,146,297
644,644,CR,NULL,145,340
645,645,CR,NULL,190,372
646,646,CR,NULL,73,150
647,647,CR,NULL,96,216
648,648,CR,NULL,109,255
649,649,CR,NULL,111,291
650,650,CR,NULL,149,312
651,651,CR,NULL,99,237
652,652,CR,NULL,146,280
653,653,CR,NULL,118,268
654,654,CR,NULL,99,222
655,655,CR,NULL,145,279
656,656,CR,NULL,80,161
658,658,CR,NULL,111,309
659,659,CR,NULL,137,347
660,660,CR,NULL,144,332
662,662,CR,NULL,116,373
663,663,CR,NULL,120,209
664,664,CR,NULL,147,338
667,667,CR,NULL,79,277
668,668,CR,NULL,109,385
669,669,CR,NULL,120,300
670,670,CR,NULL,138,356
672,672,CR,NULL,127,261
673,673,CR,NULL,152,368
674,674,CR,NULL,97,305
675,675,CR,NULL,94,236
677,677,CR,NULL,148,311
678,678,CR,NULL,82,274
679,679,CR,NULL,79,239
680,680,CR,NULL,124,262
681,681,CR,NULL,120,257
682,682,CR,NULL,128,281
683,683,CR,NULL,128,282
685,685,CR,NULL,50,83
686,686,CR,NULL,100,242
687,687,CR,NULL,136,303
688,688,CR,NULL,119,267
689,689,CR,NULL,164,320
690,690,CR,NULL,160,336
691,691,CR,NULL,135,312
692,692,CR,NULL,150,362
693,693,CR,NULL,97,176
694,694,CR,NULL,45,134
695,695,CR,NULL,160,345
696,696,CR,NULL,136,410
697,697,CR,NULL,177,406
698,698,CR,NULL,114,318
699,699,CR,NULL,134,287
700,700,CR,NULL,20,59
710,710,CR,NULL,72,140
720,720,CR,NULL,96,272
900,900,CR,NULL,107,321
903,903,CR,NULL,158,324
905,905,CR,NULL,159,323
910,910,CR,NULL,119,313
912,912,CR,NULL,111,275
913,913,CR,NULL,134,390
914,914,CR,NULL,123,353
917,917,CR,NULL,67,239
920,920,CR,NULL,110,279
925,925,CR,NULL,110,294
930,930,CR,NULL,114,344
935,935,CR,NULL,126,352
940,940,CR,NULL,147,304
947,947,CR,NULL,115,262
950,950,CR,NULL,150,299
951,951,CR,NULL,129,267
953,953,CR,NULL,61,142
957,957,CR,NULL,40,63
958,958,CR,NULL,28,50
959,959,CR,NULL,3,17
960,960,CR,NULL,169,360
961,961,CR,NULL,21,63
962,962,CR,NULL,97,250
963,963,CR,NULL,98,265
964,964,CR,NULL,151,314
965,965,CR,NULL,148,297
966,966,CR,NULL,90,204
967,967,CR,NULL,88,203
968,968,CR,NULL,102,302
969,969,CR,NULL,79,188
985,985,CR,NULL,107,274
