Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,110997,103514
02-101,2101,PI,NULL,83,93
02-105,2105,PI,NULL,92,123
02-106,2106,PI,NULL,289,299
02-110,2110,PI,NULL,148,151
02-111,2111,PI,NULL,230,197
02-112,2112,PI,NULL,153,163
02-113,2113,PI,NULL,167,178
02-114,2114,PI,NULL,136,152
02-115,2115,PI,NULL,213,204
02-116,2116,PI,NULL,307,252
02-117,2117,PI,NULL,256,263
02-118,2118,PI,NULL,183,142
02-119,2119,PI,NULL,168,124
02-120,2120,PI,NULL,228,181
02-121,2121,PI,NULL,282,236
02-122,2122,PI,NULL,289,219
02-123,2123,PI,NULL,253,281
02-124,2124,PI,NULL,233,194
02-125,2125,PI,NULL,232,176
02-126,2126,PI,NULL,288,249
02-127,2127,PI,NULL,165,127
02-128,2128,PI,NULL,301,203
02-129,2129,PI,NULL,188,122
02-130,2130,PI,NULL,166,98
02-131,2131,PI,NULL,342,248
02-133,2133,PI,NULL,70,67
02-134,2134,PI,NULL,294,279
02-135,2135,PI,NULL,244,361
02-136,2136,PI,NULL,45,59
02-137,2137,PI,NULL,126,167
02-138,2138,PI,NULL,288,367
02-139,2139,PI,NULL,209,295
02-140,2140,PI,NULL,281,307
02-141,2141,PI,NULL,249,321
02-142,2142,PI,NULL,189,249
02-143,2143,PI,NULL,188,213
02-144,2144,PI,NULL,202,293
02-145,2145,PI,NULL,237,307
02-146,2146,PI,NULL,180,241
02-147,2147,PI,NULL,198,231
02-148,2148,PI,NULL,229,344
02-149,2149,PI,NULL,265,345
02-150,2150,PI,NULL,203,266
02-151,2151,PI,NULL,84,108
02-152,2152,PI,NULL,231,370
02-153,2153,PI,NULL,190,296
02-154,2154,PI,NULL,168,297
02-155,2155,PI,NULL,229,325
02-156,2156,PI,NULL,300,411
02-157,2157,PI,NULL,288,369
02-158,2158,PI,NULL,236,236
02-159,2159,PI,NULL,153,177
25-201,25201,PI,NULL,330,347
25-202,25202,PI,NULL,280,254
25-203,25203,PI,NULL,338,305
25-204,25204,PI,NULL,284,255
25-205,25205,PI,NULL,349,239
25-206,25206,PI,NULL,204,155
25-208,25208,PI,NULL,351,364
25-209,25209,PI,NULL,370,279
25-210,25210,PI,NULL,334,436
25-211,25211,PI,NULL,293,254
25-212,25212,PI,NULL,335,267
25-213,25213,PI,NULL,347,349
25-215,25215,PI,NULL,324,263
25-216,25216,PI,NULL,210,188
25-217,25217,PI,NULL,330,327
25-218,25218,PI,NULL,341,300
25-219,25219,PI,NULL,259,435
25-220(*),25220,PI,NULL,0,0
25-221,25221,PI,NULL,269,312
25-222,25222,PI,NULL,261,145
25-226,25226,PI,NULL,240,152
25-227,25227,PI,NULL,185,112
25-228,25228,PI,NULL,292,220
25-230,25230,PI,NULL,88,53
25-235,25235,PI,NULL,5,13
25-236,25236,PI,NULL,231,185
25-237(*),25237,PI,NULL,0,0
25-238,25238,PI,NULL,153,151
25-239,25239,PI,NULL,295,309
25-240,25240,PI,NULL,139,109
25-241,25241,PI,NULL,167,108
25-242,25242,PI,NULL,315,341
25-243,25243,PI,NULL,270,211
25-244,25244,PI,NULL,343,375
25-245(*),25245,PI,NULL,0,0
25-246,25246,PI,NULL,28,25
25-247,25247,PI,NULL,270,235
25-248,25248,PI,NULL,329,374
25-249,25249,PI,NULL,333,271
25-250,25250,PI,NULL,109,137
25-251,25251,PI,NULL,260,273
25-252,25252,PI,NULL,276,209
25-253,25253,PI,NULL,204,161
25-254,25254,PI,NULL,186,117
25-255,25255,PI,NULL,186,163
25-256,25256,PI,NULL,280,242
25-257,25257,PI,NULL,275,253
25-258,25258,PI,NULL,297,328
25-259,25259,PI,NULL,310,278
25-260,25260,PI,NULL,264,337
25-261,25261,PI,NULL,219,210
25-262,25262,PI,NULL,279,309
25-263,25263,PI,NULL,258,260
25-264,25264,PI,NULL,345,265
25-265,25265,PI,NULL,320,248
25-266,25266,PI,NULL,305,369
25-267,25267,PI,NULL,146,143
25-268,25268,PI,NULL,176,132
25-269,25269,PI,NULL,209,193
25-270,25270,PI,NULL,309,272
25-271,25271,PI,NULL,286,287
25-272,25272,PI,NULL,271,353
25-273,25273,PI,NULL,210,204
25-274,25274,PI,NULL,323,388
25-275(*),25275,PI,NULL,0,0
25-276,25276,PI,NULL,7,11
25-277,25277,PI,NULL,312,254
25-278,25278,PI,NULL,107,100
25-279,25279,PI,NULL,254,239
25-280,25280,PI,NULL,311,326
25-281,25281,PI,NULL,208,178
25-282,25282,PI,NULL,297,296
25-283,25283,PI,NULL,161,147
25-284,25284,PI,NULL,156,134
25-285,25285,PI,NULL,355,423
25-286,25286,PI,NULL,321,249
25-287,25287,PI,NULL,4,2
25-288,25288,PI,NULL,283,296
25-289,25289,PI,NULL,0,0
25-290,25290,PI,NULL,30,29
25-291,25291,PI,NULL,70,65
25-292,25292,PI,NULL,288,343
25-293,25293,PI,NULL,275,318
26-301,26301,PI,NULL,98,130
26-302,26302,PI,NULL,430,432
26-303,26303,PI,NULL,368,412
26-304,26304,PI,NULL,439,442
26-305,26305,PI,NULL,427,418
