Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,SP,NULL,93798,27105
PCT 3000(*),3000,SP,NULL,0,0
PCT 3100(*),3100,SP,NULL,0,0
PCT 3101,3101,SP,NULL,192,72
PCT 3102,3102,SP,NULL,146,59
PCT 3103,3103,SP,NULL,173,63
PCT 3104,3104,SP,NULL,236,108
PCT 3105,3105,SP,NULL,194,92
PCT 3106,3106,SP,NULL,217,77
PCT 3107,3107,SP,NULL,239,102
PCT 3108,3108,SP,NULL,178,64
PCT 3109,3109,SP,NULL,216,80
PCT 3110,3110,SP,NULL,198,56
PCT 3111,3111,SP,NULL,159,81
PCT 3112,3112,SP,NULL,11,8
PCT 3113,3113,SP,NULL,285,84
PCT 3114,3114,SP,NULL,255,98
PCT 3115,3115,SP,NULL,265,86
PCT 3116,3116,SP,NULL,268,99
PCT 3117,3117,SP,NULL,179,60
PCT 3118,3118,SP,NULL,178,60
PCT 3119,3119,SP,NULL,196,92
PCT 3120,3120,SP,NULL,243,77
PCT 3121,3121,SP,NULL,205,94
PCT 3122,3122,SP,NULL,307,76
PCT 3123,3123,SP,NULL,214,75
PCT 3124,3124,SP,NULL,230,95
PCT 3125,3125,SP,NULL,194,93
PCT 3126,3126,SP,NULL,53,20
PCT 3127,3127,SP,NULL,254,46
PCT 3128,3128,SP,NULL,220,101
PCT 3200,3200,SP,NULL,218,55
PCT 3201,3201,SP,NULL,309,84
PCT 3202,3202,SP,NULL,162,59
PCT 3203,3203,SP,NULL,270,99
PCT 3204,3204,SP,NULL,215,63
PCT 3205,3205,SP,NULL,256,67
PCT 3206,3206,SP,NULL,230,62
PCT 3207,3207,SP,NULL,147,52
PCT 3208,3208,SP,NULL,260,92
PCT 3209,3209,SP,NULL,353,94
PCT 3210,3210,SP,NULL,287,69
PCT 3211,3211,SP,NULL,293,56
PCT 3212,3212,SP,NULL,266,51
PCT 3213,3213,SP,NULL,349,86
PCT 3214,3214,SP,NULL,302,77
PCT 3215,3215,SP,NULL,181,54
PCT 3216,3216,SP,NULL,415,104
PCT 3217,3217,SP,NULL,365,114
PCT 3218,3218,SP,NULL,407,49
PCT 3219,3219,SP,NULL,327,46
PCT 3220,3220,SP,NULL,393,66
PCT 3221,3221,SP,NULL,322,104
PCT 3222,3222,SP,NULL,152,48
PCT 3223,3223,SP,NULL,203,72
PCT 3300,3300,SP,NULL,281,72
PCT 3301,3301,SP,NULL,432,98
PCT 3302,3302,SP,NULL,298,90
PCT 3303,3303,SP,NULL,268,108
PCT 3304,3304,SP,NULL,292,92
PCT 3305,3305,SP,NULL,220,83
PCT 3306,3306,SP,NULL,275,84
PCT 3307,3307,SP,NULL,219,54
PCT 3308,3308,SP,NULL,270,114
PCT 3309,3309,SP,NULL,268,105
PCT 3310,3310,SP,NULL,287,109
PCT 3311,3311,SP,NULL,172,78
PCT 3312,3312,SP,NULL,360,107
PCT 3313,3313,SP,NULL,372,117
PCT 3314,3314,SP,NULL,244,82
PCT 3315,3315,SP,NULL,309,106
PCT 3316,3316,SP,NULL,372,77
PCT 3317,3317,SP,NULL,424,103
PCT 3318,3318,SP,NULL,268,87
PCT 3319,3319,SP,NULL,234,85
PCT 3320,3320,SP,NULL,240,64
PCT 3321,3321,SP,NULL,309,92
PCT 3322,3322,SP,NULL,229,83
PCT 3323,3323,SP,NULL,262,111
PCT 3324,3324,SP,NULL,274,93
PCT 3325,3325,SP,NULL,356,95
PCT 3326,3326,SP,NULL,120,36
PCT 3327,3327,SP,NULL,218,62
PCT 3328,3328,SP,NULL,284,87
PCT 3329,3329,SP,NULL,247,64
PCT 4001,4001,SP,NULL,217,88
PCT 4002,4002,SP,NULL,288,103
PCT 4003,4003,SP,NULL,403,162
PCT 4004,4004,SP,NULL,338,98
PCT 4005,4005,SP,NULL,288,61
PCT 4006,4006,SP,NULL,408,95
PCT 4007,4007,SP,NULL,223,88
PCT 4008,4008,SP,NULL,222,62
PCT 4009,4009,SP,NULL,287,73
PCT 4010,4010,SP,NULL,307,80
PCT 4011,4011,SP,NULL,408,116
PCT 4012,4012,SP,NULL,464,145
PCT 4013,4013,SP,NULL,256,94
PCT 4014,4014,SP,NULL,204,66
PCT 4015,4015,SP,NULL,243,55
PCT 4016,4016,SP,NULL,334,74
PCT 4017,4017,SP,NULL,382,112
PCT 4018,4018,SP,NULL,192,79
PCT 4019,4019,SP,NULL,244,71
PCT 4020,4020,SP,NULL,323,123
PCT 4021,4021,SP,NULL,328,109
PCT 4022,4022,SP,NULL,247,104
PCT 4023,4023,SP,NULL,129,33
PCT 4024,4024,SP,NULL,235,60
PCT 4025,4025,SP,NULL,298,71
PCT 4026,4026,SP,NULL,256,67
PCT 4027,4027,SP,NULL,271,89
PCT 4028,4028,SP,NULL,427,93
PCT 4029,4029,SP,NULL,302,72
PCT 4030,4030,SP,NULL,220,49
PCT 4031,4031,SP,NULL,265,58
PCT 4032,4032,SP,NULL,190,61
PCT 4033,4033,SP,NULL,232,81
PCT 4034,4034,SP,NULL,239,73
PCT 4035,4035,SP,NULL,205,56
PCT 4200,4200,SP,NULL,251,69
PCT 4201,4201,SP,NULL,144,50
PCT 4300,4300,SP,NULL,240,75
PCT 4301,4301,SP,NULL,165,42
PCT 4302,4302,SP,NULL,293,93
PCT 4303,4303,SP,NULL,342,59
PCT 4304,4304,SP,NULL,232,44
PCT 4305,4305,SP,NULL,201,57
PCT 4306,4306,SP,NULL,317,80
PCT 4307,4307,SP,NULL,71,12
PCT 4400,4400,SP,NULL,277,103
PCT 4401,4401,SP,NULL,370,80
PCT 4402,4402,SP,NULL,311,94
PCT 4403,4403,SP,NULL,344,104
PCT 4404,4404,SP,NULL,361,111
PCT 4405,4405,SP,NULL,353,118
PCT 4406,4406,SP,NULL,290,95
