Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SM,NULL,2290,1709
BEAR PRAIRIE,100,SM,NULL,118,42
MT. PLEASANT,101,SM,NULL,124,47
SKYE,102,SM,NULL,113,79
UPPER WASHOUGAL,103,SM,NULL,131,68
LEWIS RIVER,104,SM,NULL,14,3
CAPE HORN,105,SM,NULL,143,78
SKAMANIA(*),106,SM,NULL,0,0
CASCADES(*),201,SM,NULL,0,0
NORTH BONNEVILLE,202,SM,NULL,184,142
ROCK CREEK,203,SM,NULL,88,57
MAPLE VIEW,204,SM,NULL,128,140
NORTH STEVENSON,205,SM,NULL,72,115
SOUTH STEVENSON,206,SM,NULL,27,30
NELSON CREEK,207,SM,NULL,42,59
CARSON CREEK,208,SM,NULL,150,87
STABLER,300,SM,NULL,192,100
WIND RIVER,303,SM,NULL,120,82
HOT SPRINGS NORTH,304,SM,NULL,57,42
HOT SPRINGS SOUTH,305,SM,NULL,88,68
WIND MOUNTAIN,307,SM,NULL,62,61
CHENOWITH,309,SM,NULL,89,66
UNDERWOOD NORTH,310,SM,NULL,94,129
UNDERWOOD SOUTH,311,SM,NULL,81,109
