Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,CH,NULL,13264,4301
100(*),100,CH,NULL,0,0
110,110,CH,NULL,174,64
111,111,CH,NULL,49,22
112,112,CH,NULL,7,10
113,113,CH,NULL,34,16
114,114,CH,NULL,214,73
115,115,CH,NULL,21,8
116,116,CH,NULL,90,24
120,120,CH,NULL,158,53
121,121,CH,NULL,134,62
122,122,CH,NULL,82,34
123,123,CH,NULL,16,7
124,124,CH,NULL,39,9
125,125,CH,NULL,336,103
126,126,CH,NULL,46,13
127,127,CH,NULL,68,26
128,128,CH,NULL,30,9
129,129,CH,NULL,145,30
131,131,CH,NULL,28,17
132,132,CH,NULL,15,11
133,133,CH,NULL,177,88
134,134,CH,NULL,293,103
135,135,CH,NULL,304,83
136(*),136,CH,NULL,0,0
140,140,CH,NULL,88,34
141(*),141,CH,NULL,0,0
142,142,CH,NULL,29,4
143(*),143,CH,NULL,0,0
144,144,CH,NULL,15,5
145,145,CH,NULL,15,5
146,146,CH,NULL,57,19
147,147,CH,NULL,274,102
148,148,CH,NULL,127,51
149,149,CH,NULL,140,61
150,150,CH,NULL,36,11
151(*),151,CH,NULL,0,0
152,152,CH,NULL,3,2
153,153,CH,NULL,433,119
154,154,CH,NULL,367,108
155,155,CH,NULL,116,52
156,156,CH,NULL,36,13
157,157,CH,NULL,289,109
158,158,CH,NULL,151,42
159,159,CH,NULL,5,2
161,161,CH,NULL,17,7
162,162,CH,NULL,20,9
163,163,CH,NULL,17,5
164,164,CH,NULL,113,48
165,165,CH,NULL,73,32
171,171,CH,NULL,6,4
172,172,CH,NULL,10,3
173,173,CH,NULL,16,3
174,174,CH,NULL,200,67
175,175,CH,NULL,385,116
181,181,CH,NULL,260,78
182,182,CH,NULL,238,77
183,183,CH,NULL,121,46
190,190,CH,NULL,31,7
210,210,CH,NULL,211,64
220,220,CH,NULL,243,85
310,310,CH,NULL,134,51
320,320,CH,NULL,194,46
330,330,CH,NULL,195,58
410,410,CH,NULL,268,64
420,420,CH,NULL,291,76
430,430,CH,NULL,376,84
440,440,CH,NULL,413,103
450,450,CH,NULL,331,134
460,460,CH,NULL,298,116
480,480,CH,NULL,342,138
490,490,CH,NULL,502,158
510,510,CH,NULL,185,68
520,520,CH,NULL,499,126
530,530,CH,NULL,370,102
540,540,CH,NULL,291,82
560,560,CH,NULL,301,119
580,580,CH,NULL,220,66
590,590,CH,NULL,336,81
610,610,CH,NULL,211,70
710,710,CH,NULL,217,64
720,720,CH,NULL,321,85
730,730,CH,NULL,305,145
1149,1149,CH,NULL,28,3
1150,1150,CH,NULL,2,4
1151(*),1151,CH,NULL,0,0
