Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,OK,NULL,2484,6639
ALMA,1,OK,NULL,7,30
ANGLIN,2,OK,NULL,24,38
BEEMAN,3,OK,NULL,6,55
BODIE,4,OK,NULL,5,18
BONAPARTE,5,OK,NULL,6,18
BOSTON,6,OK,NULL,24,40
BREWSTER RURAL,7,OK,NULL,11,33
CARLTON,8,OK,NULL,18,27
CHESAW,9,OK,NULL,14,27
CONCONULLY RURAL,10,OK,NULL,9,19
DUCK LAKE,11,OK,NULL,10,21
DULEY LAKE,12,OK,NULL,6,20
EASTLAKE,13,OK,NULL,10,16
EASTSIDE,14,OK,NULL,21,50
ELLISFORDE,15,OK,NULL,12,52
ELMERTON,16,OK,NULL,18,61
ELMWAY,17,OK,NULL,10,21
HAVILLAH,18,OK,NULL,17,44
LOOMIS,19,OK,NULL,11,35
MALOTT,20,OK,NULL,14,46
MAZAMA,21,OK,NULL,23,64
METHOW,22,OK,NULL,15,50
MISSION,23,OK,NULL,7,18
MOLSON,24,OK,NULL,23,36
MONSE #1,25,OK,NULL,8,41
NESPELEM RURAL,27,OK,NULL,10,18
NIGHTHAWK,28,OK,NULL,4,13
NORTH OMAK,29,OK,NULL,12,17
PATEROS RURAL,30,OK,NULL,14,28
PINE CREEK,31,OK,NULL,8,15
POGUE,32,OK,NULL,22,42
RIVERSIDE RURAL,33,OK,NULL,13,54
SAN POIL,34,OK,NULL,20,48
SOUTH OROVILLE,35,OK,NULL,19,34
SPRING COULEE,36,OK,NULL,8,48
TONASKET RURAL,37,OK,NULL,7,22
TUNK CREEK,38,OK,NULL,22,49
TWISP RURAL,39,OK,NULL,14,53
WOLF CREEK,40,OK,NULL,15,45
WAUCONDA,41,OK,NULL,14,30
WESTLAKE,42,OK,NULL,2,27
WHITESTONE,43,OK,NULL,4,24
WINTHROP RURAL,44,OK,NULL,19,70
CHILIWIST,45,OK,NULL,12,31
MONSE #3,46,OK,NULL,11,16
OKANOGAN RURAL,47,OK,NULL,12,23
AENEAS,48,OK,NULL,17,25
COLUMBIA,49,OK,NULL,9,16
CRUMBACHER,50,OK,NULL,13,35
DISAUTEL,51,OK,NULL,10,7
HUDSON,52,OK,NULL,5,20
KIPLING,53,OK,NULL,6,27
ORCHARD,54,OK,NULL,9,26
TORODA,55,OK,NULL,13,47
BEAVER CREEK,56,OK,NULL,17,22
BLACK CANYON,57,OK,NULL,8,35
BUFFALO LAKE,58,OK,NULL,14,8
COPPLE,59,OK,NULL,9,37
EDELWEISS,60,OK,NULL,28,51
ENGH,61,OK,NULL,15,40
FINLEY CANYON,62,OK,NULL,22,48
JANIS,63,OK,NULL,7,23
LEESE,64,OK,NULL,10,9
LIBBY CREEK,65,OK,NULL,21,57
MCGINNIS LAKE,66,OK,NULL,5,5
NORTH STAR,67,OK,NULL,5,9
OWHI,68,OK,NULL,8,18
PALMER LAKE,69,OK,NULL,7,30
PINE CONE,70,OK,NULL,4,25
POORMAN CREEK,71,OK,NULL,28,58
SAND FLAT,72,OK,NULL,12,48
SOURDOUGH,74,OK,NULL,19,40
TWIN LAKES,75,OK,NULL,12,72
VALLEY,76,OK,NULL,4,38
WANNACUT,77,OK,NULL,16,44
WEST CHEWUCH,78,OK,NULL,20,41
CANAL,79,OK,NULL,8,24
AIRPORT,81,OK,NULL,20,35
BALKY HILL,82,OK,NULL,8,37
BRIDGE CREEK,83,OK,NULL,16,34
CROSSROADS,84,OK,NULL,4,24
DAVIS LAKE,85,OK,NULL,17,47
GREENACRES,86,OK,NULL,9,22
JOHNSON CREEK,87,OK,NULL,11,40
LEWIS BUTTE,88,OK,NULL,19,57
LIME BELT,89,OK,NULL,5,16
MCCLURE MTN,90,OK,NULL,27,48
MOCCASIN LAKE,91,OK,NULL,23,57
NORTH MALOTT,92,OK,NULL,12,44
PATTERSON LAKE,93,OK,NULL,14,59
PEARRYGIN LAKE,94,OK,NULL,7,33
BOUNDARY,95,OK,NULL,14,29
BUCKHORN MTN,96,OK,NULL,15,31
EDER,97,OK,NULL,9,30
HORSESHOE LAKE,98,OK,NULL,7,36
LAKE ANDREWS,99,OK,NULL,6,31
MYERS CREEK,100,OK,NULL,5,18
COULEE DAM #1,101,OK,NULL,14,51
COULEE DAM #2,102,OK,NULL,9,39
COULEE DAM #3,103,OK,NULL,9,29
NESPELEM CITY,104,OK,NULL,4,20
OKANOGAN #1,105,OK,NULL,5,22
OKANOGAN #2,106,OK,NULL,18,29
OKANOGAN #3,107,OK,NULL,4,14
OKANOGAN #4,108,OK,NULL,16,29
OMAK #1,109,OK,NULL,4,19
OMAK #2,110,OK,NULL,11,27
OMAK #3,111,OK,NULL,9,9
OMAK #4,112,OK,NULL,6,26
OMAK #5,113,OK,NULL,14,28
OMAK #6,114,OK,NULL,5,28
OMAK #7,115,OK,NULL,9,28
OMAK #8,116,OK,NULL,5,18
OMAK #9,117,OK,NULL,13,43
OROVILLE #1,118,OK,NULL,11,29
OROVILLE #2,119,OK,NULL,9,15
OROVILLE #3,120,OK,NULL,6,17
TONASKET #1,121,OK,NULL,7,16
TONASKET #2,122,OK,NULL,12,25
TONASKET #3,123,OK,NULL,4,14
BREWSTER #1,124,OK,NULL,4,19
BREWSTER #2,125,OK,NULL,18,36
PATEROS #1,126,OK,NULL,10,28
PATEROS #2,127,OK,NULL,6,33
TWISP #1,128,OK,NULL,16,62
TWISP #2,129,OK,NULL,18,42
WINTHROP #1,130,OK,NULL,22,66
CONCONULLY CITY,131,OK,NULL,17,53
COULEE DAM #4,132,OK,NULL,10,30
ELMER CITY,133,OK,NULL,16,56
RIVERSIDE CITY,134,OK,NULL,16,42
TWISP #3,135,OK,NULL,16,47
TWISP #4,136,OK,NULL,8,14
WINTHROP #2,137,OK,NULL,12,38
SHORELINE,138,OK,NULL,4,20
SIMILKAMEEN,139,OK,NULL,12,15
TEAL LAKE,140,OK,NULL,4,23
TONASKET CREEK,141,OK,NULL,9,21
OROVILLE #4,142,OK,NULL,15,20
OROVILLE #5,143,OK,NULL,11,30
OROVILLE #6,144,OK,NULL,3,23
OROVILLE #7,145,OK,NULL,9,19
OROVILLE #8,146,OK,NULL,6,19
OROVILLE #9,147,OK,NULL,6,18
OROVILLE #10,148,OK,NULL,12,28
JENNINGS LOOP,149,OK,NULL,5,18
BLUE LAKE,150,OK,NULL,24,27
AENEAS CREEK,151,OK,NULL,8,35
AENEAS LAKE,152,OK,NULL,16,32
ANTOINE CREEK,153,OK,NULL,19,14
ANTOINE PEAK,154,OK,NULL,11,14
CAPE LABELLE,155,OK,NULL,13,21
CAYUSE MTN,156,OK,NULL,6,16
CHEWILIKEN,157,OK,NULL,12,13
DUFFYS MTN,158,OK,NULL,6,14
FRONTAGE,159,OK,NULL,6,6
GUSTY RIDGE,160,OK,NULL,5,23
LONGANECKER,161,OK,NULL,9,19
NORTH TONASKET,162,OK,NULL,17,46
PICKENS MTN,163,OK,NULL,9,26
RANCHES,164,OK,NULL,8,11
SIWASH CREEK,165,OK,NULL,12,36
SPECTACLE LAKE,166,OK,NULL,15,23
HIGHWAY,167,OK,NULL,8,13
WHISKY MTN,168,OK,NULL,3,9
YARNELL,169,OK,NULL,8,18
TONASKET #4,170,OK,NULL,14,26
TONASKET #5,171,OK,NULL,12,26
TONASKET #6,172,OK,NULL,6,18
TONASKET #7,173,OK,NULL,18,26
LEECHER MTN,174,OK,NULL,12,48
ALTA LAKE,175,OK,NULL,9,31
STARR(*),176,OK,NULL,0,0
PATEROS #3(*),177,OK,NULL,0,0
RAT LAKE,178,OK,NULL,4,25
BREWSTER FLAT,179,OK,NULL,13,28
BREWSTER #3,180,OK,NULL,11,19
BREWSTER #4,181,OK,NULL,6,11
BREWSTER #5,182,OK,NULL,9,14
BREWSTER #6,183,OK,NULL,9,10
PIONEER,184,OK,NULL,8,34
COLEMAN BUTTE,185,OK,NULL,15,31
ASTON,186,OK,NULL,2,28
WEST RIVER,187,OK,NULL,8,22
OMAK RIVER,188,OK,NULL,6,38
CHEROKEE,189,OK,NULL,18,35
NICHOLS,190,OK,NULL,8,14
LONE PINE,191,OK,NULL,9,20
OMAK MTN,192,OK,NULL,4,15
OMAK LAKE,193,OK,NULL,8,25
FIKER,194,OK,NULL,5,33
ROSS CANYON,195,OK,NULL,8,33
HENDRICK,196,OK,NULL,12,47
DIXON,197,OK,NULL,12,34
KERMEL,198,OK,NULL,10,31
GLOVER,199,OK,NULL,6,42
FLETCHER,200,OK,NULL,13,26
MOCK,201,OK,NULL,13,31
OMAK #10,202,OK,NULL,8,31
OMAK #11,203,OK,NULL,14,35
OMAK #12,204,OK,NULL,16,33
OMAK #13,205,OK,NULL,17,20
OMAK #14,206,OK,NULL,6,22
OMAK #15,207,OK,NULL,12,43
OMAK #16,208,OK,NULL,11,20
OMAK #17,209,OK,NULL,20,40
OMAK #18,210,OK,NULL,9,21
OMAK #19,211,OK,NULL,7,19
OMAK #20,212,OK,NULL,14,27
OMAK #21,213,OK,NULL,10,14
OMAK #22,214,OK,NULL,14,28
