Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,YA,NULL,31049,9099
0001,1,YA,NULL,0,0
0101,101,YA,NULL,116,33
0103,103,YA,NULL,116,32
0104,104,YA,NULL,134,54
0110,110,YA,NULL,134,59
0111,111,YA,NULL,158,45
0113,113,YA,NULL,119,40
0116,116,YA,NULL,274,93
0118,118,YA,NULL,93,31
0120,120,YA,NULL,135,52
0124,124,YA,NULL,68,16
0126,126,YA,NULL,102,30
0127,127,YA,NULL,186,64
0129,129,YA,NULL,116,56
0130,130,YA,NULL,163,39
0131,131,YA,NULL,186,60
0132,132,YA,NULL,204,44
0133,133,YA,NULL,377,119
0134,134,YA,NULL,511,128
0138,138,YA,NULL,394,106
0139,139,YA,NULL,359,70
0140,140,YA,NULL,155,56
0142,142,YA,NULL,323,74
0150,150,YA,NULL,146,46
0153,153,YA,NULL,228,70
0154,154,YA,NULL,256,64
0155,155,YA,NULL,274,76
0156,156,YA,NULL,133,48
0158,158,YA,NULL,122,38
0162,162,YA,NULL,172,37
0163,163,YA,NULL,340,73
0167,167,YA,NULL,341,74
0168,168,YA,NULL,325,93
0169,169,YA,NULL,390,75
0170,170,YA,NULL,221,55
0173,173,YA,NULL,197,52
0175,175,YA,NULL,152,42
0177,177,YA,NULL,349,91
0179,179,YA,NULL,331,80
0180,180,YA,NULL,179,47
0181,181,YA,NULL,336,100
0182,182,YA,NULL,478,115
0183,183,YA,NULL,270,59
0184,184,YA,NULL,229,77
0185,185,YA,NULL,323,76
0186,186,YA,NULL,382,92
0187,187,YA,NULL,271,77
0188,188,YA,NULL,373,73
0189,189,YA,NULL,214,48
0190,190,YA,NULL,175,40
0301,301,YA,NULL,43,18
0302,302,YA,NULL,154,45
0303,303,YA,NULL,164,53
0304,304,YA,NULL,80,25
0305,305,YA,NULL,8,6
0306,306,YA,NULL,234,62
0307,307,YA,NULL,17,2
0308,308,YA,NULL,0,0
0501,501,YA,NULL,164,49
0701,701,YA,NULL,55,24
0901,901,YA,NULL,84,37
1101,1101,YA,NULL,188,69
1103,1103,YA,NULL,191,60
1301,1301,YA,NULL,133,43
1501,1501,YA,NULL,191,52
1502,1502,YA,NULL,284,93
1503,1503,YA,NULL,269,73
1504,1504,YA,NULL,322,81
1701,1701,YA,NULL,156,69
1702,1702,YA,NULL,19,4
1703,1703,YA,NULL,156,50
1704,1704,YA,NULL,0,0
1705,1705,YA,NULL,274,80
1706,1706,YA,NULL,203,68
1708,1708,YA,NULL,158,53
1901,1901,YA,NULL,78,35
2101,2101,YA,NULL,237,108
2103,2103,YA,NULL,211,53
2301,2301,YA,NULL,170,50
2303,2303,YA,NULL,169,56
2306,2306,YA,NULL,231,91
2501,2501,YA,NULL,186,76
2701,2701,YA,NULL,479,143
3002(*),3002,YA,NULL,0,0
3004(*),3004,YA,NULL,0,0
3101,3101,YA,NULL,383,109
3102,3102,YA,NULL,201,66
3103,3103,YA,NULL,121,50
3104,3104,YA,NULL,220,55
3105,3105,YA,NULL,27,7
3106,3106,YA,NULL,241,69
3203,3203,YA,NULL,323,88
3204,3204,YA,NULL,31,11
3205,3205,YA,NULL,340,114
3206,3206,YA,NULL,319,87
3208,3208,YA,NULL,34,10
3301,3301,YA,NULL,190,64
3303,3303,YA,NULL,107,36
3304,3304,YA,NULL,258,83
3305,3305,YA,NULL,201,77
3306,3306,YA,NULL,127,39
3308,3308,YA,NULL,251,75
3309,3309,YA,NULL,158,61
3310,3310,YA,NULL,172,69
3311,3311,YA,NULL,463,147
3313,3313,YA,NULL,95,26
3401,3401,YA,NULL,93,27
3504,3504,YA,NULL,11,3
3601,3601,YA,NULL,29,4
3602,3602,YA,NULL,392,128
3605,3605,YA,NULL,409,149
3701,3701,YA,NULL,189,44
3901,3901,YA,NULL,300,100
3902,3902,YA,NULL,112,39
3903,3903,YA,NULL,492,139
3904,3904,YA,NULL,84,25
3905,3905,YA,NULL,75,24
4001,4001,YA,NULL,90,19
4002,4002,YA,NULL,84,31
4003,4003,YA,NULL,347,82
4005,4005,YA,NULL,170,46
4101,4101,YA,NULL,107,30
4102,4102,YA,NULL,250,73
4104,4104,YA,NULL,175,54
4105,4105,YA,NULL,114,54
4106,4106,YA,NULL,200,72
4108,4108,YA,NULL,160,64
4109,4109,YA,NULL,374,61
4111,4111,YA,NULL,294,95
4112,4112,YA,NULL,358,115
4114,4114,YA,NULL,82,34
4115,4115,YA,NULL,133,40
4303,4303,YA,NULL,94,23
4401,4401,YA,NULL,138,33
4402,4402,YA,NULL,160,45
4501,4501,YA,NULL,64,30
4503,4503,YA,NULL,24,14
4504,4504,YA,NULL,210,49
4601,4601,YA,NULL,128,37
4602,4602,YA,NULL,119,44
4603,4603,YA,NULL,299,76
4604,4604,YA,NULL,124,36
4605(*),4605,YA,NULL,0,0
4606,4606,YA,NULL,261,77
4608,4608,YA,NULL,90,28
4609,4609,YA,NULL,108,39
4615,4615,YA,NULL,205,53
4616,4616,YA,NULL,97,26
4618,4618,YA,NULL,169,48
4623,4623,YA,NULL,19,14
4624,4624,YA,NULL,124,41
4625,4625,YA,NULL,6,5
4626,4626,YA,NULL,11,3
4627,4627,YA,NULL,91,17
4628,4628,YA,NULL,85,22
4801,4801,YA,NULL,413,138
4802,4802,YA,NULL,408,104
5001,5001,YA,NULL,66,14
5003,5003,YA,NULL,231,65
5010,5010,YA,NULL,69,21
5012,5012,YA,NULL,206,46
5014,5014,YA,NULL,233,69
5016,5016,YA,NULL,108,32
5020,5020,YA,NULL,160,48
5101,5101,YA,NULL,129,34
5202,5202,YA,NULL,0,0
