Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,AD,NULL,1894,1270
Ritzville Ward #1,111,AD,NULL,61,36
Ritzville Ward #2,112,AD,NULL,60,32
Ritzville Ward #3,113,AD,NULL,87,62
Ritzville Ward #4,114,AD,NULL,72,58
Ritzville Ward #5,115,AD,NULL,77,55
Ritzville Rural NW,121,AD,NULL,79,60
Ritzville Rural SE,122,AD,NULL,77,54
Batum,123,AD,NULL,40,41
Benge,211,AD,NULL,16,9
Washtucna City #1,212,AD,NULL,70,24
Washtucna Rural,221,AD,NULL,43,20
Ralston,222,AD,NULL,24,13
Lind #1,311,AD,NULL,116,66
Hatton City,313,AD,NULL,8,6
Lind Rural,321,AD,NULL,41,29
Fairview,322,AD,NULL,22,6
Schrag,323,AD,NULL,16,20
Hatton Rural,324,AD,NULL,14,16
Cunningham,325,AD,NULL,8,2
Othello City #1,411,AD,NULL,8,14
Othello City #2,412,AD,NULL,100,68
Othello City #3,413,AD,NULL,86,74
Othello City #4,414,AD,NULL,106,82
Othello City #5,415,AD,NULL,96,68
Othello City #6,416,AD,NULL,69,36
Othello Rural #1,511,AD,NULL,47,32
Othello Rural #2,512,AD,NULL,77,30
Othello Rural #3,513,AD,NULL,117,91
Othello Rural #4,514,AD,NULL,92,58
Othello Rural #5,515,AD,NULL,50,46
Othello Rural #6,516,AD,NULL,115,62
