Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,GR,NULL,10806,8004
Airport 1 001,1,GR,NULL,136,105
Beverly 002,2,GR,NULL,20,14
Block 71 003,3,GR,NULL,303,222
Cascade Fairgrnd 004,4,GR,NULL,145,91
Coulee City 005,5,GR,NULL,122,79
Coulee Cty Rur W 006,6,GR,NULL,50,35
Electric City 007,7,GR,NULL,187,151
Ephrata 5 008,8,GR,NULL,166,98
Ephrata 2 009,9,GR,NULL,170,156
Ephrata 3 010,10,GR,NULL,134,102
Ephrata 4 011,11,GR,NULL,234,167
Ephrata 7 012,12,GR,NULL,168,126
Ephrata 9 013,13,GR,NULL,283,210
Ephrata Rural ,14,GR,NULL,152,118
George 015,15,GR,NULL,17,23
George Rural 016,16,GR,NULL,289,204
Gloyd 017,17,GR,NULL,166,110
Grand Coulee 018,18,GR,NULL,148,110
Hartline 019,19,GR,NULL,32,22
Hartline Rural S 020,20,GR,NULL,16,11
Lakeview Park 021,21,GR,NULL,183,97
Longview 022,22,GR,NULL,223,147
Mae 023,23,GR,NULL,462,336
Marlin 024,24,GR,NULL,7,10
Marlin Rural 025,25,GR,NULL,27,15
Mattawa 026,26,GR,NULL,29,13
Mattawa Rural 027,27,GR,NULL,264,189
McConihe 1 028,28,GR,NULL,114,86
Moses Lake 5 029,29,GR,NULL,166,137
Moses Lake 3 030,30,GR,NULL,241,220
Moses Lake 4 031,31,GR,NULL,152,144
Moses Lake 6 032,32,GR,NULL,299,158
Moses Lake 7 033,33,GR,NULL,232,154
Moses Lake 8 034,34,GR,NULL,264,240
Moses Lake 11 035,35,GR,NULL,313,260
Moses Lake 12 036,36,GR,NULL,207,152
North Banks Lake 037,37,GR,NULL,43,43
O Sullivan Dam 1 038,38,GR,NULL,288,175
Quincy 1 039,39,GR,NULL,145,108
Quincy 4 040,40,GR,NULL,85,57
Quincy 6 041,41,GR,NULL,229,193
Quincy Rural N 042,42,GR,NULL,113,107
Royal Camp 043,43,GR,NULL,262,171
Royal City 044,44,GR,NULL,53,58
Ruff 045,45,GR,NULL,33,14
Smyrna 1 046,46,GR,NULL,62,54
Soap Lake 1 047,47,GR,NULL,140,53
Soap Lake Rur E ,48,GR,NULL,56,32
Stratford 049,49,GR,NULL,20,25
Warden 050,50,GR,NULL,112,64
Warden Rural 051,51,GR,NULL,228,151
Soap Lake 2 052,52,GR,NULL,98,72
Westslope 1 053,53,GR,NULL,63,43
Wheeler 1 054,54,GR,NULL,113,110
Wilson Creek 055,55,GR,NULL,46,24
Wilson Crk Rural 056,56,GR,NULL,22,7
Airport 2 057,57,GR,NULL,111,76
Cascade Valley 058,58,GR,NULL,300,236
Westslope 2 059,59,GR,NULL,45,31
Smyrna 2 060,60,GR,NULL,14,9
East Wahluke 061,61,GR,NULL,60,30
Coulee Cty Rur E 062,62,GR,NULL,12,10
McConihe 2 063,63,GR,NULL,82,72
Quincy Rural S 064,64,GR,NULL,291,221
Greenfield 065,65,GR,NULL,36,18
Moses Lake 1 066,66,GR,NULL,134,87
Moses Lake 2 067,67,GR,NULL,169,90
Moses Lake 9  068,68,GR,NULL,162,168
O Sullivan Dam 2 069,69,GR,NULL,302,306
Wheeler 2 070,70,GR,NULL,329,274
Soap Lake Rur W ,71,GR,NULL,196,144
Coulee Cty Rur N 072,72,GR,NULL,42,39
Hartline Rural N 073,73,GR,NULL,18,19
Ephrata Rural E,74,GR,NULL,171,101
