Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CR,NULL,63731,55726
100,100,CR,NULL,474,202
102,102,CR,NULL,341,129
104,104,CR,NULL,407,212
106,106,CR,NULL,359,173
108,108,CR,NULL,419,159
110,110,CR,NULL,453,211
112,112,CR,NULL,38,20
113,113,CR,NULL,184,124
120,120,CR,NULL,500,196
130,130,CR,NULL,422,200
147,147,CR,NULL,281,215
150,150,CR,NULL,192,166
153,153,CR,NULL,217,186
160,160,CR,NULL,268,176
170,170,CR,NULL,308,167
175,175,CR,NULL,224,174
180,180,CR,NULL,250,200
190,190,CR,NULL,395,240
200,200,CR,NULL,380,211
220,220,CR,NULL,243,185
225,225,CR,NULL,529,276
240,240,CR,NULL,460,255
245,245,CR,NULL,372,260
250,250,CR,NULL,370,298
255,255,CR,NULL,338,219
257,257,CR,NULL,325,250
290,290,CR,NULL,344,232
294,294,CR,NULL,213,149
296,296,CR,NULL,225,173
298,298,CR,NULL,206,153
325,325,CR,NULL,244,185
327,327,CR,NULL,331,288
330,330,CR,NULL,311,275
335,335,CR,NULL,248,208
337,337,CR,NULL,309,224
338,338,CR,NULL,277,282
340,340,CR,NULL,330,243
350,350,CR,NULL,272,210
360,360,CR,NULL,341,253
370,370,CR,NULL,238,181
390,390,CR,NULL,364,298
395,395,CR,NULL,109,81
400,400,CR,NULL,210,117
410,410,CR,NULL,428,268
415,415,CR,NULL,241,188
420,420,CR,NULL,360,209
423,423,CR,NULL,235,189
424,424,CR,NULL,393,260
425,425,CR,NULL,247,188
426,426,CR,NULL,416,323
430,430,CR,NULL,227,180
432,432,CR,NULL,267,172
434,434,CR,NULL,252,174
435,435,CR,NULL,255,172
436,436,CR,NULL,199,127
440,440,CR,NULL,345,252
441,441,CR,NULL,304,276
444,444,CR,NULL,452,297
445,445,CR,NULL,408,316
446,446,CR,NULL,320,254
447,447,CR,NULL,431,309
448,448,CR,NULL,468,268
449,449,CR,NULL,466,309
450,450,CR,NULL,421,290
451,451,CR,NULL,367,202
452,452,CR,NULL,329,210
453,453,CR,NULL,317,226
455,455,CR,NULL,233,196
456,456,CR,NULL,469,320
460,460,CR,NULL,478,325
470,470,CR,NULL,455,330
480,480,CR,NULL,395,426
483,483,CR,NULL,479,338
485,485,CR,NULL,202,247
487,487,CR,NULL,142,143
490,490,CR,NULL,232,245
491,491,CR,NULL,26,24
500,500,CR,NULL,366,305
502,502,CR,NULL,279,262
503,503,CR,NULL,217,229
505,505,CR,NULL,353,363
510,510,CR,NULL,156,274
511,511,CR,NULL,14,20
515,515,CR,NULL,329,368
520,520,CR,NULL,145,205
521,521,CR,NULL,8,6
522,522,CR,NULL,98,126
523,523,CR,NULL,4,17
524,524,CR,NULL,29,45
525,525,CR,NULL,180,234
527,527,CR,NULL,206,328
528,528,CR,NULL,221,374
530,530,CR,NULL,103,174
535,535,CR,NULL,258,528
536,536,CR,NULL,148,225
537,537,CR,NULL,68,174
538,538,CR,NULL,81,232
540,540,CR,NULL,270,441
543,543,CR,NULL,256,355
545,545,CR,NULL,185,244
550,550,CR,NULL,358,374
553,553,CR,NULL,322,237
555,555,CR,NULL,320,374
560,560,CR,NULL,313,280
563,563,CR,NULL,308,309
565,565,CR,NULL,248,235
566,566,CR,NULL,201,198
570,570,CR,NULL,282,318
571,571,CR,NULL,259,296
572,572,CR,NULL,363,367
573,573,CR,NULL,346,380
574,574,CR,NULL,12,15
575,575,CR,NULL,63,115
576,576,CR,NULL,5,2
577,577,CR,NULL,270,514
578,578,CR,NULL,31,27
579,579,CR,NULL,10,12
580,580,CR,NULL,170,244
581,581,CR,NULL,130,155
582,582,CR,NULL,185,263
583,583,CR,NULL,196,282
584,584,CR,NULL,217,304
585,585,CR,NULL,299,394
586,586,CR,NULL,189,296
587,587,CR,NULL,195,293
588,588,CR,NULL,144,196
590,590,CR,NULL,320,469
591,591,CR,NULL,319,505
592,592,CR,NULL,336,418
593,593,CR,NULL,283,383
594,594,CR,NULL,5,16
595(*),595,CR,NULL,0,0
596(*),596,CR,NULL,0,0
597,597,CR,NULL,19,54
598,598,CR,NULL,7,13
600,600,CR,NULL,84,230
603,603,CR,NULL,100,305
605,605,CR,NULL,142,453
606,606,CR,NULL,44,75
610,610,CR,NULL,355,471
613,613,CR,NULL,106,187
615,615,CR,NULL,134,151
617,617,CR,NULL,254,325
618,618,CR,NULL,317,357
620,620,CR,NULL,298,383
624,624,CR,NULL,70,62
625,625,CR,NULL,307,326
626,626,CR,NULL,289,236
627,627,CR,NULL,245,297
628,628,CR,NULL,288,289
629,629,CR,NULL,251,263
630,630,CR,NULL,253,194
631,631,CR,NULL,397,246
632,632,CR,NULL,165,139
633,633,CR,NULL,264,232
634,634,CR,NULL,242,243
635,635,CR,NULL,229,198
636,636,CR,NULL,243,230
638,638,CR,NULL,257,239
639,639,CR,NULL,265,235
640,640,CR,NULL,277,267
641,641,CR,NULL,112,112
642,642,CR,NULL,140,125
643,643,CR,NULL,259,247
644,644,CR,NULL,354,267
645,645,CR,NULL,399,304
646,646,CR,NULL,156,120
647,647,CR,NULL,237,178
648,648,CR,NULL,288,185
649,649,CR,NULL,236,248
650,650,CR,NULL,336,206
651,651,CR,NULL,192,208
652,652,CR,NULL,279,224
653,653,CR,NULL,262,196
654,654,CR,NULL,212,178
655,655,CR,NULL,266,225
656,656,CR,NULL,165,135
658,658,CR,NULL,282,224
659,659,CR,NULL,296,268
660,660,CR,NULL,326,262
662,662,CR,NULL,315,280
663,663,CR,NULL,210,184
664,664,CR,NULL,307,276
667,667,CR,NULL,308,144
668,668,CR,NULL,420,217
669,669,CR,NULL,307,245
670,670,CR,NULL,380,232
672,672,CR,NULL,270,195
673,673,CR,NULL,366,280
674,674,CR,NULL,309,191
675,675,CR,NULL,244,166
677,677,CR,NULL,361,236
678,678,CR,NULL,258,190
679,679,CR,NULL,230,150
680,680,CR,NULL,295,192
681,681,CR,NULL,236,215
682,682,CR,NULL,301,199
683,683,CR,NULL,300,233
685,685,CR,NULL,86,68
686,686,CR,NULL,245,175
687,687,CR,NULL,241,263
688,688,CR,NULL,264,214
689,689,CR,NULL,294,295
690,690,CR,NULL,404,232
691,691,CR,NULL,271,280
692,692,CR,NULL,309,293
693,693,CR,NULL,172,154
694,694,CR,NULL,128,74
695,695,CR,NULL,348,271
696,696,CR,NULL,377,289
697,697,CR,NULL,417,311
698,698,CR,NULL,287,277
699,699,CR,NULL,294,231
700,700,CR,NULL,50,55
710,710,CR,NULL,152,92
720,720,CR,NULL,241,203
900,900,CR,NULL,259,278
903,903,CR,NULL,290,285
905,905,CR,NULL,333,272
910,910,CR,NULL,266,264
912,912,CR,NULL,272,207
913,913,CR,NULL,378,310
914,914,CR,NULL,295,287
917,917,CR,NULL,193,209
920,920,CR,NULL,262,246
925,925,CR,NULL,250,273
930,930,CR,NULL,307,308
935,935,CR,NULL,305,300
940,940,CR,NULL,287,266
947,947,CR,NULL,274,215
950,950,CR,NULL,278,249
951,951,CR,NULL,312,210
953,953,CR,NULL,146,99
957,957,CR,NULL,64,59
958,958,CR,NULL,51,48
959,959,CR,NULL,17,13
960,960,CR,NULL,388,307
961,961,CR,NULL,60,47
962,962,CR,NULL,243,214
963,963,CR,NULL,264,181
964,964,CR,NULL,380,242
965,965,CR,NULL,326,255
966,966,CR,NULL,211,173
967,967,CR,NULL,217,148
968,968,CR,NULL,309,190
969,969,CR,NULL,185,165
985,985,CR,NULL,263,217
