Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,WL,NULL,8696,7250
Alderbrook 01,1,WL,NULL,114,92
Alder 02,2,WL,NULL,91,63
Ash 03,3,WL,NULL,206,185
Baumeister 04,4,WL,NULL,199,150
Birch 05,5,WL,NULL,108,117
Clark 06,6,WL,NULL,74,86
College 07,7,WL,NULL,88,136
Edison 08,8,WL,NULL,122,123
Garfield 09,9,WL,NULL,187,94
Green Park 10,10,WL,NULL,63,113
Henderson 11,11,WL,NULL,143,109
Isaacs 12,12,WL,NULL,104,74
Jefferson 13,13,WL,NULL,251,257
Maple 16,16,WL,NULL,222,245
Marcus 17,17,WL,NULL,330,259
Monroe 18,18,WL,NULL,236,279
Paine 20,20,WL,NULL,66,66
Pine 21,21,WL,NULL,91,73
Pleasant 22,22,WL,NULL,267,198
Sharpstein 23,23,WL,NULL,123,110
Spruce 24,24,WL,NULL,110,83
Stadium 25,25,WL,NULL,127,102
Tausick 26,26,WL,NULL,125,108
Wainwright 28,28,WL,NULL,257,131
Watertown 29,29,WL,NULL,112,112
Abbott 31,31,WL,NULL,132,139
Baker 33,33,WL,NULL,42,46
Ice Harbor 34,34,WL,NULL,250,176
Berney 35,35,WL,NULL,120,110
Blalock 36,36,WL,NULL,233,183
Braden 37,37,WL,NULL,230,202
Burbank 38,38,WL,NULL,308,161
Clyde 39,39,WL,NULL,20,9
Derry 40,40,WL,NULL,92,61
Dixie 41,41,WL,NULL,151,97
Eureka 5 42,42,WL,NULL,28,19
Eureka 4 43(*),43,WL,NULL,0,0
Frenchtown 5 44,44,WL,NULL,98,84
Frenchtown 4 45,45,WL,NULL,23,20
Garrison 46,46,WL,NULL,117,96
Gose 47,47,WL,NULL,44,45
Lincoln 49,49,WL,NULL,39,24
Mill Creek 50,50,WL,NULL,132,84
Moore 51,51,WL,NULL,104,104
Pros Point 52,52,WL,NULL,393,419
Ritz 53,53,WL,NULL,266,227
McNary 54,54,WL,NULL,131,122
Touchet 4 55,55,WL,NULL,193,112
Touchet 5 56(*),56,WL,NULL,0,0
Twin Grove 57,57,WL,NULL,108,106
Yellowhawk 58,58,WL,NULL,16,18
Wallula 59,59,WL,NULL,23,19
Washington 60,60,WL,NULL,74,61
CP 1 61,61,WL,NULL,260,190
CP 2 62,62,WL,NULL,190,139
CP 3 63,63,WL,NULL,212,214
Prescott 64,64,WL,NULL,53,28
Waitsburg 65,65,WL,NULL,255,183
CP 4 66,66,WL,NULL,282,211
CP 5 67,67,WL,NULL,220,154
CP 6 68,68,WL,NULL,39,19
