Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,4905,5808
28-515,28515,PI,NULL,315,424
28-516,28516,PI,NULL,264,410
28-517,28517,PI,NULL,285,391
28-518,28518,PI,NULL,288,320
28-519,28519,PI,NULL,307,335
28-520,28520,PI,NULL,265,351
28-521,28521,PI,NULL,348,330
28-522,28522,PI,NULL,345,330
28-523,28523,PI,NULL,300,391
28-524,28524,PI,NULL,345,395
28-525,28525,PI,NULL,357,380
28-526,28526,PI,NULL,225,251
28-527,28527,PI,NULL,344,386
28-528,28528,PI,NULL,293,362
28-529,28529,PI,NULL,249,282
28-530,28530,PI,NULL,112,156
28-531,28531,PI,NULL,263,314
