Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,OK,NULL,1555,603
ANGLIN,2,OK,NULL,46,21
BEEMAN,3,OK,NULL,60,21
BONAPARTE,5,OK,NULL,29,6
ELLISFORDE,15,OK,NULL,53,22
HAVILLAH,18,OK,NULL,64,19
LOOMIS,19,OK,NULL,43,26
PINE CREEK(*),31,OK,NULL,0,0
RIVERSIDE RURAL(*),33,OK,NULL,0,0
SAN POIL,34,OK,NULL,61,32
TONASKET RURAL,37,OK,NULL,37,3
WAUCONDA,41,OK,NULL,16,13
WHITESTONE,43,OK,NULL,33,11
AENEAS,48,OK,NULL,34,9
CRUMBACHER,50,OK,NULL,46,23
TORODA,55,OK,NULL,42,28
JANIS,63,OK,NULL,26,12
LEESE,64,OK,NULL,18,8
PALMER LAKE,69,OK,NULL,39,17
PINE CONE,70,OK,NULL,22,13
SOURDOUGH,74,OK,NULL,50,25
TONASKET #1,121,OK,NULL,23,9
TONASKET #2,122,OK,NULL,38,6
TONASKET #3,123,OK,NULL,18,7
AENEAS CREEK,151,OK,NULL,34,24
AENEAS LAKE,152,OK,NULL,57,21
ANTOINE CREEK,153,OK,NULL,33,10
ANTOINE PEAK,154,OK,NULL,19,14
CAPE LABELLE,155,OK,NULL,30,9
CAYUSE MTN,156,OK,NULL,26,8
CHEWILIKEN,157,OK,NULL,13,17
DUFFYS MTN,158,OK,NULL,23,6
FRONTAGE,159,OK,NULL,16,6
GUSTY RIDGE,160,OK,NULL,40,7
LONGANECKER,161,OK,NULL,31,10
NORTH TONASKET,162,OK,NULL,77,13
PICKENS MTN,163,OK,NULL,36,12
RANCHES,164,OK,NULL,23,7
SIWASH CREEK,165,OK,NULL,47,11
SPECTACLE LAKE,166,OK,NULL,44,8
HIGHWAY,167,OK,NULL,24,5
WHISKY MTN(*),168,OK,NULL,0,0
YARNELL,169,OK,NULL,25,11
TONASKET #4,170,OK,NULL,36,14
TONASKET #5,171,OK,NULL,32,13
TONASKET #6,172,OK,NULL,24,6
TONASKET #7,173,OK,NULL,33,19
