Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SP,NULL,78681,76952
PCT 3000,3000,SP,NULL,2,5
PCT 3100,3100,SP,NULL,196,162
PCT 3101,3101,SP,NULL,187,141
PCT 3102,3102,SP,NULL,126,115
PCT 3103,3103,SP,NULL,157,132
PCT 3104,3104,SP,NULL,233,180
PCT 3105,3105,SP,NULL,177,167
PCT 3106,3106,SP,NULL,197,164
PCT 3107,3107,SP,NULL,208,184
PCT 3108,3108,SP,NULL,161,132
PCT 3109,3109,SP,NULL,200,163
PCT 3110,3110,SP,NULL,167,123
PCT 3111,3111,SP,NULL,164,137
PCT 3112,3112,SP,NULL,10,13
PCT 3113,3113,SP,NULL,219,207
PCT 3114,3114,SP,NULL,243,185
PCT 3115,3115,SP,NULL,232,183
PCT 3116,3116,SP,NULL,242,201
PCT 3117,3117,SP,NULL,160,128
PCT 3118,3118,SP,NULL,151,140
PCT 3119,3119,SP,NULL,190,160
PCT 3120,3120,SP,NULL,220,168
PCT 3121,3121,SP,NULL,216,160
PCT 3122,3122,SP,NULL,185,313
PCT 3123,3123,SP,NULL,194,163
PCT 3124,3124,SP,NULL,210,190
PCT 3125,3125,SP,NULL,208,158
PCT 3126,3126,SP,NULL,56,27
PCT 3127,3127,SP,NULL,131,250
PCT 3128,3128,SP,NULL,184,197
PCT 3200,3200,SP,NULL,114,259
PCT 3201,3201,SP,NULL,183,340
PCT 3202,3202,SP,NULL,141,148
PCT 3203,3203,SP,NULL,170,270
PCT 3204,3204,SP,NULL,114,242
PCT 3205,3205,SP,NULL,157,254
PCT 3206,3206,SP,NULL,126,230
PCT 3207,3207,SP,NULL,113,130
PCT 3208,3208,SP,NULL,254,202
PCT 3209,3209,SP,NULL,284,255
PCT 3210,3210,SP,NULL,135,324
PCT 3211,3211,SP,NULL,141,328
PCT 3212,3212,SP,NULL,109,296
PCT 3213,3213,SP,NULL,170,397
PCT 3214,3214,SP,NULL,176,325
PCT 3215,3215,SP,NULL,119,213
PCT 3216,3216,SP,NULL,234,423
PCT 3217,3217,SP,NULL,269,345
PCT 3218,3218,SP,NULL,191,426
PCT 3219,3219,SP,NULL,143,334
PCT 3220,3220,SP,NULL,196,407
PCT 3221,3221,SP,NULL,255,308
PCT 3222,3222,SP,NULL,86,164
PCT 3223,3223,SP,NULL,99,239
PCT 3300,3300,SP,NULL,231,236
PCT 3301,3301,SP,NULL,296,363
PCT 3302,3302,SP,NULL,242,248
PCT 3303,3303,SP,NULL,239,229
PCT 3304,3304,SP,NULL,238,242
PCT 3305,3305,SP,NULL,197,192
PCT 3306,3306,SP,NULL,271,215
PCT 3307,3307,SP,NULL,172,179
PCT 3308,3308,SP,NULL,238,245
PCT 3309,3309,SP,NULL,237,222
PCT 3310,3310,SP,NULL,227,275
PCT 3311,3311,SP,NULL,165,147
PCT 3312,3312,SP,NULL,289,327
PCT 3313,3313,SP,NULL,321,330
PCT 3314,3314,SP,NULL,198,226
PCT 3315,3315,SP,NULL,271,266
PCT 3316,3316,SP,NULL,230,362
PCT 3317,3317,SP,NULL,300,392
PCT 3318,3318,SP,NULL,201,248
PCT 3319,3319,SP,NULL,202,211
PCT 3320,3320,SP,NULL,151,218
PCT 3321,3321,SP,NULL,264,261
PCT 3322,3322,SP,NULL,196,193
PCT 3323,3323,SP,NULL,263,223
PCT 3324,3324,SP,NULL,191,277
PCT 3325,3325,SP,NULL,205,355
PCT 3326,3326,SP,NULL,98,92
PCT 3327,3327,SP,NULL,152,198
PCT 3328,3328,SP,NULL,187,289
PCT 3329,3329,SP,NULL,142,238
PCT 4001,4001,SP,NULL,214,163
PCT 4002,4002,SP,NULL,323,208
PCT 4003,4003,SP,NULL,441,303
PCT 4004,4004,SP,NULL,350,236
PCT 4005,4005,SP,NULL,269,194
PCT 4006,4006,SP,NULL,361,321
PCT 4007,4007,SP,NULL,201,184
PCT 4008,4008,SP,NULL,232,144
PCT 4009,4009,SP,NULL,298,203
PCT 4010,4010,SP,NULL,266,208
PCT 4011,4011,SP,NULL,408,300
PCT 4012,4012,SP,NULL,476,333
PCT 4013,4013,SP,NULL,285,178
