Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,SN,NULL,46810,120384
BOTHELL 31,10141598,SN,NULL,72,202
BOTHELL 32,10141599,SN,NULL,46,143
BOTHELL 33,10141600,SN,NULL,60,172
BOTHELL 34,10141601,SN,NULL,69,212
BOTHELL 35,10141602,SN,NULL,59,154
BOTHELL 36,10141603,SN,NULL,74,162
BOTHELL 37,10141604,SN,NULL,79,243
BOTHELL 38,10141605,SN,NULL,67,180
BOTHELL 39,10141606,SN,NULL,51,146
BOTHELL 40,10141607,SN,NULL,66,230
BOTHELL 41,10141608,SN,NULL,78,216
BOTHELL 42,10141609,SN,NULL,87,239
BOTHELL 43,10141610,SN,NULL,46,149
BOTHELL 44,10141611,SN,NULL,51,155
BOTHELL 45,10141612,SN,NULL,39,95
BOTHELL 46,10141613,SN,NULL,56,188
BOTHELL 47,10141644,SN,NULL,67,202
ELWOOD,10144165,SN,NULL,75,175
RAINIER,10144171,SN,NULL,33,106
GRANNIS,10144266,SN,NULL,63,173
SUNSET,10144271,SN,NULL,114,220
VIEW,10144330,SN,NULL,74,212
WITHERS,10144338,SN,NULL,101,209
CAVALRY,10144370,SN,NULL,61,198
MAPLEWOOD,10144426,SN,NULL,53,178
PARKSHORE,10144479,SN,NULL,41,158
STAFFORD,10144484,SN,NULL,47,122
REDHAWK,10144552,SN,NULL,86,217
VALLEY,10144559,SN,NULL,20,59
GATEWAY,10144581,SN,NULL,84,191
SNOCADE,10144592,SN,NULL,77,280
TOTEM FALLS,10144594,SN,NULL,94,266
WOODSHIRE,10144597,SN,NULL,58,154
SILVER CREEK,10144635,SN,NULL,55,137
KENNARD,10144639,SN,NULL,62,147
GLENBAR,10144646,SN,NULL,65,134
OLDMARK,10144656,SN,NULL,121,219
KINGMAN,10144685,SN,NULL,124,275
CRYSTAL CREEK,10144691,SN,NULL,51,98
TAMBARK,10144715,SN,NULL,69,166
BEAR CREEK,10154009,SN,NULL,62,133
MALTBY,10154026,SN,NULL,88,182
CATHCART,10154032,SN,NULL,44,134
CLEARVIEW,10154062,SN,NULL,91,212
MINOR,10154170,SN,NULL,65,206
BEECHER,10154178,SN,NULL,67,214
WOODLAND,10154273,SN,NULL,45,93
CREEK,10154283,SN,NULL,85,221
PARADISE,10154310,SN,NULL,57,228
TURNER,10154329,SN,NULL,101,276
WELLINGTON,10154333,SN,NULL,88,272
WHEELER,10154334,SN,NULL,54,180
BATTERY,10154369,SN,NULL,48,138
ECHO LAKE,10154372,SN,NULL,103,233
LOST LAKE,10154375,SN,NULL,33,141
BOSTIAN,10154387,SN,NULL,49,140
REES,10154435,SN,NULL,34,73
KOKANEE,10154535,SN,NULL,35,105
POND,10154551,SN,NULL,62,177
WELCH,10154560,SN,NULL,92,214
FALLS,10154579,SN,NULL,6,28
SILER,10154657,SN,NULL,43,118
BOULDER,11014016,SN,NULL,87,258
BRYANT,11014021,SN,NULL,37,69
ARMSTRONG,11014027,SN,NULL,48,159
TRONSON,11014326,SN,NULL,42,142
HENNING,11014647,SN,NULL,83,256
NORTH FORK,11014759,SN,NULL,33,99
GRANITE FALLS 1,13911384,SN,NULL,81,184
GRANITE FALLS 2,13911385,SN,NULL,71,225
DARRINGTON,13911637,SN,NULL,66,208
