Row Label,PrecinctCode,County,Registered Voters,YES,NO
Total,-1,WT,NULL,222,99
LACROSSE IN,42,WT,NULL,103,43
DUSTY 143,143,WT,NULL,30,21
HAY 144,144,WT,NULL,10,13
HOOPER 145,145,WT,NULL,9,8
LACROSSE 146,146,WT,NULL,70,14
