Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,AS,NULL,1565,4443
ANATONE,1,AS,NULL,41,80
RURAL ASOTIN,3,AS,NULL,34,100
W ASOTIN,4,AS,NULL,23,111
SWALLOWS NEST,5,AS,NULL,75,273
ASOTIN #1,101,AS,NULL,45,129
ASOTIN #2,102,AS,NULL,55,141
CLARKSTON #1,201,AS,NULL,45,107
CLARKSTON #2,202,AS,NULL,52,156
CLARKSTON #3,203,AS,NULL,54,141
CLARKSTON #4,204,AS,NULL,74,150
CLARKSTON #5,205,AS,NULL,29,99
CLARKSTON #6,206,AS,NULL,65,146
CLARKSTON #7,207,AS,NULL,39,98
CLARKSTON #8,208,AS,NULL,44,136
CLARKSTON HTS #1,301,AS,NULL,65,195
CLARKSTON HTS #2,302,AS,NULL,98,332
CLARKSTON HTS #3,303,AS,NULL,20,73
CLARKSTON HTS #4,304,AS,NULL,67,191
CLARKSTON HTS #5,305,AS,NULL,118,345
CLARKSTON HTS #6,306,AS,NULL,114,284
CLARKSTON HTS #7,307,AS,NULL,79,243
SOUTH CLARKSTON #1,401,AS,NULL,62,156
SOUTH CLARKSTON #2,402,AS,NULL,78,203
WEST CLARKSTON #1,501,AS,NULL,55,183
WEST CLARKSTON #2,502,AS,NULL,67,158
WEST CLARKSTON #3,503,AS,NULL,67,213
