Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,WL,NULL,3728,10581
Alderbrook 01,1,WL,NULL,50,141
Alder 02,2,WL,NULL,41,105
Ash 03,3,WL,NULL,92,245
Baumeister 04,4,WL,NULL,93,232
Birch 05,5,WL,NULL,58,154
Clark 06,6,WL,NULL,40,102
College 07,7,WL,NULL,74,161
Edison 08,8,WL,NULL,78,140
Garfield 09,9,WL,NULL,74,186
Green Park 10,10,WL,NULL,46,127
Henderson 11,11,WL,NULL,57,161
Isaacs 12,12,WL,NULL,40,124
Jefferson 13,13,WL,NULL,118,330
Maple 16,16,WL,NULL,117,327
Marcus 17,17,WL,NULL,146,379
Monroe 18,18,WL,NULL,112,380
Paine 20,20,WL,NULL,33,89
Pine 21,21,WL,NULL,45,104
Pleasant 22,22,WL,NULL,106,326
Sharpstein 23,23,WL,NULL,48,160
Spruce 24,24,WL,NULL,53,121
Stadium 25,25,WL,NULL,55,145
Tausick 26,26,WL,NULL,59,157
Wainwright 28,28,WL,NULL,83,281
Watertown 29,29,WL,NULL,57,136
Abbott 31,31,WL,NULL,57,188
Baker 33,33,WL,NULL,12,60
Ice Harbor 34,34,WL,NULL,76,282
Berney 35,35,WL,NULL,47,167
Blalock 36,36,WL,NULL,95,288
Braden 37,37,WL,NULL,80,289
Burbank 38,38,WL,NULL,113,312
Clyde 39,39,WL,NULL,5,20
Derry 40,40,WL,NULL,35,95
Dixie 41,41,WL,NULL,53,153
Eureka 5 42(*),42,WL,NULL,0,0
Eureka 4 43(*),43,WL,NULL,0,0
Frenchtown 5 44,44,WL,NULL,48,109
Frenchtown 4 45,45,WL,NULL,13,25
Garrison 46,46,WL,NULL,47,143
Gose 47,47,WL,NULL,15,64
Lincoln 49,49,WL,NULL,12,36
Mill Creek 50,50,WL,NULL,50,142
Moore 51,51,WL,NULL,42,139
Pros Point 52,52,WL,NULL,178,528
Ritz 53,53,WL,NULL,120,309
McNary 54,54,WL,NULL,49,159
Touchet 4 55,55,WL,NULL,56,211
Touchet 5 56(*),56,WL,NULL,0,0
Twin Grove 57,57,WL,NULL,51,142
Yellowhawk 58,58,WL,NULL,7,26
Wallula 59,59,WL,NULL,12,22
Washington 60,60,WL,NULL,25,92
CP 1 61,61,WL,NULL,110,303
CP 2 62,62,WL,NULL,104,201
CP 3 63,63,WL,NULL,108,273
Prescott 64,64,WL,NULL,12,60
Waitsburg 65,65,WL,NULL,93,278
CP 4 66,66,WL,NULL,124,318
CP 5 67,67,WL,NULL,78,249
CP 6 68,68,WL,NULL,13,48
