Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,SK,NULL,22621,7320
ALDER,101,SK,NULL,116,70
ALGER,102,SK,NULL,166,61
ALLEN,103,SK,NULL,108,26
DUNBAR,104,SK,NULL,40,26
AVON,105,SK,NULL,219,78
SAUK,107,SK,NULL,232,99
BAY VIEW,108,SK,NULL,214,59
BELFAST,109,SK,NULL,142,50
BIG LAKE,110,SK,NULL,322,95
BIRDSVIEW,111,SK,NULL,244,111
BOW,113,SK,NULL,322,89
CASCADE,114,SK,NULL,52,19
CEDARDALE,115,SK,NULL,92,19
CLEAR LAKE,116,SK,NULL,221,101
COUNTRY CLUB,117,SK,NULL,114,35
CONWAY,118,SK,NULL,110,28
DEWEY,119,SK,NULL,446,124
DIGBY,120,SK,NULL,25,9
DODGE VALLEY,121,SK,NULL,116,28
EDISON,122,SK,NULL,152,44
FIR,124,SK,NULL,93,40
FRUITDALE,125,SK,NULL,112,45
GEAR,126,SK,NULL,249,86
GUEMES,127,SK,NULL,247,60
HAMBURG,128,SK,NULL,103,34
HARMONY,129,SK,NULL,150,38
LAKE SIXTEEN,130,SK,NULL,125,34
LOOKOUT,132,SK,NULL,277,111
MANSFORD,133,SK,NULL,29,24
MAPES,134,SK,NULL,86,32
MARCH POINT,135,SK,NULL,8,7
MCMURRAY WEST,136,SK,NULL,114,43
MCRAE,137,SK,NULL,337,124
MCMURRAY EAST,138,SK,NULL,46,27
MINKLER,139,SK,NULL,151,71
MONTBORNE,140,SK,NULL,326,105
NOOKACHAMPS,141,SK,NULL,132,67
SKYRIDGE,144,SK,NULL,219,62
PRAIRIE,145,SK,NULL,229,110
POINT WILLIAMS,146,SK,NULL,220,43
RIDGEWAY,147,SK,NULL,177,62
ROCKPORT,148,SK,NULL,220,89
SHELTER BAY,149,SK,NULL,274,91
SNEE OOSH,150,SK,NULL,199,69
STERLING,151,SK,NULL,68,30
SWINOMISH,153,SK,NULL,288,83
TINGLEY,154,SK,NULL,121,52
VAN FLEET,155,SK,NULL,194,98
VEDERE,156,SK,NULL,151,54
WHITNEY,157,SK,NULL,112,20
ROSARIO,158,SK,NULL,392,88
TERRACE,159,SK,NULL,392,111
STARBIRD,160,SK,NULL,215,70
FIDALGO,164,SK,NULL,308,103
GAGES,165,SK,NULL,54,26
SAMISH,166,SK,NULL,183,45
COLLINS,167,SK,NULL,140,52
BLANCHARD(*),168,SK,NULL,0,0
VIEW TERRACE(*),170,SK,NULL,0,0
LAKE CAVANAUGH,171,SK,NULL,78,19
LITTLE MOUNTAIN,172,SK,NULL,120,31
RIVERBEND,173,SK,NULL,12,2
PADILLA,174,SK,NULL,57,17
FREDONIA,176,SK,NULL,47,21
ANACORTES  1,201,SK,NULL,199,81
ANACORTES  4,204,SK,NULL,167,70
ANACORTES 5,205,SK,NULL,4,8
ANACORTES  6,206,SK,NULL,245,72
ANACORTES  7,207,SK,NULL,497,145
ANACORTES  9,209,SK,NULL,287,81
ANACORTES 11,211,SK,NULL,379,89
ANACORTES 17,217,SK,NULL,477,117
ANACORTES 20,220,SK,NULL,406,131
ANACORTES 21,221,SK,NULL,546,153
ANACORTES 22,222,SK,NULL,376,107
ANACORTES 24,224,SK,NULL,593,153
MOUNT VERNON  1,301,SK,NULL,102,32
MOUNT VERNON  2,302,SK,NULL,104,42
MOUNT VERNON  3,303,SK,NULL,220,88
MOUNT VERNON  4,304,SK,NULL,358,100
MOUNT VERNON  5,305,SK,NULL,71,22
MOUNT VERNON  6,306,SK,NULL,183,75
MOUNT VERNON  7,307,SK,NULL,273,75
MOUNT VERNON  8,308,SK,NULL,445,146
MOUNT VERNON  9,309,SK,NULL,129,42
MOUNT VERNON 10,310,SK,NULL,138,42
MOUNT VERNON 11,311,SK,NULL,252,48
MOUNT VERNON 12,312,SK,NULL,118,28
MOUNT VERNON 14,314,SK,NULL,336,82
MOUNT VERNON 15,315,SK,NULL,152,57
MOUNT VERNON 16,316,SK,NULL,370,69
MOUNT VERNON 19,319,SK,NULL,295,86
MOUNT VERNON 21,321,SK,NULL,416,123
MOUNT VERNON 22,322,SK,NULL,409,144
MOUNT VERNON 27,327,SK,NULL,85,25
MOUNT VERNON 30,330,SK,NULL,297,96
SEDRO WOOLLEY  1,401,SK,NULL,242,85
SEDRO WOOLLEY  2,402,SK,NULL,249,97
SEDRO WOOLLEY  3,403,SK,NULL,192,57
SEDRO WOOLLEY  4,404,SK,NULL,244,90
SEDRO WOOLLEY  5,405,SK,NULL,318,122
SEDRO WOOLLEY  6,406,SK,NULL,228,91
SEDRO WOOLLEY  7(*),407,SK,NULL,0,0
BURLINGTON 1,501,SK,NULL,119,51
BURLINGTON 2,502,SK,NULL,126,58
BURLINGTON 3,503,SK,NULL,63,22
BURLINGTON 4,504,SK,NULL,180,71
BURLINGTON 5,505,SK,NULL,242,81
BURLINGTON 6,506,SK,NULL,132,36
BURLINGTON 7,507,SK,NULL,154,35
CONCRETE,601,SK,NULL,93,35
HAMILTON,701,SK,NULL,25,15
LA CONNER,801,SK,NULL,268,58
LYMAN,855,SK,NULL,45,29
