Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,IS,NULL,6350,17390
C WHIDBEY 01,150,IS,NULL,94,271
C WHIDBEY 02,151,IS,NULL,184,444
C WHIDBEY 03,152,IS,NULL,146,477
COUPEVILLE,153,IS,NULL,165,450
C WHIDBEY 04,154,IS,NULL,204,431
C WHIDBEY 05,155,IS,NULL,165,418
S WHIDBEY 01,160,IS,NULL,201,481
S WHIDBEY 02,161,IS,NULL,174,446
S WHIDBEY 03,162,IS,NULL,179,506
S WHIDBEY 04,163,IS,NULL,146,432
S WHIDBEY 05,164,IS,NULL,173,508
S WHIDBEY 06,165,IS,NULL,136,437
LANGLEY,166,IS,NULL,107,363
S WHIDBEY 07,167,IS,NULL,126,477
S WHIDBEY 08,168,IS,NULL,129,409
S WHIDBEY 09,169,IS,NULL,153,468
S WHIDBEY 10,170,IS,NULL,162,421
OAK HARBOR 01,201,IS,NULL,147,345
OAK HARBOR 02,202,IS,NULL,127,249
OAK HARBOR 03,203,IS,NULL,136,346
OAK HARBOR 04,204,IS,NULL,145,351
OAK HARBOR 05,205,IS,NULL,156,350
OAK HARBOR 06,206,IS,NULL,148,291
OAK HARBOR 07,207,IS,NULL,146,372
OAK HARBOR 08,208,IS,NULL,114,327
OAK HARBOR 09,209,IS,NULL,50,75
N WHIDBEY 06,251,IS,NULL,81,223
N WHIDBEY 07,252,IS,NULL,98,303
N WHIDBEY 08,253,IS,NULL,90,259
N WHIDBEY 09,254,IS,NULL,84,245
N WHIDBEY 10,255,IS,NULL,46,102
N WHIDBEY 11,256,IS,NULL,22,65
CAMANO 01,301,IS,NULL,111,301
CAMANO 02,302,IS,NULL,139,411
CAMANO 03,303,IS,NULL,151,383
CAMANO 04,304,IS,NULL,154,551
CAMANO 05,305,IS,NULL,124,462
CAMANO 06,306,IS,NULL,159,398
CAMANO 07,307,IS,NULL,127,366
CAMANO 08,308,IS,NULL,102,267
CAMANO 09,309,IS,NULL,126,397
CAMANO 10,310,IS,NULL,97,324
CAMANO 11,311,IS,NULL,141,390
N WHIDBEY 01,351,IS,NULL,155,410
N WHIDBEY 02,352,IS,NULL,134,398
N WHIDBEY 03,353,IS,NULL,136,278
N WHIDBEY 04,354,IS,NULL,178,486
N WHIDBEY 05,355,IS,NULL,82,226
