Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,CZ,NULL,16088,12585
Alabama,1,CZ,NULL,184,94
Ammons,2,CZ,NULL,155,172
Arkansas,3,CZ,NULL,131,75
Bakers,4,CZ,NULL,15,6
Baltimore,5,CZ,NULL,227,184
Beacon,6,CZ,NULL,349,260
Boondox,7,CZ,NULL,9,8
Brynion,8,CZ,NULL,190,143
Burcham,9,CZ,NULL,382,315
Caples,10,CZ,NULL,126,83
Carrolls,11,CZ,NULL,244,218
Castle Rock,12,CZ,NULL,364,209
Chinook,13,CZ,NULL,284,248
Cloverdale,14,CZ,NULL,186,186
Coal Creek,15,CZ,NULL,362,250
Columbia Heights,16,CZ,NULL,125,131
Columbia Valley Gdns,17,CZ,NULL,206,131
Crawford,18,CZ,NULL,253,151
Delameter,19,CZ,NULL,230,171
Douglas(*),20,CZ,NULL,0,0
Elk Ridge(*),21,CZ,NULL,0,0
Harris,22,CZ,NULL,236,190
Haussler,23,CZ,NULL,186,120
Hillcrest,24,CZ,NULL,379,378
Hudson,25,CZ,NULL,281,191
Industrial,26,CZ,NULL,0,0
Kalama North,27,CZ,NULL,186,168
Kalama South,28,CZ,NULL,269,204
Kessler,29,CZ,NULL,309,229
Lake,30,CZ,NULL,195,174
Laurel,31,CZ,NULL,263,301
Lewis River,32,CZ,NULL,393,297
Lexington,33,CZ,NULL,216,169
Lone Oak,34,CZ,NULL,156,117
Magnolia,35,CZ,NULL,350,320
Marigold,36,CZ,NULL,302,241
McGowan,37,CZ,NULL,70,34
Memorial,38,CZ,NULL,166,94
Mill,39,CZ,NULL,330,202
Mint Valley,40,CZ,NULL,307,332
Modrow,41,CZ,NULL,239,168
Mt. Solo,42,CZ,NULL,84,52
Nevada,43,CZ,NULL,199,190
Ocean Beach,44,CZ,NULL,261,189
Olson,45,CZ,NULL,183,118
Ostrander,46,CZ,NULL,275,189
Owl Creek,47,CZ,NULL,321,291
Pacific,48,CZ,NULL,257,220
Ponderosa,49,CZ,NULL,246,158
Powell,50,CZ,NULL,224,194
Redpath,51,CZ,NULL,201,132
Ridgecrest,52,CZ,NULL,30,6
Robbins,53,CZ,NULL,346,251
Rose Valley,54,CZ,NULL,181,149
Ryderwood,55,CZ,NULL,108,105
Sacajawea,56,CZ,NULL,351,430
Sandy Bend,57,CZ,NULL,273,187
Silver Lake,58,CZ,NULL,420,309
Sparks,59,CZ,NULL,158,124
St. Helens,60,CZ,NULL,127,76
Stella,61,CZ,NULL,205,209
Toutle,62,CZ,NULL,334,214
Tower,63,CZ,NULL,386,263
Tunstall,64,CZ,NULL,112,80
View,65,CZ,NULL,168,126
West Kelso,66,CZ,NULL,74,39
Willow Grove,67,CZ,NULL,76,62
Windemere,68,CZ,NULL,347,268
Woodage,69,CZ,NULL,196,179
Woodland North,70,CZ,NULL,358,291
Woodland South,71,CZ,NULL,305,241
Yale,72,CZ,NULL,240,153
