Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,LE,NULL,4747,13522
Adna ,1,LE,NULL,109,340
Agate,2,LE,NULL,44,113
Alpha,3,LE,NULL,106,286
Berwick,4,LE,NULL,102,303
Big Bottom,5,LE,NULL,85,241
Boistfort,6,LE,NULL,22,60
Cinebar,7,LE,NULL,76,184
Claquato,8,LE,NULL,80,195
Cowlitz,9,LE,NULL,100,351
Crego,10,LE,NULL,164,441
Curtis,11,LE,NULL,19,78
Drews Prairie,12,LE,NULL,37,108
Dryad,13,LE,NULL,21,68
Elk Crk,14,LE,NULL,24,72
Emery,15,LE,NULL,39,121
Emery North(*),16,LE,NULL,0,0
Ethel,17,LE,NULL,96,290
Evaline East,18,LE,NULL,28,86
Evaline West,19,LE,NULL,44,112
Fair,20,LE,NULL,0,0
Fords Prairie,21,LE,NULL,71,224
Forest,22,LE,NULL,63,228
Greenwood(*),23,LE,NULL,0,0
Harmony,24,LE,NULL,78,208
Independence,25,LE,NULL,16,48
Jackson,26,LE,NULL,86,266
Jackson North,27,LE,NULL,0,0
Kelly,28,LE,NULL,0,0
Klickitat,29,LE,NULL,49,128
Lincoln Creek,30,LE,NULL,49,181
Logan,31,LE,NULL,55,213
Mauermann,32,LE,NULL,11,59
Mellen(*),33,LE,NULL,0,0
Meskill,34,LE,NULL,15,32
Mineral,35,LE,NULL,32,131
Newaukum,36,LE,NULL,49,180
Onalaska,37,LE,NULL,114,409
Packwood,38,LE,NULL,25,49
Paradise,39,LE,NULL,14,37
Parcuvia,40,LE,NULL,53,157
Prescott,41,LE,NULL,137,430
Randle East,42,LE,NULL,87,190
Randle West,43,LE,NULL,71,141
Roswell,44,LE,NULL,2,8
Salkum,45,LE,NULL,44,174
Salmon Creek,46,LE,NULL,133,340
Salzer,47,LE,NULL,36,88
Sears,48,LE,NULL,60,143
Seminary Hill,49,LE,NULL,41,131
Silver Creek,50,LE,NULL,62,206
Skookumchuck,51,LE,NULL,66,223
Sommerville,52,LE,NULL,10,43
Stearns Creek,53,LE,NULL,32,83
Stillwater East,54,LE,NULL,25,56
Stillwater West,55,LE,NULL,32,118
Temple,56,LE,NULL,85,180
Union,57,LE,NULL,50,145
Urquhart,58,LE,NULL,25,136
Veness,59,LE,NULL,74,199
Verndale,60,LE,NULL,67,205
Whealdon,61,LE,NULL,68,133
Centralia #1,101,LE,NULL,41,86
Centralia #2,102,LE,NULL,91,227
Centralia #3,103,LE,NULL,39,92
Centralia #4,104,LE,NULL,82,117
Centralia #5,105,LE,NULL,36,104
Centralia #6,106,LE,NULL,81,190
Centralia #7,107,LE,NULL,18,100
Centralia #8,108,LE,NULL,39,133
Centralia #9,109,LE,NULL,82,236
Centralia #10,110,LE,NULL,31,89
Centralia #11,111,LE,NULL,91,212
Centralia #12,112,LE,NULL,104,268
Centralia #13,113,LE,NULL,88,285
Chehalis #1,201,LE,NULL,52,162
Chehalis #2,202,LE,NULL,43,115
Chehalis #3,203,LE,NULL,38,125
Chehalis #4,204,LE,NULL,51,110
Chehalis #5,205,LE,NULL,44,98
Chehalis #6,206,LE,NULL,74,190
Chehalis #7,207,LE,NULL,11,37
Chehalis #8,208,LE,NULL,59,140
Chehalis #9,209,LE,NULL,3,10
Morton,300,LE,NULL,57,167
Mossyrock,400,LE,NULL,23,91
Napavine #1,501,LE,NULL,101,267
Napavine #2,502,LE,NULL,0,0
Napavine #3(*),503,LE,NULL,0,0
Napavine #4,504,LE,NULL,0,0
Napavine #5,505,LE,NULL,0,0
Napavine #6,506,LE,NULL,0,0
Pe Ell,600,LE,NULL,43,107
Toledo,700,LE,NULL,40,106
Vader,800,LE,NULL,30,100
Winlock,900,LE,NULL,68,170
