Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KS,NULL,6935,5930
CLE ELUM 1,1,KS,NULL,118,72
CLE ELUM 2,2,KS,NULL,63,52
CLE ELUM 3,3,KS,NULL,39,31
CLE ELUM 4,4,KS,NULL,165,92
DENMARK,5,KS,NULL,287,210
EAST SANDERS,6,KS,NULL,224,139
EASTON,7,KS,NULL,241,115
ELLENSBURG 1,8,KS,NULL,21,30
ELLENSBURG 2,9,KS,NULL,22,63
ELLENSBURG 4,11,KS,NULL,11,45
ELLENSBURG 5,12,KS,NULL,37,59
ELLENSBURG 6,13,KS,NULL,25,41
ELLENSBURG 7,14,KS,NULL,23,33
ELLENSBURG 8,15,KS,NULL,50,42
ELLENSBURG 9,16,KS,NULL,38,59
ELLENSBURG 10,17,KS,NULL,68,90
ELLENSBURG 11,18,KS,NULL,58,84
ELLENSBURG 12,19,KS,NULL,40,108
ELLENSBURG 13,20,KS,NULL,33,76
ELLENSBURG 14,21,KS,NULL,53,93
ELLENSBURG 15,22,KS,NULL,79,95
ELLENSBURG 16,23,KS,NULL,93,162
ELLENSBURG 17,24,KS,NULL,92,135
ELLENSBURG 18,25,KS,NULL,18,19
ELLENSBURG 19,26,KS,NULL,139,185
ELLENSBURG 20,27,KS,NULL,42,52
ELLENSBURG 21,28,KS,NULL,60,74
ELLENSBURG 22,29,KS,NULL,101,88
ELLENSBURG 23,30,KS,NULL,110,114
ELLENSBURG 24,31,KS,NULL,179,222
HYAK,32,KS,NULL,63,41
KITTITAS 1,33,KS,NULL,91,49
MANASTASH,34,KS,NULL,169,132
MOUNTAIN,35,KS,NULL,82,69
NORTH CENTRAL,36,KS,NULL,156,136
NORTH ELLENSBURG,37,KS,NULL,253,204
PARK,38,KS,NULL,236,123
PEOH POINT,39,KS,NULL,229,108
RIDGEWAY,40,KS,NULL,280,255
ROSLYN 1,41,KS,NULL,85,101
ROSLYN 2,42,KS,NULL,70,86
DRY CREEK,43,KS,NULL,269,145
WESTSIDE,44,KS,NULL,242,189
ROSLYN OUTLYING,45,KS,NULL,28,27
SANDERS,46,KS,NULL,92,62
SOUTH CLE ELUM,47,KS,NULL,107,76
SOUTH ELLENSBURG,48,KS,NULL,202,253
SWAUK,50,KS,NULL,144,73
TEANAWAY,51,KS,NULL,218,106
THORP,52,KS,NULL,195,128
VANTAGE,53,KS,NULL,17,8
FAIRVIEW,54,KS,NULL,136,87
NORTHEAST FAIRVIEW,55,KS,NULL,209,149
THRALL,56,KS,NULL,173,157
DAMMAN,58,KS,NULL,214,137
KACHESS,59,KS,NULL,68,40
KITTITAS 2,60,KS,NULL,92,64
ELLENSBURG 25,61,KS,NULL,185,191
RONALD,62,KS,NULL,101,54
