Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,AD,NULL,2036,622
Ritzville Ward #1,111,AD,NULL,57,30
Ritzville Ward #2,112,AD,NULL,65,11
Ritzville Ward #3,113,AD,NULL,89,36
Ritzville Ward #4,114,AD,NULL,76,29
Ritzville Ward #5,115,AD,NULL,87,11
Ritzville Rural NW,121,AD,NULL,84,18
Ritzville Rural SE,122,AD,NULL,70,20
Batum,123,AD,NULL,40,21
Benge,211,AD,NULL,13,3
Washtucna City #1,212,AD,NULL,58,27
Washtucna Rural,221,AD,NULL,32,8
Ralston,222,AD,NULL,19,7
Lind #1,311,AD,NULL,91,48
Hatton City,313,AD,NULL,12,3
Lind Rural,321,AD,NULL,42,11
Fairview,322,AD,NULL,20,3
Schrag,323,AD,NULL,19,10
Hatton Rural(*),324,AD,NULL,0,0
Cunningham(*),325,AD,NULL,0,0
Othello City #1,411,AD,NULL,15,7
Othello City #2,412,AD,NULL,128,41
Othello City #3,413,AD,NULL,131,22
Othello City #4,414,AD,NULL,140,30
Othello City #5,415,AD,NULL,124,32
Othello City #6,416,AD,NULL,68,20
Othello Rural #1,511,AD,NULL,53,18
Othello Rural #2,512,AD,NULL,61,28
Othello Rural #3,513,AD,NULL,134,42
Othello Rural #4,514,AD,NULL,107,24
Othello Rural #5,515,AD,NULL,68,19
Othello Rural #6,516,AD,NULL,107,36
