Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,WM,NULL,648,1269
301,301,WM,NULL,103,477
302,302,WM,NULL,163,428
303,303,WM,NULL,332,232
304    ,304,WM,NULL,50,132
