Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,SN,NULL,92750,100917
BOTHELL 31,10141598,SN,NULL,136,195
BOTHELL 32,10141599,SN,NULL,105,115
BOTHELL 33,10141600,SN,NULL,119,161
BOTHELL 34,10141601,SN,NULL,126,216
BOTHELL 35,10141602,SN,NULL,112,143
BOTHELL 36,10141603,SN,NULL,108,164
BOTHELL 37,10141604,SN,NULL,180,205
BOTHELL 38,10141605,SN,NULL,109,174
BOTHELL 39,10141606,SN,NULL,95,136
BOTHELL 40,10141607,SN,NULL,165,185
BOTHELL 41,10141608,SN,NULL,162,183
BOTHELL 42,10141609,SN,NULL,158,233
BOTHELL 43,10141610,SN,NULL,115,125
BOTHELL 44,10141611,SN,NULL,90,138
BOTHELL 45,10141612,SN,NULL,78,83
BOTHELL 46,10141613,SN,NULL,157,131
BOTHELL 47,10141644,SN,NULL,134,195
ELWOOD,10144165,SN,NULL,114,164
RAINIER,10144171,SN,NULL,89,83
GRANNIS,10144266,SN,NULL,128,157
SUNSET,10144271,SN,NULL,179,221
VIEW,10144330,SN,NULL,145,185
WITHERS,10144338,SN,NULL,116,252
CAVALRY,10144370,SN,NULL,165,163
MAPLEWOOD,10144426,SN,NULL,122,176
PARKSHORE,10144479,SN,NULL,98,135
STAFFORD,10144484,SN,NULL,85,112
REDHAWK,10144552,SN,NULL,153,212
VALLEY,10144559,SN,NULL,38,52
GATEWAY,10144581,SN,NULL,157,167
SNOCADE,10144592,SN,NULL,170,243
TOTEM FALLS,10144594,SN,NULL,157,247
WOODSHIRE,10144597,SN,NULL,121,130
SILVER CREEK,10144635,SN,NULL,95,124
KENNARD,10144639,SN,NULL,111,125
GLENBAR,10144646,SN,NULL,104,136
OLDMARK,10144656,SN,NULL,157,245
KINGMAN,10144685,SN,NULL,180,265
CRYSTAL CREEK,10144691,SN,NULL,74,96
TAMBARK,10144715,SN,NULL,98,174
BEAR CREEK,10154009,SN,NULL,80,150
MALTBY,10154026,SN,NULL,164,146
