Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,WT,NULL,7040
TEKOA IN,31,WT,NULL,161
OAKESDALE IN,32,WT,NULL,144
FARMINGTON IN,33,WT,NULL,55
GARFIELD IN,34,WT,NULL,149
COLTON IN,35,WT,NULL,143
UNIONTOWN IN,36,WT,NULL,75
ALBION IN,37,WT,NULL,121
LACROSSE IN,42,WT,NULL,85
ENDICOTT IN,43,WT,NULL,94
LAMONT IN,44,WT,NULL,18
ST JOHN IN,45,WT,NULL,147
MALDEN IN,46,WT,NULL,35
ROSALIA IN,47,WT,NULL,158
TEKOA 101,101,WT,NULL,40
OAKESDALE 102,102,WT,NULL,62
FARMINGTON 103,103,WT,NULL,22
STEPTOE 104,104,WT,NULL,73
GARFIELD 105,105,WT,NULL,57
PALOUSE RURAL 106,106,WT,NULL,135
PALOUSE 107,107,WT,NULL,230
COLTON 108,108,WT,NULL,85
UNIONTOWN 109,109,WT,NULL,50
PULLMAN RURAL 110,110,WT,NULL,276
PULLMAN RURAL 111,111,WT,NULL,85
ALBION 112,112,WT,NULL,82
PULLMAN CITY 113,113,WT,NULL,109
PULLMAN CITY 114,114,WT,NULL,22
PULLMAN CITY 115,115,WT,NULL,7
PULLMAN CITY 116,116,WT,NULL,318
PULLMAN CITY 117,117,WT,NULL,126
PULLMAN CITY 118,118,WT,NULL,240
PULLMAN CITY 119,119,WT,NULL,186
PULLMAN CITY 120,120,WT,NULL,451
PULLMAN CITY 121,121,WT,NULL,118
PULLMAN CITY 122,122,WT,NULL,101
PULLMAN CITY 123,123,WT,NULL,186
PULLMAN CITY 124,124,WT,NULL,24
PULLMAN CITY 125,125,WT,NULL,16
PULLMAN CITY 126,126,WT,NULL,23
PULLMAN CITY 127,127,WT,NULL,26
PULLMAN CITY 128,128,WT,NULL,52
PULLMAN CITY 129,129,WT,NULL,60
PULLMAN CITY 130,130,WT,NULL,60
PULLMAN CITY 131,131,WT,NULL,4
PULLMAN CITY 132,132,WT,NULL,0
PULLMAN CITY 133,133,WT,NULL,0
PULLMAN CITY 134,134,WT,NULL,20
PULLMAN CITY 135,135,WT,NULL,177
COLFAX RURAL 136,136,WT,NULL,96
COLFAX RURAL 137,137,WT,NULL,174
WILCOX 138,138,WT,NULL,88
COLFAX CITY 139,139,WT,NULL,172
COLFAX CITY 140,140,WT,NULL,154
COLFAX CITY 141,141,WT,NULL,130
COLFAX CITY 142,142,WT,NULL,231
DUSTY 143,143,WT,NULL,31
HAY 144,144,WT,NULL,19
HOOPER 145,145,WT,NULL,12
LACROSSE 146,146,WT,NULL,50
ENDICOTT 147,147,WT,NULL,73
LAMONT 148,148,WT,NULL,27
ST JOHN 149,149,WT,NULL,139
MALDEN 150,150,WT,NULL,9
ROSALIA 151,151,WT,NULL,56
THORNTON 152,152,WT,NULL,47
PULLMAN 218,218,WT,NULL,253
PULLMAN 228,228,WT,NULL,19
PULLMAN 234,234,WT,NULL,64
PULLMAN 235,235,WT,NULL,288
