Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,TH,NULL,37442,46444
Cougar Mountain,28,TH,NULL,50,32
Clear Lake,30,TH,NULL,337,187
Lackamas,31,TH,NULL,94,39
Morris,32,TH,NULL,267,144
Evergreen Ballroom,33,TH,NULL,265,172
Trails End,34,TH,NULL,284,364
Kaiser,35,TH,NULL,43,128
Rich,36,TH,NULL,178,127
Delta(*),38,TH,NULL,0,0
Jones Beach,39,TH,NULL,94,124
Simmons 9,42,TH,NULL,4,3
University North,43,TH,NULL,76,67
Steamboat Island,44,TH,NULL,105,188
Rocky Prairie,45,TH,NULL,157,95
Lawrence Lake,46,TH,NULL,264,189
Woodard Creek,47,TH,NULL,144,173
Michigan Hill,48,TH,NULL,138,81
Scott Lake South,49,TH,NULL,143,127
Salmon Creek,50,TH,NULL,134,87
Spurgeon Creek,51,TH,NULL,93,76
James,52,TH,NULL,223,107
Vail,53,TH,NULL,278,144
Rochester 5,54,TH,NULL,244,125
Rochester 4,55,TH,NULL,187,109
Medicine Creek,57,TH,NULL,107,57
Skokomish,58,TH,NULL,151,131
Pleasant Hill,59,TH,NULL,199,183
Smith Prairie,60,TH,NULL,277,148
Black River,62,TH,NULL,290,233
Ames,63,TH,NULL,111,203
Airport,64,TH,NULL,18,11
Luhr Beach,65,TH,NULL,208,218
Fish Trap,66,TH,NULL,95,197
Quince(*),67,TH,NULL,0,0
Simmons 2,68,TH,NULL,3,4
Simmons 3,69,TH,NULL,10,8
Simmons 4,70,TH,NULL,8,12
Pines,74,TH,NULL,174,96
Long Lake,75,TH,NULL,40,56
Hawk Acres,76,TH,NULL,118,128
Zenkner Valley,77,TH,NULL,56,30
Tri Lakes,78,TH,NULL,91,109
University South,79,TH,NULL,103,102
Tolmie,80,TH,NULL,91,57
Military,81,TH,NULL,103,77
Glen Terra,82,TH,NULL,60,54
Prine,83,TH,NULL,40,32
Glenwood,84,TH,NULL,59,71
Greenridge,86,TH,NULL,125,109
Woodland,88,TH,NULL,146,190
Tilley,89,TH,NULL,209,196
Sweet Briar,90,TH,NULL,163,330
Deerbrush,91,TH,NULL,193,188
Mushroom Corner,92,TH,NULL,172,152
Trailblazer,93,TH,NULL,73,56
Frye Cove,94,TH,NULL,160,262
Oyster Bay,95,TH,NULL,145,259
Summit Lake,96,TH,NULL,163,163
Delridge,97,TH,NULL,40,59
Marvin,98,TH,NULL,196,215
Alpine,99,TH,NULL,269,341
Hewitt Lake,100,TH,NULL,157,306
Zangle,101,TH,NULL,132,212
Boston Harbor,102,TH,NULL,87,337
Gull Harbor,103,TH,NULL,80,160
Friendly Grove,104,TH,NULL,119,105
South Bay,105,TH,NULL,213,229
Puget,106,TH,NULL,224,251
Bigelow,107,TH,NULL,126,200
Pleasant Glade,109,TH,NULL,88,133
Montgomery,110,TH,NULL,100,77
Nisqually,111,TH,NULL,165,112
Roosevelt,112,TH,NULL,186,258
Kinwood,113,TH,NULL,129,166
Mckinley,114,TH,NULL,54,77
Forest,115,TH,NULL,188,294
St Clair,116,TH,NULL,197,171
Hicks,117,TH,NULL,19,37
Fleetwood,118,TH,NULL,241,220
Lydia Hawk,119,TH,NULL,275,275
Hays,120,TH,NULL,98,175
Indian Summer,121,TH,NULL,150,264
Chambers,122,TH,NULL,264,305
Freedom,123,TH,NULL,165,263
Fristoe,124,TH,NULL,173,76
Deschutes,125,TH,NULL,294,152
Longmire,126,TH,NULL,150,76
Ruth Prairie,127,TH,NULL,113,42
Weir Prairie,128,TH,NULL,242,124
College,129,TH,NULL,18,41
Bald Hills,130,TH,NULL,76,39
Hunter Point,131,TH,NULL,106,127
Griffin,132,TH,NULL,133,217
Schneiders Prairie,133,TH,NULL,149,152
Cooper Point,134,TH,NULL,123,246
Butler Cove,135,TH,NULL,105,226
Broadway,136,TH,NULL,151,309
Plainview,139,TH,NULL,174,404
Mud Bay,140,TH,NULL,141,202
Mclane,141,TH,NULL,143,143
Bush Prairie,143,TH,NULL,49,39
Black Lake,144,TH,NULL,238,248
Delphi,145,TH,NULL,160,190
South Union,146,TH,NULL,262,226
Plumb,147,TH,NULL,216,184
Scatter Creek,148,TH,NULL,172,87
Mcintosh,149,TH,NULL,372,266
Violet Prairie,150,TH,NULL,330,124
Littlerock,151,TH,NULL,335,258
Rochester 1,153,TH,NULL,291,143
Rochester 2,154,TH,NULL,225,103
Scott Lake North,155,TH,NULL,100,63
Grand Mound,156,TH,NULL,118,58
Gibson Valley,157,TH,NULL,48,24
Skookumchuck,158,TH,NULL,244,117
Johnson Point,160,TH,NULL,193,292
Wards,161,TH,NULL,45,108
Thompson,162,TH,NULL,111,93
