Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,SM,NULL,938,1942
BEAR PRAIRIE,100,SM,NULL,34,91
MT. PLEASANT,101,SM,NULL,32,89
SKYE,102,SM,NULL,51,89
UPPER WASHOUGAL(*),103,SM,NULL,0,0
LEWIS RIVER(*),104,SM,NULL,0,0
CAPE HORN,105,SM,NULL,64,111
SKAMANIA,106,SM,NULL,75,112
CASCADES,201,SM,NULL,3,3
NORTH BONNEVILLE,202,SM,NULL,90,146
ROCK CREEK,203,SM,NULL,33,70
MAPLE VIEW,204,SM,NULL,57,124
NORTH STEVENSON,205,SM,NULL,56,76
SOUTH STEVENSON,206,SM,NULL,11,30
NELSON CREEK,207,SM,NULL,29,48
CARSON CREEK,208,SM,NULL,55,126
STABLER,300,SM,NULL,59,131
WIND RIVER,303,SM,NULL,32,113
HOT SPRINGS NORTH,304,SM,NULL,18,45
HOT SPRINGS SOUTH,305,SM,NULL,27,82
WIND MOUNTAIN,307,SM,NULL,34,45
CHENOWITH,309,SM,NULL,35,79
UNDERWOOD NORTH,310,SM,NULL,40,135
UNDERWOOD SOUTH,311,SM,NULL,60,89
