Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,OK,NULL,6938,2366
ALMA,1,OK,NULL,32,7
ANGLIN,2,OK,NULL,46,14
BEEMAN,3,OK,NULL,40,21
BODIE,4,OK,NULL,9,9
BONAPARTE,5,OK,NULL,18,5
BOSTON,6,OK,NULL,43,25
BREWSTER RURAL,7,OK,NULL,32,7
CARLTON,8,OK,NULL,30,17
CHESAW,9,OK,NULL,26,16
CONCONULLY RURAL,10,OK,NULL,22,9
DUCK LAKE,11,OK,NULL,17,12
DULEY LAKE,12,OK,NULL,21,6
EASTLAKE,13,OK,NULL,22,5
EASTSIDE,14,OK,NULL,55,15
ELLISFORDE,15,OK,NULL,45,19
ELMERTON,16,OK,NULL,72,9
ELMWAY,17,OK,NULL,23,9
HAVILLAH,18,OK,NULL,48,19
LOOMIS,19,OK,NULL,42,12
MALOTT,20,OK,NULL,40,22
MAZAMA,21,OK,NULL,72,15
METHOW,22,OK,NULL,44,21
MISSION,23,OK,NULL,17,6
MOLSON,24,OK,NULL,48,14
MONSE #1,25,OK,NULL,36,12
NESPELEM RURAL,27,OK,NULL,21,6
NIGHTHAWK,28,OK,NULL,13,4
NORTH OMAK,29,OK,NULL,24,4
PATEROS RURAL,30,OK,NULL,26,13
PINE CREEK,31,OK,NULL,19,6
POGUE,32,OK,NULL,50,18
RIVERSIDE RURAL,33,OK,NULL,46,25
SAN POIL,34,OK,NULL,49,25
SOUTH OROVILLE,35,OK,NULL,37,18
SPRING COULEE,36,OK,NULL,44,8
TONASKET RURAL,37,OK,NULL,20,12
TUNK CREEK,38,OK,NULL,53,17
TWISP RURAL,39,OK,NULL,53,15
WOLF CREEK,40,OK,NULL,54,6
WAUCONDA,41,OK,NULL,25,19
WESTLAKE,42,OK,NULL,23,6
WHITESTONE,43,OK,NULL,23,6
WINTHROP RURAL,44,OK,NULL,74,11
CHILIWIST,45,OK,NULL,31,10
MONSE #3,46,OK,NULL,20,10
OKANOGAN RURAL,47,OK,NULL,24,5
AENEAS,48,OK,NULL,32,10
COLUMBIA,49,OK,NULL,19,6
CRUMBACHER,50,OK,NULL,33,15
DISAUTEL,51,OK,NULL,15,3
HUDSON,52,OK,NULL,24,4
KIPLING,53,OK,NULL,20,14
ORCHARD,54,OK,NULL,19,16
TORODA,55,OK,NULL,46,12
BEAVER CREEK,56,OK,NULL,27,9
BLACK CANYON,57,OK,NULL,28,18
BUFFALO LAKE,58,OK,NULL,19,4
COPPLE,59,OK,NULL,36,9
EDELWEISS,60,OK,NULL,64,15
ENGH,61,OK,NULL,37,16
FINLEY CANYON,62,OK,NULL,49,25
JANIS,63,OK,NULL,21,10
LEESE,64,OK,NULL,14,4
LIBBY CREEK,65,OK,NULL,59,23
MCGINNIS LAKE,66,OK,NULL,10,2
NORTH STAR,67,OK,NULL,12,4
OWHI,68,OK,NULL,24,2
PALMER LAKE,69,OK,NULL,30,4
PINE CONE,70,OK,NULL,25,5
POORMAN CREEK,71,OK,NULL,70,23
SAND FLAT,72,OK,NULL,48,10
SOURDOUGH,74,OK,NULL,39,18
TWIN LAKES,75,OK,NULL,68,16
VALLEY,76,OK,NULL,30,13
WANNACUT,77,OK,NULL,41,24
WEST CHEWUCH,78,OK,NULL,47,14
CANAL,79,OK,NULL,26,8
AIRPORT,81,OK,NULL,49,11
BALKY HILL,82,OK,NULL,39,9
BRIDGE CREEK,83,OK,NULL,42,10
CROSSROADS,84,OK,NULL,21,11
DAVIS LAKE,85,OK,NULL,52,16
GREENACRES,86,OK,NULL,22,7
JOHNSON CREEK,87,OK,NULL,42,11
LEWIS BUTTE,88,OK,NULL,56,19
LIME BELT,89,OK,NULL,14,7
MCCLURE MTN,90,OK,NULL,48,28
MOCCASIN LAKE,91,OK,NULL,56,19
NORTH MALOTT,92,OK,NULL,47,9
PATTERSON LAKE,93,OK,NULL,64,10
PEARRYGIN LAKE,94,OK,NULL,33,8
BOUNDARY,95,OK,NULL,34,10
BUCKHORN MTN,96,OK,NULL,26,24
EDER,97,OK,NULL,29,11
HORSESHOE LAKE,98,OK,NULL,29,14
LAKE ANDREWS,99,OK,NULL,29,10
MYERS CREEK,100,OK,NULL,20,7
COULEE DAM #1,101,OK,NULL,54,10
COULEE DAM #2,102,OK,NULL,38,13
COULEE DAM #3,103,OK,NULL,32,6
NESPELEM CITY,104,OK,NULL,22,2
OKANOGAN #1,105,OK,NULL,23,3
OKANOGAN #2,106,OK,NULL,32,19
OKANOGAN #3,107,OK,NULL,13,5
OKANOGAN #4,108,OK,NULL,37,7
OMAK #1,109,OK,NULL,15,8
OMAK #2,110,OK,NULL,26,15
OMAK #3,111,OK,NULL,14,5
OMAK #4,112,OK,NULL,26,7
OMAK #5,113,OK,NULL,28,14
OMAK #6,114,OK,NULL,27,8
OMAK #7,115,OK,NULL,25,10
OMAK #8,116,OK,NULL,21,3
OMAK #9,117,OK,NULL,48,10
OROVILLE #1,118,OK,NULL,32,9
OROVILLE #2,119,OK,NULL,19,7
OROVILLE #3,120,OK,NULL,20,4
TONASKET #1,121,OK,NULL,21,5
TONASKET #2,122,OK,NULL,23,15
TONASKET #3,123,OK,NULL,12,6
BREWSTER #1,124,OK,NULL,19,6
BREWSTER #2,125,OK,NULL,37,17
PATEROS #1,126,OK,NULL,31,8
PATEROS #2,127,OK,NULL,27,9
TWISP #1,128,OK,NULL,60,22
TWISP #2,129,OK,NULL,44,16
WINTHROP #1,130,OK,NULL,71,17
CONCONULLY CITY,131,OK,NULL,57,15
COULEE DAM #4,132,OK,NULL,31,9
ELMER CITY,133,OK,NULL,65,8
RIVERSIDE CITY,134,OK,NULL,50,13
TWISP #3,135,OK,NULL,47,19
TWISP #4,136,OK,NULL,16,7
WINTHROP #2,137,OK,NULL,35,17
SHORELINE,138,OK,NULL,17,8
SIMILKAMEEN,139,OK,NULL,20,6
TEAL LAKE,140,OK,NULL,24,8
TONASKET CREEK,141,OK,NULL,27,4
OROVILLE #4,142,OK,NULL,27,8
OROVILLE #5,143,OK,NULL,28,12
OROVILLE #6,144,OK,NULL,24,2
OROVILLE #7,145,OK,NULL,17,12
OROVILLE #8,146,OK,NULL,22,3
OROVILLE #9,147,OK,NULL,25,2
OROVILLE #10,148,OK,NULL,26,12
JENNINGS LOOP,149,OK,NULL,17,5
BLUE LAKE,150,OK,NULL,36,15
AENEAS CREEK,151,OK,NULL,30,14
AENEAS LAKE,152,OK,NULL,35,24
ANTOINE CREEK,153,OK,NULL,16,16
ANTOINE PEAK,154,OK,NULL,19,7
CAPE LABELLE,155,OK,NULL,18,19
CAYUSE MTN,156,OK,NULL,15,8
CHEWILIKEN,157,OK,NULL,17,7
DUFFYS MTN,158,OK,NULL,19,2
FRONTAGE,159,OK,NULL,10,3
GUSTY RIDGE,160,OK,NULL,28,7
LONGANECKER,161,OK,NULL,22,6
NORTH TONASKET,162,OK,NULL,51,13
PICKENS MTN,163,OK,NULL,19,15
RANCHES,164,OK,NULL,14,5
SIWASH CREEK,165,OK,NULL,29,22
SPECTACLE LAKE,166,OK,NULL,29,10
HIGHWAY,167,OK,NULL,12,11
WHISKY MTN,168,OK,NULL,10,3
YARNELL,169,OK,NULL,17,7
TONASKET #4,170,OK,NULL,24,11
TONASKET #5,171,OK,NULL,28,11
TONASKET #6,172,OK,NULL,13,9
TONASKET #7,173,OK,NULL,25,13
LEECHER MTN,174,OK,NULL,47,13
ALTA LAKE,175,OK,NULL,37,10
STARR,176,OK,NULL,24,7
PATEROS #3,177,OK,NULL,13,5
RAT LAKE,178,OK,NULL,21,8
BREWSTER FLAT,179,OK,NULL,33,9
BREWSTER #3,180,OK,NULL,21,9
BREWSTER #4,181,OK,NULL,14,4
BREWSTER #5,182,OK,NULL,16,6
BREWSTER #6,183,OK,NULL,15,4
PIONEER,184,OK,NULL,28,9
COLEMAN BUTTE,185,OK,NULL,32,11
