Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,JE,NULL,9787
101 Gardiner,101,JE,NULL,107
102 Port Discovery,102,JE,NULL,119
103 Crocker,103,JE,NULL,115
104 Cape George,104,JE,NULL,342
105 Discovery Bay,105,JE,NULL,312
106 North Jacob,106,JE,NULL,235
107 South Jacob,107,JE,NULL,328
200 Coyle,200,JE,NULL,145
201 Quilcene,201,JE,NULL,295
204 Brinnon,204,JE,NULL,377
300 Chimacum I,300,JE,NULL,204
301 Chimacum II,301,JE,NULL,126
302 Center I,302,JE,NULL,185
303 Hadlock,303,JE,NULL,324
304 Kala Point,304,JE,NULL,354
305 Irondale I,305,JE,NULL,241
306 Irondale II,306,JE,NULL,323
307 Four Corners,307,JE,NULL,218
308 Center II,308,JE,NULL,111
401 Nordland,401,JE,NULL,303
500 Port Ludlow,500,JE,NULL,357
501 Port Ludlow I,501,JE,NULL,414
502 Port Ludlow II,502,JE,NULL,227
503 Port Ludlow III,503,JE,NULL,241
504 Port Ludlow IV,504,JE,NULL,181
505 Port Ludlow V,505,JE,NULL,284
600 Hoh,600,JE,NULL,26
601 Queets,601,JE,NULL,27
700 Port Townsend,700,JE,NULL,325
701 Port Townsend,701,JE,NULL,165
702 Port Townsend,702,JE,NULL,193
703 Port Townsend,703,JE,NULL,229
704 Port Townsend,704,JE,NULL,162
705 Port Townsend,705,JE,NULL,218
706 Port Townsend,706,JE,NULL,488
707 Port Townsend,707,JE,NULL,410
708 Port Townsend,708,JE,NULL,429
709 Port Townsend,709,JE,NULL,396
710 Port Townsend,710,JE,NULL,251
