Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,CM,NULL,16672
PORT ANGELES 101,101,CM,NULL,231
PORT ANGELES 102,102,CM,NULL,384
PORT ANGELES 103,103,CM,NULL,400
PORT ANGELES 104,104,CM,NULL,277
PORT ANGELES 105,105,CM,NULL,364
PORT ANGELES 106,106,CM,NULL,283
PORT ANGELES 107,107,CM,NULL,393
PORT ANGELES 108,108,CM,NULL,198
PORT ANGELES 109,109,CM,NULL,463
PORT ANGELES 110,110,CM,NULL,104
PORT ANGELES 111,111,CM,NULL,419
PORT ANGELES 112,112,CM,NULL,237
PORT ANGELES 113,113,CM,NULL,234
AGNEW 201,201,CM,NULL,264
BEAVER 204,204,CM,NULL,180
BELLEVIEW 205,205,CM,NULL,340
BELL HILL 207,207,CM,NULL,311
BLACK DIAMOND 208,208,CM,NULL,180
BLUE MOUNTAIN 209,209,CM,NULL,296
BLUFFS 210,210,CM,NULL,181
BLYN 211,211,CM,NULL,253
BOGACHIEL 212,212,CM,NULL,97
CARLSBORG 214,214,CM,NULL,237
CLALLAM BAY 215,215,CM,NULL,158
CLARK 216,216,CM,NULL,124
CLINE 217,217,CM,NULL,318
COYOTE 218,218,CM,NULL,363
DEER PARK 220,220,CM,NULL,337
DIAMOND POINT 221,221,CM,NULL,330
DUNGENESS EAST 222,222,CM,NULL,357
DUNGENESS WEST 223,223,CM,NULL,154
DRY CREEK 224,224,CM,NULL,280
EAGLE 226,226,CM,NULL,246
ELK 229,229,CM,NULL,80
ELWHA 230,230,CM,NULL,87
FAIRVIEW 232,232,CM,NULL,314
FRESHWATER BAY 233,233,CM,NULL,374
HAPPY VALLEY 237,237,CM,NULL,161
JAMESTOWN 240,240,CM,NULL,202
JOYCE 241,241,CM,NULL,334
LOST MOUNTAIN 245,245,CM,NULL,165
MILLER PENINSULA 246,246,CM,NULL,169
MACLEAY 247,247,CM,NULL,288
MADISON CREEK 248,248,CM,NULL,107
MONTERRA 249,249,CM,NULL,296
MOUNT ANGELES 250,250,CM,NULL,177
MOUNT PLEASANT 251,251,CM,NULL,281
NEAH BAY 252,252,CM,NULL,164
OBRIEN 253,253,CM,NULL,254
OLYMPIC 254,254,CM,NULL,203
PORT WILLIAMS 258,258,CM,NULL,185
PRAIRIE NORTH 259,259,CM,NULL,250
PRAIRIE SOUTH 260,260,CM,NULL,307
QUILEUTE 262,262,CM,NULL,103
RIVERSIDE 265,265,CM,NULL,285
ROBIN HILL 266,266,CM,NULL,228
SUN 269,269,CM,NULL,95
SUNLAND NORTH 270,270,CM,NULL,331
SUNLAND SOUTH 271,271,CM,NULL,220
FORKS 301,301,CM,NULL,157
FORKS 302,302,CM,NULL,219
SEQUIM 401,401,CM,NULL,184
SEQUIM 402,402,CM,NULL,193
SEQUIM 403,403,CM,NULL,332
SEQUIM 404,404,CM,NULL,408
SEQUIM 405,405,CM,NULL,263
SEQUIM 406,406,CM,NULL,263
