Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,16465,26039
27-404,27404,PI,NULL,84,93
27-405,27405,PI,NULL,177,406
27-406,27406,PI,NULL,215,540
27-407,27407,PI,NULL,182,350
27-408,27408,PI,NULL,189,386
27-409,27409,PI,NULL,218,304
27-410,27410,PI,NULL,213,352
27-411,27411,PI,NULL,255,467
27-412,27412,PI,NULL,165,328
27-413,27413,PI,NULL,191,357
27-414,27414,PI,NULL,234,366
27-415,27415,PI,NULL,182,445
27-416,27416,PI,NULL,227,350
27-417,27417,PI,NULL,227,374
27-418,27418,PI,NULL,196,338
27-419,27419,PI,NULL,220,349
27-420,27420,PI,NULL,271,386
27-421,27421,PI,NULL,201,270
27-422,27422,PI,NULL,256,439
27-423,27423,PI,NULL,242,381
27-424,27424,PI,NULL,190,372
27-425,27425,PI,NULL,203,315
27-426,27426,PI,NULL,157,355
27-427,27427,PI,NULL,201,313
27-428,27428,PI,NULL,200,246
27-429,27429,PI,NULL,225,269
27-430,27430,PI,NULL,251,228
27-431,27431,PI,NULL,63,137
27-432,27432,PI,NULL,174,324
27-433,27433,PI,NULL,183,318
27-434,27434,PI,NULL,178,278
27-435,27435,PI,NULL,189,322
27-436,27436,PI,NULL,239,239
27-437,27437,PI,NULL,192,252
27-438,27438,PI,NULL,207,219
27-439,27439,PI,NULL,216,241
27-440,27440,PI,NULL,225,244
27-441,27441,PI,NULL,179,222
27-442,27442,PI,NULL,130,196
27-443,27443,PI,NULL,145,212
27-444,27444,PI,NULL,181,251
27-445,27445,PI,NULL,165,244
27-446,27446,PI,NULL,147,258
27-447,27447,PI,NULL,170,257
27-448,27448,PI,NULL,6,13
27-449,27449,PI,NULL,180,278
27-450,27450,PI,NULL,175,306
27-451,27451,PI,NULL,146,229
27-452,27452,PI,NULL,166,244
27-453,27453,PI,NULL,144,146
27-454,27454,PI,NULL,212,259
27-455,27455,PI,NULL,173,207
27-456,27456,PI,NULL,136,188
27-457,27457,PI,NULL,171,213
27-458,27458,PI,NULL,132,168
27-459,27459,PI,NULL,105,164
27-460,27460,PI,NULL,213,325
27-461,27461,PI,NULL,230,375
27-462,27462,PI,NULL,217,326
27-463,27463,PI,NULL,135,270
27-464,27464,PI,NULL,172,285
27-465,27465,PI,NULL,159,252
27-466,27466,PI,NULL,170,254
27-467,27467,PI,NULL,148,299
27-468,27468,PI,NULL,161,246
28-501,28501,PI,NULL,199,425
28-502,28502,PI,NULL,181,428
28-503,28503,PI,NULL,205,372
28-504,28504,PI,NULL,207,363
28-505,28505,PI,NULL,192,494
28-506,28506,PI,NULL,225,362
28-507,28507,PI,NULL,186,288
28-508,28508,PI,NULL,114,145
28-509,28509,PI,NULL,0,0
29-601,29601,PI,NULL,160,203
29-602,29602,PI,NULL,113,201
29-603,29603,PI,NULL,185,192
29-604,29604,PI,NULL,168,213
29-605,29605,PI,NULL,128,202
29-606,29606,PI,NULL,183,257
29-607,29607,PI,NULL,188,299
29-608,29608,PI,NULL,139,219
29-609,29609,PI,NULL,113,178
29-610,29610,PI,NULL,152,235
29-611,29611,PI,NULL,42,54
29-612,29612,PI,NULL,97,122
29-613,29613,PI,NULL,186,262
29-614,29614,PI,NULL,178,284
29-615,29615,PI,NULL,166,304
29-616,29616,PI,NULL,159,249
29-617,29617,PI,NULL,163,243
29-618,29618,PI,NULL,141,187
29-619,29619,PI,NULL,137,242
29-620,29620,PI,NULL,84,140
29-621(*),29621,PI,NULL,0,0
29-622,29622,PI,NULL,111,193
29-623,29623,PI,NULL,42,39
29-624,29624,PI,NULL,0,0
29-625(*),29625,PI,NULL,0,0
29-626,29626,PI,NULL,8,2
29-627,29627,PI,NULL,0,0
